day,average_time_in_port
2022-10-05,996.5925392852175
2022-10-07,980.7883928571425
2022-05-17,1009.7517241379309
2022-03-30,1268.7099685883218
2022-01-20,1230.7057893020226
2022-07-04,1161.9263895843765
2022-07-08,1006.4778311233039
2022-09-03,841.9189803921566
2022-07-30,1173.8938066229302
2022-07-23,945.3488993710689
2022-10-24,921.1095701856904
2022-03-21,1133.1997525542783
2022-11-23,874.6288421920065
2022-10-13,1121.3711149624494
2022-02-19,1188.498536895674
2022-03-02,1035.847877506266
2022-10-29,1078.7981983833406
2022-12-14,827.1481714750101
2022-06-01,1217.5865187426461
2022-11-04,1442.6545773276207
2022-05-04,1081.140380811078
2022-01-18,1224.2534217419773
2022-11-27,909.524040534713
2022-06-07,875.2787637174208
2022-09-07,844.3935411020776
2022-03-04,1200.0872503483513
2022-04-04,1234.1397721644373
2022-08-17,973.9550314465413
2022-05-16,1103.194424941491
2022-07-25,992.9412953977358
2022-12-07,821.4914143480631
2022-06-03,973.5215757283115
2022-06-15,978.9339098771053
2022-10-22,931.2517220902613
2022-05-19,1212.7817351598178
2022-05-07,1164.8166578715925
2022-01-17,1088.27549483272
2022-07-15,1109.0963785230676
2022-10-19,1084.1412382091144
2022-03-16,1053.6555366130867
2022-12-20,714.1985278006025
2022-06-04,1202.6818002212738
2022-10-14,1072.4182636077367
2022-03-10,1356.1513301196217
2022-03-11,1196.740042301184
2022-11-30,857.5617585712424
2022-01-02,1084.8325000000004
2022-07-06,1037.9501771336552
2022-05-24,1090.2623004469986
2022-10-09,863.1716748768472
2022-07-17,932.2245071684588
2022-08-26,1075.9441740412976
2022-10-08,1041.546717379386
2022-04-12,1005.7371642969979
2022-12-01,878.9911377813942
2022-07-09,990.3062695666499
2022-01-23,1013.6471084134213
2022-05-27,1246.3198271204753
2022-04-29,1018.4289043209869
2022-07-18,1034.6302332580885
2022-07-21,966.5542482206408
2022-10-17,830.8949860370652
2022-12-16,723.4170781060297
2022-04-02,1291.847162935971
2022-02-27,962.2201961730178
2022-01-14,1106.9233028406356
2022-10-28,1061.4818445322794
2022-06-11,1155.1328969149736
2022-04-17,1130.8196446199406
2022-08-02,998.9858510011779
2022-08-25,1084.4786562203228
2022-05-13,1278.6434966727163
2022-12-11,790.1660810602556
2022-03-12,1404.1035053644093
2022-03-25,1206.4681882145994
2022-09-17,1065.8024822695043
