day,median_time_in_port
2022-10-05,122.4
2022-10-07,110.96666666666667
2022-05-17,144.31666666666666
2022-03-30,124.36666666666666
2022-01-20,128.95
2022-07-04,131.88333333333333
2022-07-08,113.98333333333333
2022-07-30,129.13333333333333
2022-09-03,115.25
2022-03-21,132.01666666666668
2022-07-23,120.06666666666666
2022-10-24,91.83333333333333
2022-10-13,107.93333333333334
2022-11-23,93.05
2022-02-19,111.25
2022-03-02,113.98333333333333
2022-10-29,107.98333333333333
2022-12-14,100.98333333333333
2022-01-18,154.25
2022-05-04,128.95
2022-06-01,132.06666666666666
2022-11-04,99.0
2022-11-27,110.73333333333333
2022-03-04,105.03333333333333
2022-04-04,123.33333333333333
2022-06-07,143.93333333333334
2022-09-07,80.91666666666667
2022-08-17,94.93333333333334
2022-05-16,116.51666666666667
2022-06-03,134.95
2022-07-25,125.96666666666667
2022-12-07,78.65
2022-05-19,135.06666666666666
2022-06-15,138.0
2022-10-22,91.93333333333334
2022-01-17,138.1
2022-05-07,151.23333333333332
2022-03-16,110.48333333333333
2022-07-15,118.75
2022-10-19,110.33333333333333
2022-06-04,141.03333333333333
2022-12-20,89.68333333333334
2022-10-14,120.0
2022-03-10,153.1
2022-03-11,129.01666666666668
2022-11-30,84.06666666666666
2022-01-02,133.65
2022-05-24,118.38333333333334
2022-07-06,132.06666666666666
2022-10-09,96.01666666666667
2022-07-17,126.68333333333334
2022-08-26,132.0
2022-04-12,139.73333333333332
2022-10-08,107.9
2022-12-01,105.41666666666667
2022-01-23,107.96666666666667
2022-07-09,131.98333333333332
2022-04-29,120.03333333333333
2022-05-27,152.46666666666667
2022-07-18,129.06666666666666
2022-07-21,114.6
2022-10-17,73.38333333333334
2022-12-16,99.76666666666667
2022-04-02,120.01666666666667
2022-02-27,115.81666666666666
2022-01-14,110.85
2022-10-28,102.01666666666667
2022-04-17,134.88333333333333
2022-06-11,100.23333333333333
2022-05-13,108.01666666666667
2022-08-02,105.0
2022-08-25,128.95
2022-12-11,66.85
2022-03-12,150.0
2022-03-25,143.91666666666666
2022-02-13,96.01666666666667
2022-02-28,121.8
2022-04-19,117.05
2022-09-17,96.0
2022-07-05,149.93333333333334
2022-03-06,111.0
2022-09-06,101.96666666666667
2022-06-17,123.05
2022-09-24,109.0
2022-05-21,156.26666666666668
2022-09-19,84.6
2022-09-29,104.98333333333333
2022-01-03,159.1
2022-09-22,92.98333333333333
2022-01-25,111.0
2022-03-01,120.86666666666666
2022-08-07,123.01666666666667
2022-10-02,112.0
2022-11-08,122.96666666666667
2022-12-22,99.01666666666667
2022-02-18,103.85
2022-08-11,111.05
2022-12-03,126.11666666666666
2022-06-25,125.98333333333333
2022-07-26,116.95
2022-12-05,76.25
2022-09-09,92.23333333333333
2022-11-26,83.91666666666667
2022-03-28,105.0
2022-11-03,114.03333333333333
2022-09-20,95.98333333333333
2022-05-23,156.06666666666666
2022-03-26,121.2
2022-04-18,134.68333333333334
2022-06-16,119.55
2022-08-12,123.03333333333333
2022-01-21,137.53333333333333
2022-04-01,133.45
2022-06-24,149.96666666666667
2022-02-26,151.55
2022-10-21,112.9
2022-08-30,121.7
2022-11-21,117.01666666666667
2022-07-02,135.05
2022-12-04,111.03333333333333
2022-12-28,77.55
2022-01-09,140.91666666666666
2022-02-23,105.01666666666667
2022-03-22,111.03333333333333
2022-06-19,141.01666666666668
2022-11-25,91.55
2022-12-21,101.23333333333333
2022-06-22,133.45
2022-09-27,104.35
2022-03-15,143.98333333333332
2022-09-26,111.61666666666666
2022-08-16,112.98333333333333
2022-03-05,119.95
2022-06-05,130.38333333333333
2022-06-29,148.41666666666666
2022-09-28,117.05
2022-04-10,153.05
2022-06-08,123.0
2022-09-15,101.66666666666667
2022-07-20,137.91666666666666
2022-12-15,102.03333333333333
2022-07-01,168.05
2022-01-13,118.1
2022-01-22,150.0
2022-07-19,147.85
2022-01-31,111.86666666666666
2022-04-11,172.65
2022-04-14,138.0
2022-05-03,96.01666666666667
2022-08-10,120.0
2022-10-15,109.95
2022-02-01,123.01666666666667
2022-07-10,108.0
2022-07-24,128.21666666666667
2022-06-06,125.98333333333333
2022-03-24,129.0
2022-04-13,145.8
2022-01-06,130.95
2022-07-27,118.11666666666666
2022-08-14,105.0
2022-12-30,56.983333333333334
2022-05-12,1788.6166666666666
2022-09-11,104.93333333333334
2022-09-08,90.08333333333333
2022-09-13,99.05
2022-02-21,121.78333333333333
2022-06-28,128.98333333333332
2022-09-16,101.46666666666667
2022-11-01,95.98333333333333
2022-02-15,102.08333333333333
2022-03-31,115.53333333333333
2022-10-23,107.93333333333334
2022-04-15,166.03333333333333
2022-06-20,137.91666666666666
2022-11-06,116.33333333333333
2022-11-19,132.0
2022-02-10,140.96666666666667
2022-12-10,75.46666666666667
2022-06-09,141.5
2022-08-22,108.51666666666667
2022-08-24,122.88333333333334
2022-04-16,140.95
2022-05-01,107.98333333333333
2022-05-30,105.35
2022-09-05,119.65
2022-10-03,114.1
2022-08-18,83.93333333333334
2022-10-31,114.23333333333333
2022-05-20,132.01666666666668
2022-06-27,185.93333333333334
2022-11-29,105.0
2022-09-10,98.5
2022-10-11,106.31666666666666
2022-01-08,129.03333333333333
2022-09-21,100.98333333333333
2022-02-03,121.95
2022-12-17,108.0
2022-07-16,132.01666666666668
2022-12-26,78.0
2022-08-20,110.98333333333333
2022-04-05,130.41666666666666
2022-02-02,132.03333333333333
2022-05-11,99.46666666666667
2022-08-15,102.0
2022-08-31,119.98333333333333
2022-02-24,129.1
2022-05-14,116.56666666666666
2022-10-12,111.01666666666667
2022-08-13,131.96666666666667
2022-03-27,108.03333333333333
2022-01-11,126.08333333333333
2022-04-23,123.8
2022-09-14,117.01666666666667
2022-02-08,131.98333333333332
2022-03-09,126.1
2022-05-08,113.98333333333333
2022-07-14,105.76666666666667
2022-12-12,84.01666666666667
2022-08-27,147.03333333333333
2022-05-28,139.06666666666666
2022-06-13,129.01666666666668
2022-08-05,111.03333333333333
2022-04-07,146.98333333333332
2022-11-02,108.01666666666667
2022-12-25,101.41666666666667
2022-01-01,161.96666666666667
2022-01-04,133.28333333333333
2022-01-05,122.9
2022-01-07,110.96666666666667
2022-01-10,117.23333333333333
2022-01-12,142.31666666666666
2022-01-15,120.05
2022-01-16,144.01666666666668
2022-01-19,122.11666666666666
2022-01-24,108.01666666666667
2022-01-26,113.1
2022-01-27,126.03333333333333
2022-01-28,123.03333333333333
2022-01-29,123.05
2022-01-30,125.98333333333333
2022-02-04,129.0
2022-02-05,104.98333333333333
2022-02-06,116.93333333333334
2022-02-07,122.93333333333334
2022-02-09,137.96666666666667
2022-02-11,87.06666666666666
2022-02-12,117.23333333333333
2022-02-14,119.55
2022-02-16,78.9
2022-02-17,78.05
2022-02-20,106.05
2022-02-22,113.46666666666667
2022-02-25,126.01666666666667
2022-03-03,117.0
2022-03-07,126.05
2022-03-08,95.96666666666667
2022-03-13,143.9
2022-03-14,124.73333333333333
2022-03-17,167.95
2022-03-18,144.3
2022-03-19,121.68333333333334
2022-03-20,107.91666666666667
2022-03-23,143.98333333333332
2022-03-29,109.98333333333333
2022-04-03,135.01666666666668
2022-04-06,137.6
2022-04-08,165.23333333333332
2022-04-09,127.2
2022-04-20,126.88333333333334
2022-04-21,134.45
2022-04-22,114.05
2022-04-24,137.93333333333334
2022-04-25,141.03333333333333
2022-04-26,153.2
2022-04-27,116.73333333333333
2022-04-28,135.0
2022-04-30,93.98333333333333
2022-05-02,116.86666666666666
2022-05-05,132.03333333333333
2022-05-06,141.4
2022-05-09,120.08333333333333
2022-05-10,147.11666666666667
2022-05-15,127.85
2022-05-18,164.93333333333334
2022-05-22,135.05
2022-05-25,132.0
2022-05-26,122.98333333333333
2022-05-29,140.18333333333334
2022-05-31,126.05
2022-06-02,115.6
2022-06-10,119.98333333333333
2022-06-12,123.01666666666667
2022-06-14,141.31666666666666
2022-06-18,173.96666666666667
2022-06-21,124.55
2022-06-23,147.03333333333333
2022-06-26,150.0
2022-06-30,137.98333333333332
2022-07-03,134.45
2022-07-07,119.96666666666667
2022-07-11,113.95
2022-07-12,112.31666666666666
2022-07-13,111.66666666666667
2022-07-22,114.0
2022-07-28,123.06666666666666
2022-07-29,129.0
2022-07-31,100.38333333333334
2022-08-01,119.18333333333334
2022-08-03,99.03333333333333
2022-08-04,103.65
2022-08-06,138.01666666666668
2022-08-08,132.01666666666668
2022-08-09,151.01666666666668
2022-08-19,111.0
2022-08-21,124.9
2022-08-23,104.11666666666666
2022-08-28,132.73333333333332
2022-08-29,107.98333333333333
2022-09-01,110.88333333333334
2022-09-02,116.96666666666667
2022-09-04,111.06666666666666
2022-09-12,106.5
2022-09-18,74.98333333333333
2022-09-23,111.01666666666667
2022-09-25,75.7
2022-09-30,108.01666666666667
2022-10-01,100.98333333333333
2022-10-04,122.95
2022-10-06,112.33333333333333
2022-10-10,111.13333333333334
2022-10-16,135.0
2022-10-18,108.0
2022-10-20,113.98333333333333
2022-10-25,96.01666666666667
2022-10-26,108.0
2022-10-27,110.95
2022-10-30,108.08333333333333
2022-11-05,83.93333333333334
2022-11-07,122.96666666666667
2022-11-20,84.03333333333333
2022-11-22,85.55
2022-11-24,96.01666666666667
2022-11-28,107.95
2022-12-02,115.71666666666667
2022-12-06,100.81666666666666
2022-12-08,91.96666666666667
2022-12-09,102.06666666666666
2022-12-13,113.96666666666667
2022-12-18,93.0
2022-12-19,92.98333333333333
2022-12-23,87.13333333333334
2022-12-24,84.01666666666667
2022-12-27,75.01666666666667
2022-12-29,60.016666666666666
2022-12-31,24.016666666666666
