mmsi,Port,dt_pos_utc,fc_vessel,sc_vessel,vessel_type,ns_vessel,draught,position,latitude,longitude,masuk_pelabuhan,keluar_pelabuhan,masuk_indo,keluar_indo
636017406,Pulau Sambu,2022-03-15 18:19:03,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.16368333,103.9267,masuk,keluar,-,-
636017406,Sekupang,2022-03-15 18:19:03,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.16368333,103.9267,masuk,keluar,-,-
636017406,Pulau Sambu,2022-03-15 18:31:04,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.1637,103.92673333,masuk,keluar,-,-
636017406,Sekupang,2022-03-15 18:31:04,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.1637,103.92673333,masuk,keluar,-,-
636017406,Pulau Sambu,2022-03-15 18:43:03,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.1638,103.92666667,masuk,keluar,-,-
636017406,Sekupang,2022-03-15 18:43:03,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.1638,103.92666667,masuk,keluar,-,-
636017406,Pulau Sambu,2022-03-15 18:55:04,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.16376667,103.92666667,masuk,keluar,-,-
636017406,Sekupang,2022-03-15 18:55:04,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.16376667,103.92666667,masuk,keluar,-,-
636017406,Pulau Sambu,2022-03-15 19:07:03,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.16373333,103.92668333,masuk,keluar,-,-
636017406,Sekupang,2022-03-15 19:07:03,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.16373333,103.92668333,masuk,keluar,-,-
636017406,Pulau Sambu,2022-03-15 19:19:04,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.16383333,103.92671667,masuk,keluar,-,-
636017406,Sekupang,2022-03-15 19:19:04,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.16383333,103.92671667,masuk,keluar,-,-
636017406,Pulau Sambu,2022-03-15 19:31:03,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.16386667,103.92668333,masuk,keluar,-,-
636017406,Sekupang,2022-03-15 19:31:03,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.16386667,103.92668333,masuk,keluar,-,-
636017406,Pulau Sambu,2022-03-15 19:43:03,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.164,103.9266,masuk,keluar,-,-
636017406,Sekupang,2022-03-15 19:43:03,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.164,103.9266,masuk,keluar,-,-
636017406,Pulau Sambu,2022-03-15 19:55:03,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.164,103.92663333,masuk,keluar,-,-
636017406,Sekupang,2022-03-15 19:55:03,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.164,103.92663333,masuk,keluar,-,-
636017406,Pulau Sambu,2022-03-15 20:07:03,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.16398333,103.92668333,masuk,keluar,-,-
636017406,Sekupang,2022-03-15 20:07:03,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.16398333,103.92668333,masuk,keluar,-,-
636017406,Pulau Sambu,2022-03-15 20:19:03,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.16398333,103.92668333,masuk,keluar,-,-
636017406,Sekupang,2022-03-15 20:19:03,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.16398333,103.92668333,masuk,keluar,-,-
636017406,Pulau Sambu,2022-03-15 20:31:03,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.16416667,103.92675,masuk,keluar,-,-
636017406,Sekupang,2022-03-15 20:31:03,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.16416667,103.92675,masuk,keluar,-,-
636017406,Pulau Sambu,2022-03-15 20:43:03,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.16431667,103.9267,masuk,keluar,-,-
636017406,Sekupang,2022-03-15 20:43:03,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.16431667,103.9267,masuk,keluar,-,-
636017406,Pulau Sambu,2022-03-15 20:55:03,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.16423333,103.92663333,masuk,keluar,-,-
636017406,Sekupang,2022-03-15 20:55:03,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.16423333,103.92663333,masuk,keluar,-,-
636017406,Pulau Sambu,2022-03-15 21:07:03,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.1642,103.92663333,masuk,keluar,-,-
636017406,Sekupang,2022-03-15 21:07:03,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.1642,103.92663333,masuk,keluar,-,-
636017406,Pulau Sambu,2022-03-15 21:19:03,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.16406667,103.92663333,masuk,keluar,-,-
636017406,Sekupang,2022-03-15 21:19:03,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.16406667,103.92663333,masuk,keluar,-,-
636017406,Pulau Sambu,2022-03-15 21:31:03,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.16398333,103.9267,masuk,keluar,-,-
636017406,Sekupang,2022-03-15 21:31:03,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.16398333,103.9267,masuk,keluar,-,-
636017406,Pulau Sambu,2022-03-15 21:43:03,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.1639,103.9267,masuk,keluar,-,-
636017406,Sekupang,2022-03-15 21:43:03,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.1639,103.9267,masuk,keluar,-,-
636017406,Pulau Sambu,2022-03-15 21:55:04,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.16378333,103.92671667,masuk,keluar,-,-
636017406,Sekupang,2022-03-15 21:55:04,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.16378333,103.92671667,masuk,keluar,-,-
636017406,Pulau Sambu,2022-03-15 22:07:03,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.16443333,103.92696667,masuk,keluar,-,-
636017406,Sekupang,2022-03-15 22:07:03,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.16443333,103.92696667,masuk,keluar,-,-
636017406,Pulau Sambu,2022-03-15 22:19:03,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.16478333,103.92685,masuk,keluar,-,-
636017406,Sekupang,2022-03-15 22:19:03,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.16478333,103.92685,masuk,keluar,-,-
636017406,Pulau Sambu,2022-03-15 22:31:04,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.16476667,103.92678333,masuk,keluar,-,-
636017406,Sekupang,2022-03-15 22:31:04,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.16476667,103.92678333,masuk,keluar,-,-
636017406,Pulau Sambu,2022-03-15 22:43:04,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.16483333,103.927,masuk,keluar,-,-
636017406,Sekupang,2022-03-15 22:43:04,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.16483333,103.927,masuk,keluar,-,-
636017406,Pulau Sambu,2022-03-15 22:55:03,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.16495,103.927,masuk,keluar,-,-
636017406,Sekupang,2022-03-15 22:55:03,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.16495,103.927,masuk,keluar,-,-
636017406,Pulau Sambu,2022-03-15 23:07:03,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.165,103.92691667,masuk,keluar,-,-
636017406,Sekupang,2022-03-15 23:07:03,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.165,103.92691667,masuk,keluar,-,-
636017406,Pulau Sambu,2022-03-15 23:19:03,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.16486667,103.92685,masuk,keluar,-,-
636017406,Sekupang,2022-03-15 23:19:03,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.16486667,103.92685,masuk,keluar,-,-
636017406,Pulau Sambu,2022-03-15 23:31:03,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.16461667,103.9268,masuk,keluar,-,-
636017406,Sekupang,2022-03-15 23:31:03,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.16461667,103.9268,masuk,keluar,-,-
636017406,Pulau Sambu,2022-03-15 23:43:03,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.16418333,103.92678333,masuk,keluar,-,-
636017406,Sekupang,2022-03-15 23:43:03,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.16418333,103.92678333,masuk,keluar,-,-
636017406,Pulau Sambu,2022-03-15 23:55:03,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.16393333,103.92688333,masuk,keluar,-,-
636017406,Sekupang,2022-03-15 23:55:03,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.16393333,103.92688333,masuk,keluar,-,-
636017406,Pulau Sambu,2022-03-16 00:07:03,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.16385,103.92686667,masuk,keluar,-,-
636017406,Sekupang,2022-03-16 00:07:03,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.16385,103.92686667,masuk,keluar,-,-
636017406,Pulau Sambu,2022-03-16 00:19:03,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.16371667,103.92691667,masuk,keluar,-,-
636017406,Sekupang,2022-03-16 00:19:03,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.16371667,103.92691667,masuk,keluar,-,-
636017406,Pulau Sambu,2022-03-16 00:31:03,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.16358333,103.92701667,masuk,keluar,-,-
636017406,Sekupang,2022-03-16 00:31:03,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.16358333,103.92701667,masuk,keluar,-,-
636017406,Pulau Sambu,2022-03-16 00:43:04,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.16338333,103.92703333,masuk,keluar,-,-
636017406,Sekupang,2022-03-16 00:43:04,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.16338333,103.92703333,masuk,keluar,-,-
636017406,Pulau Sambu,2022-03-16 00:55:03,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.16308333,103.92718333,masuk,keluar,-,-
636017406,Sekupang,2022-03-16 00:55:03,Liberia,Asing,Tanker,At Anchor,8.2,in port,1.16308333,103.92718333,masuk,keluar,-,-
