mmsi,Port,dt_pos_utc,fc_vessel,sc_vessel,vessel_type,ns_vessel,draught,position,latitude,longitude,masuk_pelabuhan,keluar_pelabuhan,masuk_indo,keluar_indo
525119127,,2022-09-27 19:23:13,Indonesia,Indonesia,Tanker,Moored,10.7,out port,-7.76166667,109.02333333,-,keluar,-,-
525119127,,2022-09-27 19:29:17,Indonesia,Indonesia,Tanker,Moored,10.7,out port,-7.76166667,109.02333333,masuk,-,-,-
525119127,Cilacap,2022-09-27 19:33:50,Indonesia,Indonesia,Tanker,Moored,10.7,in port,-7.76109667,109.02375,masuk,keluar,-,-
525119127,,2022-09-27 19:44:16,Indonesia,Indonesia,Tanker,Moored,10.7,out port,-7.76166667,109.02333333,masuk,keluar,-,-
525119127,Cilacap,2022-09-27 19:45:51,Indonesia,Indonesia,Tanker,Moored,10.7,in port,-7.76109167,109.023715,masuk,-,-,-
525119127,Cilacap,2022-09-27 19:57:51,Indonesia,Indonesia,Tanker,Moored,10.7,in port,-7.76106667,109.02370833,-,keluar,-,-
525119127,,2022-09-27 20:08:20,Indonesia,Indonesia,Tanker,Moored,10.7,out port,-7.76166667,109.02333333,masuk,keluar,-,-
525119127,Cilacap,2022-09-27 20:09:50,Indonesia,Indonesia,Tanker,Moored,10.7,in port,-7.76106167,109.02374667,masuk,-,-,-
525119127,Cilacap,2022-09-27 20:21:51,Indonesia,Indonesia,Tanker,Moored,10.7,in port,-7.76107,109.02371167,-,keluar,-,-
525119127,,2022-09-27 20:26:26,Indonesia,Indonesia,Tanker,Moored,10.7,out port,-7.76166667,109.02333333,-,keluar,-,-
525119127,,2022-09-27 20:29:24,Indonesia,Indonesia,Tanker,Moored,10.7,out port,-7.76166667,109.02333333,masuk,-,-,-
525119127,Cilacap,2022-09-27 20:33:50,Indonesia,Indonesia,Tanker,Moored,10.7,in port,-7.76107667,109.023735,masuk,keluar,-,-
525119127,,2022-09-27 20:38:25,Indonesia,Indonesia,Tanker,Moored,10.7,out port,-7.76166667,109.02333333,masuk,keluar,-,-
525119127,Cilacap,2022-09-27 20:45:51,Indonesia,Indonesia,Tanker,Moored,10.7,in port,-7.76107667,109.02374833,masuk,keluar,-,-
525119127,,2022-09-27 20:53:31,Indonesia,Indonesia,Tanker,Moored,10.7,out port,-7.76166667,109.02333333,masuk,keluar,-,-
