mmsi,Port,dt_pos_utc,fc_vessel,sc_vessel,vessel_type,ns_vessel,draught,position,latitude,longitude,masuk_pelabuhan,keluar_pelabuhan,masuk_indo,keluar_indo
533132191,Sungaigerong,2022-03-29 21:35:15,Malaysia,Asing,Tanker,Underway Sailing,4.8,in port,-2.99006667,104.826655,masuk,keluar,-,-
533132191,,2022-03-30 18:07:24,Malaysia,Asing,Tanker,Underway Sailing,4.8,out port,0.15114667,105.76107333,-,keluar,-,-
533132191,,2022-04-24 16:25:37,Malaysia,Asing,Tanker,Under Way Using Engine,4.2,out port,-2.94833333,104.87166667,masuk,-,-,-
533132191,Sungaigerong,2022-04-24 16:29:12,Malaysia,Asing,Tanker,Under Way Using Engine,4.2,in port,-2.95535333,104.86520667,masuk,-,-,-
533132191,Sungaigerong,2022-04-24 16:31:37,Malaysia,Asing,Tanker,Under Way Using Engine,4.2,in port,-2.96,104.86166667,-,keluar,-,-
533132191,,2022-04-24 16:33:41,Malaysia,Asing,Tanker,Under Way Using Engine,4.2,out port,-2.96604167,104.86107333,masuk,keluar,-,-
533132191,Sungaigerong,2022-04-24 16:40:38,Malaysia,Asing,Tanker,Under Way Using Engine,4.2,in port,-2.96666667,104.85833333,masuk,-,-,-
533132191,Sungaigerong,2022-04-24 16:46:39,Malaysia,Asing,Tanker,Under Way Using Engine,4.2,in port,-2.96666667,104.86,-,keluar,-,-
533132191,,2022-04-24 16:57:40,Malaysia,Asing,Tanker,Under Way Using Engine,4.2,out port,-2.966135,104.86100667,masuk,keluar,-,-
533132191,Sungaigerong,2022-04-24 16:58:38,Malaysia,Asing,Tanker,Under Way Using Engine,4.2,in port,-2.965,104.86,masuk,keluar,-,-
533132191,,2022-04-24 17:00:20,Malaysia,Asing,Tanker,Under Way Using Engine,4.2,out port,-2.96428667,104.86209333,-,keluar,-,-
533132191,,2022-04-24 17:07:42,Malaysia,Asing,Tanker,Under Way Using Engine,4.2,out port,-2.96051167,104.86447333,masuk,-,-,-
533132191,Sungaigerong,2022-04-24 17:10:42,Malaysia,Asing,Tanker,Under Way Using Engine,4.2,in port,-2.95833333,104.86333333,masuk,keluar,-,-
533132191,,2022-04-24 17:20:39,Malaysia,Asing,Tanker,Under Way Using Engine,4.2,out port,-2.96497,104.86216,masuk,keluar,-,-
533132191,Sungaigerong,2022-04-24 17:25:38,Malaysia,Asing,Tanker,Under Way Using Engine,4.2,in port,-2.97166667,104.85833333,masuk,-,-,-
533132191,Sungaigerong,2022-04-24 18:35:58,Malaysia,Asing,Tanker,Under Way Using Engine,4.2,in port,-2.98445667,104.80274,-,keluar,-,-
533132191,,2022-04-26 00:58:37,Malaysia,Asing,Tanker,Under Way Using Engine,4.2,out port,-2.985,104.80166667,-,keluar,-,-
533132191,,2022-04-26 17:04:47,Malaysia,Asing,Tanker,Under Way Using Engine,4.2,out port,-2.98666667,104.80333333,masuk,-,-,-
533132191,Sungaigerong,2022-04-26 17:16:45,Malaysia,Asing,Tanker,Under Way Using Engine,4.2,in port,-2.98666667,104.805,masuk,-,-,-
533132191,Sungaigerong,2022-04-26 17:40:47,Malaysia,Asing,Tanker,Under Way Using Engine,4.2,in port,-2.98666667,104.805,-,keluar,-,-
533132191,,2022-04-26 17:43:50,Malaysia,Asing,Tanker,Under Way Using Engine,4.2,out port,-2.98822333,104.80400667,masuk,keluar,-,-
533132191,Sungaigerong,2022-04-26 17:49:47,Malaysia,Asing,Tanker,Under Way Using Engine,4.2,in port,-2.98666667,104.805,masuk,-,-,-
533132191,Sungaigerong,2022-04-26 17:52:47,Malaysia,Asing,Tanker,Under Way Using Engine,4.2,in port,-2.98666667,104.805,-,keluar,-,-
533132191,,2022-04-27 11:16:02,Malaysia,Asing,Tanker,Under Way Using Engine,4.2,out port,-2.98782,104.80558667,-,keluar,-,-
533132191,,2022-04-27 12:20:05,Malaysia,Asing,Tanker,Under Way Using Engine,4.2,out port,-2.98767333,104.80480667,masuk,-,-,-
533132191,Sungaigerong,2022-04-28 11:45:22,Malaysia,Asing,Tanker,Under Way Using Engine,4.2,in port,-2.987915,104.80758667,masuk,-,-,-
533132191,Sungaigerong,2022-05-02 12:41:21,Malaysia,Asing,Tanker,Under Way Using Engine,4.2,in port,-2.97,104.86,-,keluar,-,-
533132191,,2022-05-02 12:44:21,Malaysia,Asing,Tanker,Under Way Using Engine,4.2,out port,-2.96166667,104.86166667,-,keluar,-,-
533132191,,2022-05-07 10:37:07,Malaysia,Asing,Tanker,Under Way Using Engine,4.9,out port,-2.95166667,104.865,masuk,-,-,-
533132191,Sungaigerong,2022-05-07 10:37:49,Malaysia,Asing,Tanker,Under Way Using Engine,4.9,in port,-2.955085,104.86558,masuk,-,-,-
533132191,Sungaigerong,2022-05-07 14:07:54,Malaysia,Asing,Tanker,Moored,4.2,in port,-2.98365333,104.80308,-,keluar,-,-
533132191,,2022-05-07 14:13:07,Malaysia,Asing,Tanker,Moored,4.2,out port,-2.98333333,104.80166667,masuk,keluar,-,-
533132191,Sungaigerong,2022-05-07 14:19:53,Malaysia,Asing,Tanker,Moored,4.2,in port,-2.98367167,104.80309333,masuk,-,-,-
533132191,Sungaigerong,2022-05-07 18:13:55,Malaysia,Asing,Tanker,Moored,4.2,in port,-2.98368333,104.80311333,-,keluar,-,-
533132191,,2022-05-07 18:16:13,Malaysia,Asing,Tanker,Moored,4.2,out port,-2.98333333,104.80166667,masuk,keluar,-,-
