mmsi,Port,dt_pos_utc,fc_vessel,sc_vessel,vessel_type,ns_vessel,draught,position,latitude,longitude,masuk_pelabuhan,keluar_pelabuhan,masuk_indo,keluar_indo
525015026,,2022-11-02 10:14:56,Indonesia,Indonesia,Cargo,Under Way Using Engine,5.6,out port,0.445975,123.07578333,-,keluar,-,-
525015026,,2022-11-04 20:35:29,Indonesia,Indonesia,Cargo,Under Way Using Engine,5.6,out port,1.41114167,125.15226833,masuk,-,-,-
525015026,Bitung,2022-11-04 20:55:30,Indonesia,Indonesia,Cargo,Under Way Using Engine,5.6,in port,1.421425,125.1613,masuk,-,-,-
525015026,Bitung,2022-11-05 20:39:21,Indonesia,Indonesia,Cargo,Under Way Using Engine,4.6,in port,1.41095167,125.15563667,-,keluar,-,-
525015026,,2022-11-05 20:49:21,Indonesia,Indonesia,Cargo,Under Way Using Engine,4.6,out port,1.391035,125.138245,-,keluar,-,-
525015026,,2022-11-06 13:47:17,Indonesia,Indonesia,Cargo,Under Way Using Engine,4.6,out port,0.46303667,123.07523333,masuk,-,-,-
525015026,Gorontalo,2022-11-06 14:25:29,Indonesia,Indonesia,Cargo,Under Way Using Engine,4.6,in port,0.49591167,123.05954833,masuk,-,-,-
525015026,Gorontalo,2022-11-07 08:31:07,Indonesia,Indonesia,Cargo,Under Way Using Engine,4.6,in port,0.50307167,123.05947,-,keluar,-,-
525015026,,2022-11-07 08:51:47,Indonesia,Indonesia,Cargo,Under Way Using Engine,4.6,out port,0.453565,123.07372333,-,keluar,-,-
525015026,,2022-11-07 14:07:27,Indonesia,Indonesia,Cargo,Under Way Using Engine,4.6,out port,-0.372945,123.36739333,masuk,-,-,-
525015026,Bitung,2022-11-08 02:56:16,Indonesia,Indonesia,Cargo,Moored,4.6,in port,1.44038167,125.19736833,masuk,keluar,-,-
525015026,,2022-11-08 04:51:33,Indonesia,Indonesia,Cargo,Moored,4.6,out port,-1.21004167,122.62997833,-,keluar,-,-
525015026,,2022-11-08 15:27:19,Indonesia,Indonesia,Cargo,Under Way Using Engine,4.5,out port,-0.81732833,123.58790667,masuk,-,-,-
