mmsi,Port,dt_pos_utc,fc_vessel,sc_vessel,vessel_type,ns_vessel,draught,position,latitude,longitude,masuk_pelabuhan,keluar_pelabuhan,masuk_indo,keluar_indo
525016299,,2022-09-29 08:51:40,Indonesia,Indonesia,Passenger,Under Way Using Engine,1.5,out port,-5.47166667,106.23666667,-,keluar,-,-
525016299,,2022-09-30 00:54:40,Indonesia,Indonesia,Passenger,Under Way Using Engine,1.5,out port,-5.51333333,106.28166667,masuk,-,-,-
525016299,Cinta Oil Terminal,2022-09-30 01:06:45,Indonesia,Indonesia,Passenger,Under Way Using Engine,1.5,in port,-5.53,106.25166667,masuk,keluar,-,-
525016299,,2022-09-30 01:20:49,Indonesia,Indonesia,Passenger,Under Way Using Engine,1.5,out port,-5.545,106.21166667,-,keluar,-,-
525016299,,2022-09-30 02:02:51,Indonesia,Indonesia,Passenger,Under Way Using Engine,1.5,out port,-5.535,106.195,masuk,-,-,-
525016299,Cinta Oil Terminal,2022-09-30 02:11:47,Indonesia,Indonesia,Passenger,Under Way Using Engine,1.5,in port,-5.51,106.20666667,masuk,-,-,-
525016299,Cinta Oil Terminal,2022-09-30 02:23:50,Indonesia,Indonesia,Passenger,Under Way Using Engine,1.5,in port,-5.48,106.225,-,keluar,-,-
525016299,,2022-09-30 02:29:47,Indonesia,Indonesia,Passenger,Under Way Using Engine,1.5,out port,-5.46333333,106.23333333,-,keluar,-,-
525016299,,2022-09-30 03:02:47,Indonesia,Indonesia,Passenger,Under Way Using Engine,1.5,out port,-5.46666667,106.245,masuk,-,-,-
525016299,Cinta Oil Terminal,2022-09-30 03:38:49,Indonesia,Indonesia,Passenger,Under Way Using Engine,1.5,in port,-5.48833333,106.21333333,masuk,-,-,-
525016299,Cinta Oil Terminal,2022-09-30 03:41:49,Indonesia,Indonesia,Passenger,Under Way Using Engine,1.5,in port,-5.49666667,106.21,-,keluar,-,-
525016299,,2022-09-30 03:47:52,Indonesia,Indonesia,Passenger,Under Way Using Engine,1.5,out port,-5.51333333,106.20166667,-,keluar,-,-
525016299,,2022-09-30 06:26:51,Indonesia,Indonesia,Passenger,Under Way Using Engine,1.5,out port,-5.51666667,106.20333333,masuk,-,-,-
525016299,Cinta Oil Terminal,2022-09-30 06:29:49,Indonesia,Indonesia,Passenger,Under Way Using Engine,1.5,in port,-5.50833333,106.20666667,masuk,-,-,-
525016299,Cinta Oil Terminal,2022-09-30 06:50:54,Indonesia,Indonesia,Passenger,Under Way Using Engine,1.5,in port,-5.47333333,106.23166667,-,keluar,-,-
525016299,,2022-09-30 06:59:49,Indonesia,Indonesia,Passenger,Under Way Using Engine,1.5,out port,-5.45833333,106.25166667,-,keluar,-,-
525016299,,2022-10-01 22:32:51,Indonesia,Indonesia,Passenger,Under Way Using Engine,1.5,out port,-5.485,106.28333333,masuk,-,-,-
525016299,Cinta Oil Terminal,2022-10-01 22:41:51,Indonesia,Indonesia,Passenger,Under Way Using Engine,1.5,in port,-5.47333333,106.25833333,masuk,keluar,-,-
525016299,,2022-10-01 22:47:53,Indonesia,Indonesia,Passenger,Under Way Using Engine,1.5,out port,-5.46666667,106.24333333,-,keluar,-,-
525016299,,2022-10-02 04:17:53,Indonesia,Indonesia,Passenger,Under Way Using Engine,1.5,out port,-5.47166667,106.24833333,masuk,-,-,-
525016299,Cinta Oil Terminal,2022-10-02 04:20:56,Indonesia,Indonesia,Passenger,Under Way Using Engine,1.5,in port,-5.475,106.23833333,masuk,-,-,-
525016299,Cinta Oil Terminal,2022-10-02 04:44:56,Indonesia,Indonesia,Passenger,Under Way Using Engine,1.5,in port,-5.49833333,106.21333333,-,keluar,-,-
525016299,,2022-10-02 04:50:54,Indonesia,Indonesia,Passenger,Under Way Using Engine,1.5,out port,-5.51666667,106.205,-,keluar,-,-
525016299,,2022-10-02 06:59:57,Indonesia,Indonesia,Passenger,Under Way Using Engine,1.5,out port,-5.51166667,106.2,masuk,-,-,-
525016299,Cinta Oil Terminal,2022-10-02 07:05:53,Indonesia,Indonesia,Passenger,Under Way Using Engine,1.5,in port,-5.50166667,106.21333333,masuk,-,-,-
525016299,Cinta Oil Terminal,2022-10-02 07:17:52,Indonesia,Indonesia,Passenger,Under Way Using Engine,1.5,in port,-5.47666667,106.24,-,keluar,-,-
525016299,,2022-10-02 07:20:56,Indonesia,Indonesia,Passenger,Under Way Using Engine,1.5,out port,-5.47,106.24666667,-,keluar,-,-
525016299,,2022-10-03 01:41:54,Indonesia,Indonesia,Passenger,Under Way Using Engine,1.5,out port,-5.46666667,106.24333333,masuk,-,-,-
525016299,Cinta Oil Terminal,2022-10-03 02:02:52,Indonesia,Indonesia,Passenger,Under Way Using Engine,1.5,in port,-5.475,106.23666667,masuk,-,-,-
525016299,Cinta Oil Terminal,2022-10-03 02:20:56,Indonesia,Indonesia,Passenger,Under Way Using Engine,1.5,in port,-5.5,106.205,-,keluar,-,-
525016299,,2022-10-03 02:26:59,Indonesia,Indonesia,Passenger,Under Way Using Engine,1.5,out port,-5.515,106.2,-,keluar,-,-
525016299,,2022-10-03 03:05:52,Indonesia,Indonesia,Passenger,Under Way Using Engine,1.5,out port,-5.51833333,106.20333333,masuk,-,-,-
525016299,Cinta Oil Terminal,2022-10-03 03:11:52,Indonesia,Indonesia,Passenger,Under Way Using Engine,1.5,in port,-5.5,106.21166667,masuk,-,-,-
525016299,Cinta Oil Terminal,2022-10-03 03:23:52,Indonesia,Indonesia,Passenger,Under Way Using Engine,1.5,in port,-5.47666667,106.22666667,-,keluar,-,-
525016299,,2022-10-03 03:38:57,Indonesia,Indonesia,Passenger,Under Way Using Engine,1.5,out port,-5.45,106.25666667,-,keluar,-,-
525016299,,2022-10-03 06:53:56,Indonesia,Indonesia,Passenger,Under Way Using Engine,1.5,out port,-5.51166667,106.20333333,masuk,-,-,-
525016299,Cinta Oil Terminal,2022-10-03 06:59:59,Indonesia,Indonesia,Passenger,Under Way Using Engine,1.5,in port,-5.49833333,106.215,masuk,-,-,-
525016299,Cinta Oil Terminal,2022-10-03 07:11:56,Indonesia,Indonesia,Passenger,Under Way Using Engine,1.5,in port,-5.475,106.23666667,-,keluar,-,-
525016299,,2022-10-03 07:17:57,Indonesia,Indonesia,Passenger,Under Way Using Engine,1.5,out port,-5.46666667,106.245,-,keluar,-,-
525016299,,2022-10-03 10:11:54,Indonesia,Indonesia,Passenger,Under Way Using Engine,1.5,out port,-5.505,106.265,masuk,-,-,-
525016299,Cinta Oil Terminal,2022-10-03 10:23:58,Indonesia,Indonesia,Passenger,Under Way Using Engine,1.5,in port,-5.51,106.22833333,masuk,-,-,-
525016299,Cinta Oil Terminal,2022-10-03 10:29:55,Indonesia,Indonesia,Passenger,Under Way Using Engine,1.5,in port,-5.51333333,106.21,-,keluar,-,-
525016299,,2022-10-03 10:35:57,Indonesia,Indonesia,Passenger,Under Way Using Engine,1.5,out port,-5.51666667,106.2,-,keluar,-,-
525016299,,2022-10-03 10:38:57,Indonesia,Indonesia,Passenger,Under Way Using Engine,1.5,out port,-5.50833333,106.20333333,masuk,-,-,-
