day,median_time_in_port
1/1/2023,278.9833333
1/2/2023,289.4333333
1/3/2023,305
1/4/2023,272.7833333
1/5/2023,278.3333333
1/6/2023,301.8166667
1/7/2023,277.5
1/8/2023,309.8
1/9/2023,285.4833333
1/10/2023,274.45
1/11/2023,282.15
1/12/2023,267.75
1/13/2023,263.2
1/14/2023,269.5333333
1/15/2023,277.9333333
1/16/2023,286.85
1/17/2023,283.3333333
1/18/2023,263.3666667
1/19/2023,266.4833333
1/20/2023,278.3333333
1/21/2023,268.6666667
1/22/2023,285.2
1/23/2023,313.3333333
1/24/2023,317.3333333
1/25/2023,282.65
1/26/2023,289.3666667
1/27/2023,273.0666667
1/28/2023,264.3833333
1/29/2023,258.8833333
1/30/2023,269.6166667
1/31/2023,272.05
2/1/2023,278.4166667
2/2/2023,276.5666667
2/3/2023,273.4833333
2/4/2023,268.7
2/5/2023,301.4666667
2/6/2023,298.9666667
2/7/2023,282.9333333
2/8/2023,270.5
2/9/2023,288.9666667
2/10/2023,279.4833333
2/11/2023,260.9833333
2/12/2023,276.0333333
2/13/2023,296.9333333
2/14/2023,1607.8
2/15/2023,293.6833333
2/16/2023,289.9166667
2/17/2023,273.6666667
2/18/2023,265.0833333
2/19/2023,270.7333333
2/20/2023,267.7833333
2/21/2023,274.9833333
2/22/2023,262.0333333
2/23/2023,266.8833333
2/24/2023,270.0166667
2/25/2023,271.8333333
2/26/2023,271.6166667
2/27/2023,282.6
2/28/2023,284.1333333
3/1/2023,276.0666667
3/2/2023,278.8333333
3/3/2023,265.8333333
3/4/2023,263.1666667
3/5/2023,252.0333333
3/6/2023,262.3
3/7/2023,265.15
3/8/2023,254.85
3/9/2023,250.6666667
3/10/2023,276.5
3/11/2023,260.5833333
3/12/2023,265.0166667
3/13/2023,276.7166667
3/14/2023,273.4333333
3/15/2023,270
3/16/2023,264.8833333
3/17/2023,267.5666667
3/18/2023,262.5
3/19/2023,263.9333333
3/20/2023,260.9166667
3/21/2023,265.4333333
3/22/2023,255.5
3/23/2023,266.3666667
3/24/2023,261.0166667
3/25/2023,264.5166667
3/26/2023,277.8333333
3/27/2023,273
3/28/2023,257.95
3/29/2023,275.1666667
3/30/2023,284.7833333
3/31/2023,284.45
4/1/2023,292.5166667
4/2/2023,276.0833333
4/3/2023,259.65
4/4/2023,265.2333333
4/5/2023,265.3833333
4/6/2023,252.0333333
4/7/2023,258.95
4/8/2023,273.3833333
4/9/2023,281.5
4/10/2023,315.5333333
4/11/2023,285.05
4/12/2023,292.45
4/13/2023,296.1833333
4/14/2023,291.05
4/15/2023,309.3666667
4/16/2023,295.3
4/17/2023,295.95
4/18/2023,282.7666667
4/19/2023,308.8333333
4/20/2023,293.8166667
4/21/2023,262.0666667
4/22/2023,265.3166667
4/23/2023,265.7166667
4/24/2023,273
4/25/2023,253.6166667
4/26/2023,269.0166667
4/27/2023,273.8
4/28/2023,266.0166667
4/29/2023,257.9833333
4/30/2023,263.3333333
5/1/2023,272.65
5/2/2023,258.8166667
5/3/2023,276.3333333
5/4/2023,265.6833333
5/5/2023,275.3166667
5/6/2023,293.8333333
5/7/2023,315.05
5/8/2023,295.8166667
5/9/2023,270.0166667
5/10/2023,275.9666667
5/11/2023,274.35
5/12/2023,296.3166667
5/13/2023,277
5/14/2023,268.1666667
5/15/2023,267.1166667
5/16/2023,264.2
5/17/2023,255.2166667
5/18/2023,254.6333333
5/19/2023,265
5/20/2023,275.65
5/21/2023,253.8166667
5/22/2023,255.15
5/23/2023,253.3166667
5/24/2023,253.35
5/25/2023,254.0833333
5/26/2023,266.8333333
5/27/2023,263.9166667
5/28/2023,257.85
5/29/2023,250.7833333
5/30/2023,244
5/31/2023,252.85
6/1/2023,252
6/2/2023,254.1166667
6/3/2023,263.7833333
6/4/2023,256.3333333
6/5/2023,264.3166667
6/6/2023,259.5
6/7/2023,266.5
6/8/2023,265.85
6/9/2023,256.65
6/10/2023,253.15
6/11/2023,267.1333333
6/12/2023,250.8833333
6/13/2023,264.8666667
6/14/2023,263.4666667
6/15/2023,268.3
6/16/2023,253.7
6/17/2023,268.9
6/18/2023,262.8166667
6/19/2023,269.5833333
6/20/2023,279.1166667
6/21/2023,276.6833333
6/22/2023,271.4
6/23/2023,262.7333333
6/24/2023,264.5
6/25/2023,272.1666667
6/26/2023,273.6666667
6/27/2023,278.95
6/28/2023,258.3166667
6/29/2023,255.95
6/30/2023,262.1666667
7/1/2023,265.35
7/2/2023,275.3333333
7/3/2023,275.9833333
7/4/2023,269.7666667
7/5/2023,273.9833333
7/6/2023,282.3
7/7/2023,295.95
7/8/2023,255.4166667
7/9/2023,275.5
7/10/2023,282.8166667
7/11/2023,285.15
7/12/2023,273.0333333
7/13/2023,264.4333333
7/14/2023,263.2333333
7/15/2023,261.1166667
7/16/2023,264.9833333
7/17/2023,253.6666667
7/18/2023,254.8333333
7/19/2023,253.2666667
7/20/2023,253.7166667
7/21/2023,265.3333333
7/22/2023,262.2333333
7/23/2023,257
7/24/2023,255.1666667
7/25/2023,256.5333333
7/26/2023,266.2333333
7/27/2023,267.6833333
7/28/2023,262.65
7/29/2023,263.8
7/30/2023,255.0666667
7/31/2023,253.4833333
8/1/2023,267.3166667
8/2/2023,266.7
8/3/2023,266.15
8/4/2023,266.8166667
8/5/2023,259.8333333
8/6/2023,254.8166667
8/7/2023,260.3166667
8/8/2023,274.0333333
8/9/2023,273.5
8/10/2023,266.8166667
8/11/2023,264.5
8/12/2023,260.2166667
8/13/2023,263.1833333
8/14/2023,265.65
8/15/2023,262.2166667
8/16/2023,279.5666667
8/17/2023,264.1833333
8/18/2023,249.6333333
8/19/2023,266.1166667
8/20/2023,254.8
8/21/2023,256.9666667
8/22/2023,257.6833333
8/23/2023,256.8166667
8/24/2023,262.95
8/25/2023,264.1833333
8/26/2023,258.35
8/27/2023,265.1666667
8/28/2023,266.65
8/29/2023,276.1833333
8/30/2023,266.1
8/31/2023,266.6666667
9/1/2023,268.8333333
9/2/2023,269.7166667
9/3/2023,268.5833333
9/4/2023,264.5333333
9/5/2023,260.6666667
9/6/2023,265.1333333
9/7/2023,272.9833333
9/8/2023,274.3833333
9/9/2023,258.6666667
9/10/2023,256.5333333
9/11/2023,268.5666667
9/12/2023,263.1666667
9/13/2023,263.7166667
9/14/2023,255.5166667
9/15/2023,266.5
9/16/2023,269.7666667
9/17/2023,274.6666667
9/18/2023,267.4333333
9/19/2023,273.1666667
9/20/2023,266.85
9/21/2023,280.65
9/22/2023,276.05
9/23/2023,254.9
9/24/2023,255.3666667
9/25/2023,259.9166667
9/26/2023,265.85
9/27/2023,276.9833333
9/28/2023,267.0833333
9/29/2023,276.1666667
9/30/2023,271.2
10/1/2023,276.5333333
10/2/2023,270.3166667
10/3/2023,268.3
10/4/2023,263.4333333
10/5/2023,264.4333333
10/6/2023,270.0166667
10/7/2023,272.8333333
10/8/2023,265.8333333
10/9/2023,293.5
10/10/2023,283.6166667
10/11/2023,270.1
10/12/2023,266.5333333
10/13/2023,281.2
10/14/2023,269.15
10/15/2023,277.15
10/16/2023,268.1666667
10/17/2023,266.9833333
10/18/2023,280.35
10/19/2023,271.4833333
10/20/2023,278.2333333
10/21/2023,282.05
10/22/2023,285.2833333
10/23/2023,267.4833333
10/24/2023,270.7
10/25/2023,278.9166667
10/26/2023,275.1
10/27/2023,269
10/28/2023,270.05
10/29/2023,260.9666667
10/30/2023,272.9
10/31/2023,267.8666667
11/1/2023,283.5
11/2/2023,283.2833333
11/3/2023,267.9333333
11/4/2023,263.65
11/5/2023,265.4833333
11/6/2023,275.5
11/7/2023,265.05
11/8/2023,267.1666667
11/9/2023,271.1666667
11/10/2023,267.4666667
11/11/2023,278.9833333
11/12/2023,261.1833333
11/13/2023,265.9666667
11/14/2023,268.5
11/15/2023,268.85
11/16/2023,255.35
11/17/2023,273.6666667
11/18/2023,263.1833333
11/19/2023,270.15
11/20/2023,265.85
11/21/2023,263.6333333
11/22/2023,252.6833333
11/23/2023,264.0166667
11/24/2023,263.1666667
11/25/2023,262.2333333
11/26/2023,271.1833333
11/27/2023,258.6666667
11/28/2023,265.3166667
11/29/2023,276.8666667
11/30/2023,266.9833333
12/1/2023,273.5
12/2/2023,253.3
12/3/2023,255.0666667
12/4/2023,244.3333333
12/5/2023,266.3166667
12/6/2023,266.6333333
12/7/2023,264.3333333
12/8/2023,261.0166667
12/9/2023,259.9333333
12/10/2023,265
12/11/2023,262.8166667
12/12/2023,262
12/13/2023,273.1166667
12/14/2023,293.5333333
12/15/2023,295.1333333
12/16/2023,277.15
12/17/2023,244.8
12/18/2023,274.7666667
12/19/2023,252.8833333
12/20/2023,275.45
12/21/2023,288.3
12/22/2023,276.2166667
12/23/2023,252.45
12/24/2023,240.0333333
12/25/2023,253.3166667
12/26/2023,257.2666667
12/27/2023,243.7
12/28/2023,249.1166667
12/29/2023,245.4333333
12/30/2023,240.05
12/31/2023,235.1666667
