day,median_time_in_port,average_time_in_port
1/1/2023,278.9833333,463.7859903
1/2/2023,289.4333333,651.2335681
1/3/2023,305,811.2150273
1/4/2023,272.7833333,807.576484
1/5/2023,278.3333333,471.1283828
1/6/2023,301.8166667,786.592674
1/7/2023,277.5,548.9660417
1/8/2023,309.8,1038.178313
1/9/2023,285.4833333,590.4707792
1/10/2023,274.45,647.4304444
1/11/2023,282.15,602.9036797
1/12/2023,267.75,555.6378788
1/13/2023,263.2,557.1565134
1/14/2023,269.5333333,542.4911565
1/15/2023,277.9333333,785.8794574
1/16/2023,286.85,475.8719298
1/17/2023,283.3333333,480.1451613
1/18/2023,263.3666667,1016.834444
1/19/2023,266.4833333,422.3930272
1/20/2023,278.3333333,490.3953074
1/21/2023,268.6666667,586.2783654
1/22/2023,285.2,862.8827519
1/23/2023,313.3333333,962.2558943
1/24/2023,317.3333333,643.7587065
1/25/2023,282.65,1329.980736
1/26/2023,289.3666667,651.6521318
1/27/2023,273.0666667,1551.334302
1/28/2023,264.3833333,745.0942593
1/29/2023,258.8833333,640.9126812
1/30/2023,269.6166667,519.3730392
1/31/2023,272.05,730.0898625
2/1/2023,278.4166667,566.6391156
2/2/2023,276.5666667,868.865233
2/3/2023,273.4833333,451.3105072
2/4/2023,268.7,547.7812281
2/5/2023,301.4666667,564.3060606
2/6/2023,298.9666667,1342.915171
2/7/2023,282.9333333,513.7067901
2/8/2023,270.5,653.1505376
2/9/2023,288.9666667,655.6285141
2/10/2023,279.4833333,648.1731602
2/11/2023,260.9833333,533.1059649
2/12/2023,276.0333333,792.5116466
2/13/2023,296.9333333,896.1900463
2/14/2023,1607.8,1577.895556
2/15/2023,293.6833333,566.5221461
2/16/2023,289.9166667,636.620462
2/17/2023,273.6666667,714.2699634
2/18/2023,265.0833333,549.7209571
2/19/2023,270.7333333,477.3491228
2/20/2023,267.7833333,905.7850775
2/21/2023,274.9833333,518.1424837
2/22/2023,262.0333333,408.0751773
2/23/2023,266.8833333,384.1815705
2/24/2023,270.0166667,593.7226984
2/25/2023,271.8333333,728.3608333
2/26/2023,271.6166667,498.5612847
2/27/2023,282.6,529.6666667
2/28/2023,284.1333333,609.05
3/1/2023,276.0666667,1299.977037
3/2/2023,278.8333333,661.5892256
3/3/2023,265.8333333,735.9039604
3/4/2023,263.1666667,600.2064912
3/5/2023,252.0333333,525.6238782
3/6/2023,262.3,586.4318182
3/7/2023,265.15,475.1881443
3/8/2023,254.85,583.3051546
3/9/2023,250.6666667,424.6073413
3/10/2023,276.5,952.6005495
3/11/2023,260.5833333,438.4626667
3/12/2023,265.0166667,785.5348148
3/13/2023,276.7166667,1202.081349
3/14/2023,273.4333333,899.7088889
3/15/2023,270,341.9469858
3/16/2023,264.8833333,466.9290816
3/17/2023,267.5666667,509.2326984
3/18/2023,262.5,664.9719203
3/19/2023,263.9333333,593.6544444
3/20/2023,260.9166667,647.5405093
3/21/2023,265.4333333,808.3168675
3/22/2023,255.5,615.0754682
3/23/2023,266.3666667,473.5375
3/24/2023,261.0166667,541.2831439
3/25/2023,264.5166667,800.5777778
3/26/2023,277.8333333,357.4626263
3/27/2023,273,593.7588785
3/28/2023,257.95,506.2297872
3/29/2023,275.1666667,527.9329365
3/30/2023,284.7833333,3216.758614
3/31/2023,284.45,755.4595528
4/1/2023,292.5166667,672.6175214
4/2/2023,276.0833333,879.4235294
4/3/2023,259.65,747.4751142
4/4/2023,265.2333333,474.4955426
4/5/2023,265.3833333,1747.713475
4/6/2023,252.0333333,352.6664729
4/7/2023,258.95,606.4380392
4/8/2023,273.3833333,626.8595486
4/9/2023,281.5,505.3107843
4/10/2023,315.5333333,920.2883333
4/11/2023,285.05,598.0284644
4/12/2023,292.45,643.7138577
4/13/2023,296.1833333,876.0683761
4/14/2023,291.05,471.7892045
4/15/2023,309.3666667,734.9561667
4/16/2023,295.3,779.4778333
4/17/2023,295.95,357.9957547
4/18/2023,282.7666667,387.4146199
4/19/2023,308.8333333,373.2811198
4/20/2023,293.8166667,673.8476378
4/21/2023,262.0666667,1219.792935
4/22/2023,265.3166667,439.1102083
4/23/2023,265.7166667,389.5965278
4/24/2023,273,816.7374603
4/25/2023,253.6166667,365.7094828
4/26/2023,269.0166667,677.6540179
4/27/2023,273.8,378.4218333
4/28/2023,266.0166667,895.6379464
4/29/2023,257.9833333,284.4343391
4/30/2023,263.3333333,973.4307377
5/1/2023,272.65,540.5153392
5/2/2023,258.8166667,866.6560317
5/3/2023,276.3333333,841.7405622
5/4/2023,265.6833333,406.8578652
5/5/2023,275.3166667,770.3896078
5/6/2023,293.8333333,3579.266049
5/7/2023,315.05,673.2347561
5/8/2023,295.8166667,545.108642
5/9/2023,270.0166667,568.8636364
5/10/2023,275.9666667,650.8980843
5/11/2023,274.35,1234.500543
5/12/2023,296.3166667,672.8602881
5/13/2023,277,498.8971591
5/14/2023,268.1666667,576.3934783
5/15/2023,267.1166667,476.1707843
5/16/2023,264.2,642.1890034
5/17/2023,255.2166667,400.7390152
5/18/2023,254.6333333,943.1828526
5/19/2023,265,1089.20928
5/20/2023,275.65,539.7097378
5/21/2023,253.8166667,634.6958333
5/22/2023,255.15,867.409319
5/23/2023,253.3166667,401.4347917
5/24/2023,253.35,2467.254598
5/25/2023,254.0833333,794.5270588
5/26/2023,266.8333333,483.8880682
5/27/2023,263.9166667,376.5051971
5/28/2023,257.85,719.7138596
5/29/2023,250.7833333,460.3855556
5/30/2023,244,758.7338889
5/31/2023,252.85,413.3567029
6/1/2023,252,455.7311111
6/2/2023,254.1166667,593.1282051
6/3/2023,263.7833333,524.0587209
6/4/2023,256.3333333,320.6351648
6/5/2023,264.3166667,491.1927083
6/6/2023,259.5,591.6659004
6/7/2023,266.5,548.9410569
6/8/2023,265.85,460.2302846
6/9/2023,256.65,690.3823643
6/10/2023,253.15,441.710101
6/11/2023,267.1333333,1608.28587
6/12/2023,250.8833333,392.724552
6/13/2023,264.8666667,525.8042683
6/14/2023,263.4666667,721.4778481
6/15/2023,268.3,522.3929924
6/16/2023,253.7,564.7947566
6/17/2023,268.9,405.5896907
6/18/2023,262.8166667,1116.760653
6/19/2023,269.5833333,518.4202247
6/20/2023,279.1166667,542.1234177
6/21/2023,276.6833333,977.5619048
6/22/2023,271.4,677.6209804
6/23/2023,262.7333333,371.2108059
