mmsi,Port_Country,sc_vessel,vessel_type,dt_pos_utc_aoi,dt_pos_utc_nonaoi,diff_nonaoi_aoi,latitude_aoi,longitude_aoi,latitude_nonaoi,longitude_nonaoi,movement
525012317,Pulau Bukom_Singapore,Indonesia,Cargo,2022-09-27 16:05:28,2022-07-25 21:53:45,5508703,1.15216333,103.79763667,1.39451167,103.96897333,Masuk
525012318,Johor_Malaysia,Indonesia,Cargo,2022-11-25 02:14:35,2022-10-07 11:42:08,4199547,1.34333333,104.05333333,1.26,104.1,Masuk
525015249,Serangoon Harbor_Singapore,Indonesia,Tanker,2022-02-22 03:10:14,2022-02-03 16:42:17,1592877,1.26842667,104.024935,1.20445333,103.90182167,Masuk
525015924,Pulau Sebarok_Singapore,Indonesia,Cargo,2022-08-30 15:42:36,2022-06-21 13:19:37,6056579,1.231465,103.96621833,0.99524167,103.61091333,Masuk
525018271,Pulau Sebarok_Singapore,Indonesia,Other,2022-06-07 05:03:19,2022-06-07 02:44:33,8326,1.26218333,103.87606667,1.25776667,104.00171667,Masuk
525019395,Pulau Bukom_Singapore,Indonesia,Tanker,2022-09-24 01:33:05,2022-09-14 18:18:09,803696,1.16909667,103.84257667,1.02888833,103.65079167,Masuk
525019395,Pulau Bukom_Singapore,Indonesia,Tanker,2022-10-01 01:10:00,2022-09-14 18:18:09,1407111,1.15025333,103.81150833,1.02888833,103.65079167,Masuk
525025103,Keppel - (East Singapore)_Singapore,Indonesia,Cargo,2022-08-12 07:39:08,2022-08-05 10:22:53,594975,1.28333333,103.75833333,1.197225,103.64471833,Masuk
525100749,Pulau Sebarok_Singapore,Indonesia,Pleasure Craft,2022-07-29 02:30:10,2022-07-29 02:13:27,1003,1.18333333,103.995,1.18417167,103.99596667,Masuk
525107008,Schiedam_Netherlands,Indonesia,Tanker,2022-06-08 00:49:28,2022-06-07 14:53:54,35734,51.89176667,4.43733333,51.98296667,4.08233333,Masuk
525107008,Schiedam_Netherlands,Indonesia,Tanker,2022-06-09 03:25:41,2022-06-07 14:53:54,131507,51.89181667,4.43726667,51.98296667,4.08233333,Masuk
525107011,Serangoon Harbor_Singapore,Indonesia,Tanker,2022-04-05 04:18:24,2022-04-03 20:03:25,116099,1.31162333,104.14789333,1.31189167,104.15139833,Masuk
525107011,Serangoon Harbor_Singapore,Indonesia,Tanker,2022-07-21 02:27:43,2022-07-12 10:51:23,747380,1.21943667,103.79554,1.30485333,104.15299833,Masuk
525119020,Jurong Island_Singapore,Indonesia,Cargo,2022-11-19 12:02:10,2022-10-30 05:14:28,1752462,1.23379333,103.92391167,1.07732833,103.71432833,Masuk
525121012,Serangoon Harbor_Singapore,Indonesia,Tanker,2022-03-30 18:32:30,2022-02-05 17:47:00,4581930,1.21599,103.80859,1.196525,103.85379,Masuk
525121012,Serangoon Harbor_Singapore,Indonesia,Tanker,2022-03-31 00:14:37,2022-02-05 17:47:00,4602457,1.218885,103.80876167,1.196525,103.85379,Masuk
525121022,Jurong Island_Singapore,Indonesia,Tanker,2022-09-09 07:24:13,2022-09-09 05:45:13,5940,1.205,103.90333333,1.08166667,103.72333333,Masuk
525121022,Jurong Island_Singapore,Indonesia,Tanker,2022-10-20 18:56:05,2022-10-19 02:07:39,146906,1.17650333,103.80055333,1.075,103.70833333,Masuk
525125031,Keppel - (East Singapore)_Singapore,Indonesia,Cargo,2022-11-20 03:09:29,2022-11-20 02:54:54,875,1.11333333,103.74666667,1.07963,103.71788333,Masuk
525125034,Serangoon Harbor_Singapore,Indonesia,Cargo,2022-02-03 22:35:26,2022-02-02 06:32:26,144180,1.26833333,103.87833333,1.19166667,103.96833333,Masuk
525125034,Serangoon Harbor_Singapore,Indonesia,Cargo,2022-02-04 22:14:27,2022-02-02 06:32:26,229321,1.26833333,103.87833333,1.19166667,103.96833333,Masuk
525800206,Pulau Sebarok_Singapore,Indonesia,Tanker,2022-10-08 10:57:04,2022-10-08 03:56:17,25247,1.17933333,103.83748333,1.27426667,103.60146667,Masuk
525003201,Johor_Malaysia,Indonesia,Cargo,2022-09-24 21:57:33,2022-09-18 01:35:57,591696,1.24160167,104.03189833,1.22248333,104.07891667,Masuk
525003201,Johor_Malaysia,Indonesia,Cargo,2022-06-29 03:20:31,2022-06-01 11:38:24,2389327,1.23760667,104.00206167,1.23054,104.02256167,Masuk
525004086,Tanjung Pelepas_Malaysia,Indonesia,Cargo,2022-01-26 09:56:35,2022-01-20 07:31:25,527110,1.18071833,103.39847667,1.21051,103.35197833,Masuk
525011110,Serangoon Harbor_Singapore,Indonesia,Tanker,2022-10-06 08:18:03,2022-09-28 08:09:14,691729,1.24333333,103.79333333,1.19187667,103.98743333,Masuk
525011110,Serangoon Harbor_Singapore,Indonesia,Tanker,2022-10-06 08:18:03,2022-09-28 04:24:09,705234,1.24333333,103.79333333,1.19154,103.98734333,Masuk
525012190,Keppel - (East Singapore)_Singapore,Indonesia,Passenger,2022-07-14 09:11:49,2022-07-07 02:16:22,629727,1.423915,103.95200667,1.34233,104.05983333,Masuk
525015925,Jurong Island_Singapore,Indonesia,Cargo,2022-12-27 05:34:01,2022-10-03 12:39:43,7318458,1.12627333,103.76957167,1.17062667,103.93732833,Masuk
525016675,Tanjung Pelepas_Malaysia,Indonesia,Tanker,2022-12-21 01:47:08,2022-12-21 00:05:19,6109,1.23373333,103.58644667,1.14463333,103.73034,Masuk
525016675,Tanjung Pelepas_Malaysia,Indonesia,Tanker,2022-12-22 02:30:19,2022-12-21 00:05:19,95100,1.1663,103.5558,1.14463333,103.73034,Masuk
525019651,Pulau Bukom_Singapore,Indonesia,Other,2022-01-21 11:09:07,2022-01-20 03:28:07,114060,1.15625333,103.95230667,1.02751167,103.91142833,Masuk
525021387,Serangoon Harbor_Singapore,Indonesia,Tanker,2022-10-22 21:54:56,2022-10-06 18:33:40,1394476,1.19963167,103.79892833,1.30190833,104.15276,Masuk
525021387,Serangoon Harbor_Singapore,Indonesia,Tanker,2022-10-22 21:54:56,2022-10-06 00:27:39,1459637,1.19963167,103.79892833,1.30270667,104.14883833,Masuk
525023095,Johor_Malaysia,Indonesia,Passenger,2022-07-21 12:52:37,2022-07-21 12:49:36,181,1.235,103.82666667,1.225,103.835,Masuk
525023095,Johor_Malaysia,Indonesia,Passenger,2022-12-12 11:19:41,2022-12-12 11:10:43,538,1.26,103.80833333,1.23333333,103.82666667,Masuk
525100545,Tan-Shui_Taiwan,Indonesia,Tanker,2022-11-27 18:26:14,2022-08-19 23:12:04,8622850,25.32328333,121.38076667,25.3498,121.17256667,Masuk
525100545,Tan-Shui_Taiwan,Indonesia,Tanker,2022-12-08 18:14:55,2022-08-19 23:12:04,9572571,25.25266667,121.21775,25.3498,121.17256667,Masuk
525100987,Johor_Malaysia,Indonesia,Tanker,2022-01-11 02:21:57,2022-01-08 07:51:39,239418,1.25238667,104.00697333,1.225,104.075,Masuk
525100987,Johor_Malaysia,Indonesia,Tanker,2022-02-06 06:47:26,2022-01-08 07:51:39,2501747,1.23333333,104.02,1.225,104.075,Masuk
525100987,Keppel - (East Singapore)_Singapore,Indonesia,Tanker,2022-06-13 04:12:08,2022-06-11 04:43:26,170922,1.20166667,103.855,1.240135,104.048405,Masuk
525108017,Johor_Malaysia,Indonesia,Tanker,2022-06-11 00:54:36,2022-06-09 10:17:21,139035,1.29947333,103.713565,1.232405,103.803365,Masuk
525108017,Johor_Malaysia,Indonesia,Tanker,2022-06-11 00:54:36,2022-06-09 10:05:21,139755,1.29947333,103.713565,1.23244833,103.80319833,Masuk
525109002,Johor_Malaysia,Indonesia,Cargo,2022-04-15 08:24:21,2022-04-14 20:54:24,41397,1.26166667,103.88166667,1.23166667,103.91833333,Masuk
525109002,Johor_Malaysia,Indonesia,Cargo,2022-04-15 11:57:24,2022-04-14 20:54:24,54180,1.26,103.88,1.23166667,103.91833333,Masuk
525114060,Johor_Malaysia,Indonesia,Tanker,2022-04-22 03:48:19,2022-04-21 14:52:11,46568,1.29798333,103.71436667,1.22881667,103.81426667,Masuk
525119006,Niigata Ko_Japan,Indonesia,Cargo,2022-10-18 14:25:15,2022-10-10 19:31:06,672849,38.039595,138.862855,38.01666667,138.78833333,Masuk
525119127,Tanjung Pelepas_Malaysia,Indonesia,Tanker,2022-11-26 04:46:55,2022-11-25 21:12:04,27291,1.25175667,103.68850333,1.15166667,103.755,Masuk
525119127,Tanjung Pelepas_Malaysia,Indonesia,Tanker,2022-11-28 00:55:55,2022-11-25 21:12:04,186231,1.25171167,103.68848667,1.15166667,103.755,Masuk
525121016,Jurong Island_Singapore,Indonesia,Tanker,2022-09-02 17:35:35,2022-08-31 09:53:29,200526,1.27664167,103.60003167,1.25268,103.52796667,Masuk
525121016,Jurong Island_Singapore,Indonesia,Tanker,2022-09-25 14:31:25,2022-09-22 02:01:15,304210,1.27646333,103.60131167,1.24655,103.528605,Masuk
525125021,Serangoon Harbor_Singapore,Indonesia,Cargo,2022-04-04 06:16:49,2022-04-04 05:18:06,3523,1.25877,104.12704,1.19344667,103.88110833,Masuk
525200061,Pulau Bukom_Singapore,Indonesia,Passenger,2022-10-09 01:13:55,2022-10-06 04:39:00,246895,1.42853333,103.938,1.43401667,103.9214,Masuk
525200357,Keppel - (East Singapore)_Singapore,Indonesia,Passenger,2022-12-17 02:36:44,2022-12-15 02:44:21,172343,1.40326,103.65802667,1.36572667,103.64204,Masuk
525003571,Bukhta Gaydamak_Russia,Indonesia,Dredging,2022-10-23 19:38:08,2022-10-23 14:08:04,19804,42.82333333,132.95333333,42.825,132.955,Masuk
525008130,Pulau Sebarok_Singapore,Indonesia,Tanker,2022-08-11 06:37:38,2022-08-07 21:19:07,292711,1.06433833,103.67681333,1.27294,103.59501833,Masuk
525015658,Si Racha Terminal_Thailand,Indonesia,Cargo,2022-10-11 11:05:59,2022-09-13 16:06:20,2401179,13.24950833,100.81823,13.318145,100.68814833,Masuk
525015658,Si Racha Terminal_Thailand,Indonesia,Cargo,2022-10-11 11:51:11,2022-09-13 16:06:20,2403891,13.17531,100.86283833,13.318145,100.68814833,Masuk
525018275,Pulau Bukom_Singapore,Indonesia,Other,2022-09-11 02:47:20,2022-07-18 23:15:33,4678307,1.09833333,103.73833333,1.16,103.97166667,Masuk
525018275,Pulau Bukom_Singapore,Indonesia,Other,2022-09-11 02:47:20,2022-07-18 17:09:05,4700295,1.09833333,103.73833333,1.161425,103.971785,Masuk
525019415,Keppel - (East Singapore)_Singapore,Indonesia,Cargo,2022-06-23 13:20:10,2022-06-23 11:19:30,7240,1.19183333,103.98712667,1.21166667,104.055,Masuk
525021439,Johor_Malaysia,Indonesia,Other,2022-05-30 08:28:52,2022-05-30 06:10:50,8282,1.335,104.07333333,1.22333333,104.075,Masuk
525021439,Johor_Malaysia,Indonesia,Other,2022-05-30 22:56:53,2022-05-30 06:10:50,60363,1.38531667,103.96633,1.22333333,104.075,Masuk
525100100,Johor_Malaysia,Indonesia,Passenger,2022-12-14 11:07:53,2022-12-12 00:50:11,209862,1.42249833,103.98873,1.22936667,104.07021833,Masuk
525100100,Johor_Malaysia,Indonesia,Passenger,2022-12-15 09:22:24,2022-12-12 00:50:11,289933,1.47310667,103.83297167,1.22936667,104.07021833,Masuk
525107011,Johor_Malaysia,Indonesia,Tanker,2022-03-18 00:31:33,2022-03-17 06:18:34,65579,1.27691833,103.74045667,1.232305,103.806685,Masuk
525107011,Johor_Malaysia,Indonesia,Tanker,2022-03-18 00:31:33,2022-03-16 21:00:34,99059,1.27691833,103.74045667,1.23259,103.80312,Masuk
525109002,Tanjung Pelepas_Malaysia,Indonesia,Cargo,2022-10-31 08:35:34,2022-10-16 21:20:30,1250104,1.20411,103.40519667,1.25128167,103.346725,Masuk
525119024,Jurong Island_Singapore,Indonesia,Other,2022-12-31 07:19:43,2022-12-30 22:31:17,31706,1.165,103.82166667,1.11222,103.53434,Masuk
525119024,Jurong Island_Singapore,Indonesia,Other,2022-12-31 08:04:47,2022-12-30 22:31:17,34410,1.17,103.84333333,1.11222,103.53434,Masuk
525119151,Melaka_Malaysia,Indonesia,Tanker,2022-10-17 13:04:15,2022-09-29 22:40:42,1520613,2.01573333,102.18261667,2.04628333,102.04725,Masuk
525119151,Melaka_Malaysia,Indonesia,Tanker,2022-12-10 03:31:48,2022-09-29 22:40:42,6151866,2.07663333,102.07288333,2.04628333,102.04725,Masuk
525119159,Tanjung Pelepas_Malaysia,Indonesia,Tanker,2022-09-15 12:39:38,2022-09-15 11:28:27,4271,1.19589167,103.58833667,1.250035,103.35189833,Masuk
525119159,Tanjung Pelepas_Malaysia,Indonesia,Tanker,2022-09-15 19:08:49,2022-09-15 11:28:27,27622,1.205,103.695,1.250035,103.35189833,Masuk
525119183,Pulau Sebarok_Singapore,Indonesia,Other,2022-06-14 23:02:03,2022-06-14 18:49:58,15125,1.177575,103.94124,0.99833333,103.95666667,Masuk
525119183,Pulau Sebarok_Singapore,Indonesia,Other,2022-06-14 23:02:03,2022-06-14 15:34:58,26825,1.177575,103.94124,0.99833333,103.95666667,Masuk
525121007,Jurong Island_Singapore,Indonesia,Cargo,2022-01-15 13:36:33,2022-01-05 01:52:28,906245,1.11448333,103.77740667,1.087365,103.73178667,Masuk
525121007,Jurong Island_Singapore,Indonesia,Cargo,2022-01-28 12:45:54,2022-01-05 01:52:28,2026406,1.13188333,103.76894667,1.087365,103.73178667,Masuk
525121022,Johor_Malaysia,Indonesia,Tanker,2022-04-21 06:49:40,2022-04-12 09:33:08,767792,1.27166667,104.1,1.23572833,104.07000333,Masuk
525002079,Jurong Island_Singapore,Indonesia,Passenger,2022-01-17 14:21:46,2022-01-17 01:17:11,47075,1.15848833,103.8314,1.08208167,103.73232833,Masuk
525002079,Jurong Island_Singapore,Indonesia,Passenger,2022-06-17 23:03:21,2022-06-14 20:52:03,267078,1.20144167,103.92476667,1.07656167,103.721215,Masuk
525003161,Pulau Sebarok_Singapore,Indonesia,Other,2022-08-03 03:43:16,2022-07-28 17:29:28,468828,1.03166667,103.91333333,1.18445333,104.00176833,Masuk
525003161,Pulau Sebarok_Singapore,Indonesia,Other,2022-08-03 04:13:19,2022-07-28 17:29:28,470631,1.03166667,103.91333333,1.18445333,104.00176833,Masuk
525010285,Pulau Bukom_Singapore,Indonesia,Cargo,2022-10-05 07:47:11,2022-10-04 13:59:12,64079,1.159865,103.96621667,1.16059667,103.96636833,Masuk
525012318,Keppel - (East Singapore)_Singapore,Indonesia,Cargo,2022-12-01 13:52:32,2022-12-01 13:18:20,2052,1.25833333,104.03666667,1.26257667,104.04869167,Masuk
525012318,Keppel - (East Singapore)_Singapore,Indonesia,Cargo,2022-12-01 17:50:11,2022-12-01 13:18:20,16311,1.24085667,103.95983667,1.26257667,104.04869167,Masuk
525012370,Johor_Malaysia,Indonesia,Cargo,2022-06-21 19:52:58,2022-06-21 17:43:57,7741,1.235,103.815,1.23333333,103.81333333,Masuk
525015393,Serangoon Harbor_Singapore,Indonesia,Cargo,2022-06-21 18:40:33,2022-06-12 10:55:38,805495,1.22695667,104.14035,1.22781,104.15124667,Masuk
525015788,Douala_Cameroon,Indonesia,Other,2022-06-10 01:26:39,2022-06-07 00:10:07,263792,4.01824833,9.65992,3.86711167,9.47980167,Masuk
525015788,Douala_Cameroon,Indonesia,Other,2022-06-17 01:00:46,2022-06-07 00:10:07,867039,4.01359167,9.67113,3.86711167,9.47980167,Masuk
525015788,Kole Oil Terminal_Cameroon,Indonesia,Other,2022-05-09 21:57:00,2022-05-09 21:36:22,1238,4.10005,8.71619833,4.08621,8.75546,Masuk
525018275,Melaka_Malaysia,Indonesia,Other,2022-09-26 13:50:08,2022-09-13 14:02:41,1122447,2.06666667,102.05833333,1.99529667,102.21355667,Masuk
525019621,Pulau Bukom_Singapore,Indonesia,Dredging,2022-03-16 17:52:10,2022-01-24 15:05:33,4416397,1.26,103.87333333,1.16166667,103.96666667,Masuk
525019621,Pulau Bukom_Singapore,Indonesia,Dredging,2022-03-31 07:31:46,2022-01-24 15:05:33,5675173,1.15661833,103.80884833,1.16166667,103.96666667,Masuk
525019627,Pulau Sebarok_Singapore,Indonesia,Cargo,2022-12-06 11:39:23,2022-12-05 03:34:56,115467,1.3047,103.71695,1.1978,103.60193333,Masuk
525023095,Jurong Island_Singapore,Indonesia,Passenger,2022-10-09 13:15:32,2022-10-09 05:12:36,28976,1.20333333,103.925,1.19833333,103.93666667,Masuk
525023095,Jurong Island_Singapore,Indonesia,Passenger,2022-07-12 10:05:39,2022-07-11 10:51:29,83650,1.259275,103.80505333,1.21799333,103.9362,Masuk
525023228,Johor_Malaysia,Indonesia,Tanker,2022-03-25 08:03:22,2022-03-24 02:21:19,106923,1.27423333,104.06048333,1.33881667,104.09918333,Masuk
525023228,Johor_Malaysia,Indonesia,Tanker,2022-03-25 08:03:22,2022-03-23 05:33:19,181803,1.27423333,104.06048333,1.3395,104.09903333,Masuk
525024128,Johor_Malaysia,Indonesia,Tanker,2022-10-04 17:21:42,2022-09-21 15:08:14,1131208,1.26432167,104.072315,1.235325,104.00466667,Masuk
525024128,Johor_Malaysia,Indonesia,Tanker,2022-11-06 22:05:08,2022-09-21 15:08:14,3999414,1.28947,103.94320333,1.235325,104.00466667,Masuk
525024128,Tanjung Pelepas_Malaysia,Indonesia,Tanker,2022-10-04 21:04:40,2022-09-03 02:09:45,2746495,1.20059833,103.54120667,1.22588,103.350925,Masuk
525100764,Johor_Malaysia,Indonesia,Tanker,2022-12-12 19:56:45,2022-12-12 12:43:27,25998,1.24011833,104.04282833,1.229655,103.776435,Masuk
525100779,Ras Laffan_Qatar,Indonesia,Other,2022-06-11 08:37:57,2022-06-10 15:19:55,62282,25.87166667,51.65333333,25.91833333,51.80666667,Masuk
525108006,Johor_Malaysia,Indonesia,Tanker,2022-05-14 04:18:11,2022-05-14 03:21:09,3422,1.23666667,103.79333333,1.23333333,103.795,Masuk
525108006,Johor_Malaysia,Indonesia,Tanker,2022-05-14 06:09:09,2022-05-14 03:21:09,10080,1.23833333,103.795,1.23333333,103.795,Masuk
525119160,Serangoon Harbor_Singapore,Indonesia,Tanker,2022-09-28 05:50:49,2022-09-23 10:33:42,415027,1.25308333,104.10811167,1.280515,104.14929333,Masuk
525121007,Pulau Bukom_Singapore,Indonesia,Cargo,2022-01-13 13:34:25,2022-01-13 04:55:22,31143,1.15898333,103.96598,1.15883333,103.96694667,Masuk
525121022,Muar_Malaysia,Indonesia,Tanker,2022-03-05 21:46:19,2022-02-20 02:15:57,1193422,1.88,102.44333333,1.84833333,102.51,Masuk
525121022,Muar_Malaysia,Indonesia,Tanker,2022-08-30 07:53:54,2022-02-20 02:15:57,16522677,1.90833333,102.38166667,1.84833333,102.51,Masuk
525125003,Port Ouest_Reunion,Indonesia,Cargo,2022-09-07 22:40:02,2022-09-07 18:16:29,15813,-20.76325167,55.22221,-20.73209333,55.29963167,Masuk
525125019,Jurong Island_Singapore,Indonesia,Cargo,2022-10-08 06:50:31,2022-06-14 23:40:42,9961789,1.12629667,103.542425,1.11644167,103.532805,Masuk
525125029,Pulau Sebarok_Singapore,Indonesia,Cargo,2022-03-31 14:58:12,2022-03-31 13:25:17,5575,1.00166667,103.95666667,0.99833333,103.96,Masuk
525125029,Pulau Sebarok_Singapore,Indonesia,Cargo,2022-03-31 14:58:12,2022-03-31 09:34:07,19445,1.00166667,103.95666667,0.99833333,103.95833333,Masuk
525200809,Pulau Sebarok_Singapore,Indonesia,Dredging,2022-05-23 06:26:30,2022-05-23 06:16:22,608,1.26856667,103.99765,1.27173333,104.00808333,Masuk
525200809,Pulau Sebarok_Singapore,Indonesia,Dredging,2022-05-24 00:02:31,2022-05-23 06:16:22,63969,1.21028333,103.82438333,1.27173333,104.00808333,Masuk
525300061,Pulau Bukom_Singapore,Indonesia,Tanker,2022-04-24 07:18:36,2022-04-17 13:30:32,582484,1.060405,103.62339,1.19666667,103.56,Masuk
525401386,Jurong Island_Singapore,Indonesia,Other,2022-11-02 19:13:22,2022-11-02 10:23:15,31807,1.23833333,103.81666667,1.07533333,103.89726667,Masuk
525401386,Jurong Island_Singapore,Indonesia,Other,2022-11-02 19:13:22,2022-11-01 21:33:52,77970,1.23833333,103.81666667,1.075,103.89666667,Masuk
525003201,Pulau Sebarok_Singapore,Indonesia,Cargo,2022-06-17 13:27:23,2022-06-17 10:20:24,11219,1.19545667,103.88701,1.068085,103.595105,Masuk
525003201,Pulau Sebarok_Singapore,Indonesia,Cargo,2022-08-29 18:23:03,2022-08-29 15:06:12,11811,1.14999333,103.75066833,1.208475,103.99614333,Masuk
525005225,Johor_Malaysia,Indonesia,Other,2022-08-21 18:08:25,2022-08-21 07:30:49,38256,1.24855,103.950985,1.32713333,104.09574,Masuk
525005225,Johor_Malaysia,Indonesia,Other,2022-09-01 00:11:06,2022-08-21 07:30:49,924017,1.23885833,104.050865,1.32713333,104.09574,Masuk
525005283,Jurong Island_Singapore,Indonesia,Cargo,2022-01-15 21:12:29,2022-01-15 19:46:39,5150,1.19392833,103.572645,1.09982833,103.532635,Masuk
525005283,Jurong Island_Singapore,Indonesia,Cargo,2022-01-16 09:50:55,2022-01-15 19:46:39,50656,1.30180667,103.72431667,1.09982833,103.532635,Masuk
525007028,Tanjung Pelepas_Malaysia,Indonesia,Tanker,2022-12-20 09:27:18,2022-02-11 07:20:37,26964401,1.18959333,103.70266167,1.24566833,103.75042333,Masuk
525011085,Pulau Sebarok_Singapore,Indonesia,Tanker,2022-05-05 13:16:18,2022-05-03 20:28:38,146860,1.20246833,103.97135333,1.05916,103.60058,Masuk
525014047,Pulau Bukom_Singapore,Indonesia,Tanker,2022-03-03 15:39:23,2022-03-02 21:33:21,65162,1.15684,103.89819167,1.16477,103.96595833,Masuk
525014047,Pulau Bukom_Singapore,Indonesia,Tanker,2022-03-04 03:18:23,2022-03-02 21:33:21,107102,1.15678333,103.89818667,1.16477,103.96595833,Masuk
525015921,Pulau Bukom_Singapore,Indonesia,Cargo,2022-11-08 00:54:45,2022-01-13 17:34:06,25773639,1.175965,103.948805,1.17617,103.97322167,Masuk
525015962,Tanjung Pelepas_Malaysia,Indonesia,Cargo,2022-02-25 01:23:44,2022-01-13 22:23:44,3639600,1.17406167,103.39996167,1.14412667,103.72548,Masuk
525025103,Serangoon Harbor_Singapore,Indonesia,Cargo,2022-09-02 04:07:36,2022-09-02 03:08:28,3548,1.28581667,103.75724667,1.28323833,103.74684833,Masuk
525108008,Johor_Malaysia,Indonesia,Tanker,2022-01-09 18:19:50,2022-01-09 17:19:54,3596,1.235,103.80333333,1.23333333,103.805,Masuk
525119191,Port Klang_Malaysia,Indonesia,Tanker,2022-09-15 01:09:51,2022-09-13 18:19:47,111004,2.97311833,101.31789333,2.79824667,101.253195,Masuk
525119191,Port Klang_Malaysia,Indonesia,Tanker,2022-09-15 19:09:52,2022-09-13 18:19:47,175805,2.97312167,101.31791167,2.79824667,101.253195,Masuk
525120018,Ko Si Chang Terminal_Thailand,Indonesia,Cargo,2022-02-25 16:47:42,2022-02-24 00:57:02,143440,13.15134167,100.863245,13.09110667,100.60337333,Masuk
525120018,Ko Si Chang Terminal_Thailand,Indonesia,Cargo,2022-09-02 22:15:50,2022-08-31 23:44:15,167495,13.34783167,100.61592333,13.34658833,100.60928333,Masuk
525121021,Jurong Island_Singapore,Indonesia,Tanker,2022-03-11 17:39:30,2022-03-11 17:38:29,61,1.29333333,103.93,1.29354333,103.93026167,Masuk
525121021,Jurong Island_Singapore,Indonesia,Tanker,2022-03-14 12:06:38,2022-03-14 11:56:41,597,1.29333333,103.92833333,1.29384667,103.93000833,Masuk
525125029,Port Klang_Malaysia,Indonesia,Cargo,2022-10-21 10:05:39,2022-10-21 08:50:20,4519,2.93908833,101.29434333,2.80538833,101.241715,Masuk
525125029,Port Klang_Malaysia,Indonesia,Cargo,2022-01-03 23:12:46,2022-01-03 21:54:45,4681,2.83166667,101.26833333,2.79833333,101.24,Masuk
525200809,Serangoon Harbor_Singapore,Indonesia,Dredging,2022-03-02 15:21:56,2022-03-02 06:50:37,30679,1.29585,103.75063333,1.28478333,103.74521667,Masuk
525200809,Serangoon Harbor_Singapore,Indonesia,Dredging,2022-03-05 21:25:00,2022-03-02 06:50:37,311663,1.29581667,103.75091667,1.28478333,103.74521667,Masuk
525401167,Jurong Island_Singapore,Indonesia,Tanker,2022-04-24 02:39:09,2022-04-23 23:05:28,12821,1.15,103.72833333,1.15917167,103.93941833,Masuk
525401167,Jurong Island_Singapore,Indonesia,Tanker,2022-04-24 02:39:09,2022-04-23 08:03:13,66956,1.15,103.72833333,1.15833333,103.93666667,Masuk
525003456,Serangoon Harbor_Singapore,Indonesia,Tanker,2022-04-11 05:38:39,2022-03-17 03:03:55,2169284,1.42765667,103.91612167,1.24657667,104.14788833,Masuk
525003456,Serangoon Harbor_Singapore,Indonesia,Tanker,2022-04-13 10:18:17,2022-03-17 03:03:55,2358862,1.35823833,104.04601,1.24657667,104.14788833,Masuk
525005396,Pulau Bukom_Singapore,Indonesia,Tanker,2022-04-25 01:56:46,2022-04-19 03:52:44,511442,1.13109667,103.901695,1.08997333,103.57178167,Masuk
525005396,Pulau Bukom_Singapore,Indonesia,Tanker,2022-04-25 06:17:47,2022-04-19 03:52:44,527103,1.13110667,103.90150833,1.08997333,103.57178167,Masuk
525005398,Port Dickson_Malaysia,Indonesia,Cargo,2022-06-21 08:10:11,2022-06-21 07:00:27,4184,2.44237667,101.66256333,2.325,101.80666667,Masuk
525005398,Port Dickson_Malaysia,Indonesia,Cargo,2022-07-16 21:33:29,2022-06-21 07:00:27,2212382,2.38,101.73333333,2.325,101.80666667,Masuk
525008131,Map Ta Phut_Thailand,Indonesia,Tanker,2022-09-13 18:43:34,2022-08-30 21:35:30,1199284,12.66170333,101.15072,12.46166667,101.14333333,Masuk
525009096,Jurong Island_Singapore,Indonesia,Passenger,2022-04-16 03:53:14,2022-02-08 07:17:56,5776518,1.16201667,103.83279333,1.07466333,103.70924667,Masuk
525011085,Jurong Island_Singapore,Indonesia,Tanker,2022-02-01 02:13:55,2022-01-06 03:15:26,2242709,1.10354667,103.74718833,1.19841333,103.93639167,Masuk
525011163,Keppel - (East Singapore)_Singapore,Indonesia,Tanker,2022-04-21 14:42:59,2022-04-21 12:39:57,7382,1.165,103.96,1.075,103.715,Masuk
525011163,Keppel - (East Singapore)_Singapore,Indonesia,Tanker,2022-04-27 13:54:58,2022-04-21 12:39:57,522901,1.095,103.73833333,1.075,103.715,Masuk
525011169,Jurong Island_Singapore,Indonesia,Cargo,2022-04-23 19:51:30,2022-03-24 11:38:07,2621603,1.09623,103.73349167,1.23296833,103.53544333,Masuk
525015323,Johor_Malaysia,Indonesia,Cargo,2022-10-07 19:40:57,2022-09-26 14:02:42,970695,1.3926,103.96907167,1.30965333,104.10998333,Masuk
525015323,Johor_Malaysia,Indonesia,Cargo,2022-11-01 03:52:01,2022-09-26 14:02:42,3073759,1.335115,104.07274333,1.30965333,104.10998333,Masuk
525020349,Tanjung Pelepas_Malaysia,Indonesia,Tanker,2022-09-05 14:48:27,2022-08-26 11:46:15,874932,1.17833333,103.62166667,1.275,103.35,Masuk
525024314,Shekou_China,Indonesia,Cargo,2022-05-16 16:14:17,2022-05-16 03:22:25,46312,22.32376667,114.07356667,22.30421667,114.08266667,Masuk
525024314,Shekou_China,Indonesia,Cargo,2022-05-16 18:38:18,2022-05-16 03:22:25,54953,22.32323333,114.07296667,22.30421667,114.08266667,Masuk
525025103,Tanjung Pelepas_Malaysia,Indonesia,Cargo,2022-09-15 20:10:19,2022-09-15 19:49:19,1260,1.21666667,103.395,1.255,103.34666667,Masuk
525025103,Tanjung Pelepas_Malaysia,Indonesia,Cargo,2022-08-04 21:38:54,2022-08-04 20:38:59,3595,1.17833333,103.48,1.23833333,103.345,Masuk
