mmsi,Port_Country,sc_vessel,vessel_type,dt_pos_utc_aoi,dt_pos_utc_nonaoi,diff_nonaoi_aoi,latitude_aoi,longitude_aoi,latitude_nonaoi,longitude_nonaoi,movement
525100558,Pulau Sebarok_Singapore,Indonesia,Cargo,2022-07-25 04:51:35,2022-07-24 09:33:03,69512,1.15284167,103.70211333,1.17134667,104.00063333,Masuk
525100864,Jurong Island_Singapore,Indonesia,Passenger,2022-08-15 02:13:59,2022-08-15 01:49:32,1467,1.30833333,103.61333333,1.17725,103.53291333,Masuk
525108004,Pulau Sebarok_Singapore,Indonesia,Tanker,2022-08-29 08:00:33,2022-08-29 01:44:39,22554,1.16203333,103.93180167,1.20534,103.997085,Masuk
525108004,Pulau Sebarok_Singapore,Indonesia,Tanker,2022-08-29 17:06:36,2022-08-29 01:44:39,55317,1.16166667,103.93,1.20534,103.997085,Masuk
525119170,Valencia_Spain,Indonesia,Cargo,2022-04-06 14:14:48,2022-04-04 17:47:44,160024,39.42166667,-0.21166667,39.44498333,-0.05633833,Masuk
525119189,Pulau Bukom_Singapore,Indonesia,Cargo,2022-08-03 15:35:39,2022-07-19 09:39:33,1317366,1.22891,103.95874833,1.06669833,103.55972167,Masuk
525121003,Jurong Island_Singapore,Indonesia,Tanker,2022-07-21 10:41:09,2022-03-09 02:42:06,11606343,1.17664833,103.66450667,1.21958,103.93361833,Masuk
525125006,Zhen Hai_China,Indonesia,Cargo,2022-03-21 12:27:54,2022-01-22 02:34:25,5046809,29.93483,121.92596833,29.93939,121.93370333,Masuk
525125021,Jurong Island_Singapore,Indonesia,Cargo,2022-04-24 12:20:25,2022-04-24 11:17:06,3799,1.335,103.555,1.21833333,103.53166667,Masuk
525125029,Pulau Bukom_Singapore,Indonesia,Cargo,2022-05-04 13:57:07,2022-05-04 13:40:01,1026,1.16,103.965,1.16053167,103.966555,Masuk
525125029,Pulau Bukom_Singapore,Indonesia,Cargo,2022-05-03 14:15:07,2022-05-03 13:57:55,1032,1.16,103.965,1.16045667,103.96664833,Masuk
525200748,Serangoon Harbor_Singapore,Indonesia,Tanker,2022-08-25 15:17:14,2022-08-25 13:56:17,4857,1.27,104.04,1.28666667,104.15833333,Masuk
525200748,Serangoon Harbor_Singapore,Indonesia,Tanker,2022-01-22 19:07:56,2022-01-22 11:21:48,27968,1.24,103.79666667,1.19072167,103.98972833,Masuk
525300061,Keppel - (East Singapore)_Singapore,Indonesia,Tanker,2022-02-22 01:42:38,2022-02-06 19:22:54,1318784,1.22450833,103.91577,1.247415,104.05613,Masuk
525500952,Pulau Bukom_Singapore,Indonesia,Tanker,2022-02-03 18:51:13,2022-02-03 05:31:06,48007,1.14684833,103.74833333,1.29155667,103.97204333,Masuk
525500952,Pulau Bukom_Singapore,Indonesia,Tanker,2022-03-28 07:28:27,2022-02-03 05:31:06,4586241,1.29481,103.93128167,1.29155667,103.97204333,Masuk
525015925,Pulau Bukom_Singapore,Indonesia,Cargo,2022-12-27 05:34:01,2022-10-29 13:27:28,5069193,1.12627333,103.76957167,1.18340167,103.97071167,Masuk
525100242,Pulau Sebarok_Singapore,Indonesia,Tanker,2022-09-21 07:56:51,2022-07-08 09:09:50,6475621,1.11641667,103.892565,0.993805,103.994535,Masuk
525100242,Pulau Sebarok_Singapore,Indonesia,Tanker,2022-09-21 07:56:51,2022-07-08 00:13:51,6507780,1.11641667,103.892565,0.99984667,103.960035,Masuk
525100558,Pulau Bukom_Singapore,Indonesia,Cargo,2022-07-25 04:51:35,2022-06-06 03:57:03,4236872,1.15284167,103.70211333,1.04685,103.56066,Masuk
525100558,Pulau Bukom_Singapore,Indonesia,Cargo,2022-07-28 19:12:28,2022-06-06 03:57:03,4547725,1.17748667,103.93361333,1.04685,103.56066,Masuk
525100749,Serangoon Harbor_Singapore,Indonesia,Pleasure Craft,2022-07-12 15:38:58,2022-07-10 04:49:31,211767,1.21333333,104.06,1.20265,104.01226,Masuk
525100749,Serangoon Harbor_Singapore,Indonesia,Pleasure Craft,2022-07-12 15:57:01,2022-07-10 04:49:31,212850,1.21333333,104.095,1.20265,104.01226,Masuk
525107009,Jurong Island_Singapore,Indonesia,Tanker,2022-02-21 07:07:50,2022-02-20 09:00:51,79619,1.15762,103.93071167,1.15678833,103.93186667,Masuk
525107011,Jurong Island_Singapore,Indonesia,Tanker,2022-10-27 01:02:48,2022-10-26 03:32:48,77400,1.28796167,103.92971333,1.28888667,103.93143333,Masuk
525107011,Jurong Island_Singapore,Indonesia,Tanker,2022-10-27 01:02:48,2022-10-26 03:08:48,78840,1.28796167,103.92971333,1.288435,103.93132333,Masuk
525108018,Johor_Malaysia,Indonesia,Tanker,2022-08-28 07:36:44,2022-08-28 03:00:44,16560,1.23445333,103.80523667,1.232925,103.80527833,Masuk
525119021,Johor_Malaysia,Indonesia,Tanker,2022-04-17 06:14:04,2022-04-15 23:44:03,109801,1.23409,103.805165,1.23371167,103.80238333,Masuk
525121004,Melaka_Malaysia,Indonesia,Tanker,2022-08-27 21:34:31,2022-08-27 21:07:36,1615,2.05,102.12666667,1.99333333,102.19333333,Masuk
525121013,Pulau Bukom_Singapore,Indonesia,Tanker,2022-04-11 10:20:50,2022-04-10 20:15:05,50745,1.23512333,103.56602833,1.235,103.56,Masuk
525125031,Melaka_Malaysia,Indonesia,Cargo,2022-09-20 21:52:28,2022-05-15 10:08:39,11101429,2.06069333,102.1315,2.065,102.05,Masuk
525400301,Bakapit_Malaysia,Indonesia,Tanker,2022-10-29 16:47:53,2022-10-07 16:33:27,1901666,4.79166667,118.74166667,4.89333333,118.78666667,Masuk
525401499,Jurong Island_Singapore,Indonesia,Passenger,2022-08-14 07:19:47,2022-08-05 07:53:39,775568,1.43333333,103.885,1.42964167,103.92996833,Masuk
525401499,Jurong Island_Singapore,Indonesia,Passenger,2022-11-26 07:06:11,2022-11-08 02:35:15,1571456,1.455,103.86166667,1.429015,103.93131667,Masuk
525500382,Serangoon Harbor_Singapore,Indonesia,Passenger,2022-12-07 05:30:06,2022-11-21 05:38:17,1381909,1.21291667,104.07161333,1.198015,104.06681333,Masuk
525003200,Tanjung Pelepas_Malaysia,Indonesia,Cargo,2022-09-24 14:01:46,2022-09-24 12:20:35,6071,1.20736167,103.66027333,1.14321833,103.74298667,Masuk
525003200,Tanjung Pelepas_Malaysia,Indonesia,Cargo,2022-09-25 01:40:48,2022-09-24 12:20:35,48013,1.27666667,103.665,1.14321833,103.74298667,Masuk
525008066,Johor_Malaysia,Indonesia,Tanker,2022-06-26 11:35:44,2022-06-26 08:25:23,11421,1.24624333,103.71058833,1.23372167,103.883425,Masuk
525012370,Keppel - (East Singapore)_Singapore,Indonesia,Cargo,2022-10-20 19:33:10,2022-10-17 11:48:01,287109,1.18,103.81,1.23,104.05166667,Masuk
525012370,Tanjung Pelepas_Malaysia,Indonesia,Cargo,2022-11-24 20:40:27,2022-11-24 19:31:21,4146,1.19,103.43333333,1.245,103.34833333,Masuk
525012370,Tanjung Pelepas_Malaysia,Indonesia,Cargo,2022-11-24 20:47:49,2022-11-24 19:31:21,4588,1.18786333,103.440055,1.245,103.34833333,Masuk
525015292,Pulau Bukom_Singapore,Indonesia,Cargo,2022-01-31 08:53:42,2022-01-25 12:32:33,505269,1.29935167,103.72307667,1.15491333,103.56523833,Masuk
525015292,Pulau Bukom_Singapore,Indonesia,Cargo,2022-01-31 23:35:02,2022-01-25 12:32:33,558149,1.22881333,103.81967167,1.15491333,103.56523833,Masuk
525015292,Pulau Sebarok_Singapore,Indonesia,Cargo,2022-08-12 05:21:59,2022-08-11 17:35:07,42412,1.17574833,103.98131,1.16748667,103.994905,Masuk
525015292,Pulau Sebarok_Singapore,Indonesia,Cargo,2022-04-16 07:43:38,2022-04-15 18:24:55,47923,1.28644667,103.73528333,0.99764333,103.661795,Masuk
525015292,Tanjung Pelepas_Malaysia,Indonesia,Cargo,2022-09-04 11:37:20,2022-08-30 00:21:24,472556,1.17643667,103.41650833,1.14775833,103.75081,Masuk
525015292,Tanjung Pelepas_Malaysia,Indonesia,Cargo,2022-10-14 08:36:34,2022-08-30 00:21:24,3917710,1.24472667,103.71452333,1.14775833,103.75081,Masuk
525015788,Antan Oil Terminal_Nigeria,Indonesia,Other,2022-08-12 12:41:02,2022-08-12 04:25:30,29732,4.25559,8.44228167,4.24801167,8.52992667,Masuk
525015905,Pulau Bukom_Singapore,Indonesia,Other,2022-05-17 12:53:36,2022-05-17 09:42:26,11470,1.09162,103.730815,1.02885167,103.64017833,Masuk
525015965,Pulau Sebarok_Singapore,Indonesia,Cargo,2022-04-18 17:06:34,2022-02-24 23:27:05,4556369,1.19277,103.99731833,1.19932833,104.00207833,Masuk
525015965,Pulau Sebarok_Singapore,Indonesia,Cargo,2022-05-19 20:08:40,2022-02-24 23:27:05,7245695,1.20103667,103.99447,1.19932833,104.00207833,Masuk
525018275,Pulau Sebarok_Singapore,Indonesia,Other,2022-06-03 14:50:43,2022-06-03 11:53:06,10657,1.1588,103.98092,1.18333333,104.00166667,Masuk
525018275,Pulau Sebarok_Singapore,Indonesia,Other,2022-05-26 07:34:46,2022-05-26 04:15:13,11973,1.16166667,103.98166667,1.18508833,104.002685,Masuk
525019415,Serangoon Harbor_Singapore,Indonesia,Cargo,2022-08-26 18:20:10,2022-08-24 12:49:37,192633,1.21166667,104.055,1.19666667,104.00666667,Masuk
525019550,Pulau Sebarok_Singapore,Indonesia,Tanker,2022-09-02 04:17:29,2022-09-02 01:34:48,9761,1.16103333,103.91916667,1.00005,103.95845,Masuk
525019550,Pulau Sebarok_Singapore,Indonesia,Tanker,2022-09-02 04:17:29,2022-09-01 23:28:49,17320,1.16103333,103.91916667,1.00011667,103.95856667,Masuk
525019570,Pelabuhan Sungai Udang_Malaysia,Indonesia,Cargo,2022-12-23 21:41:14,2022-12-12 15:30:29,972645,2.10113333,102.06896667,2.05,102.02833333,Masuk
525022310,Jurong Island_Singapore,Indonesia,Tanker,2022-07-18 00:34:09,2022-07-17 20:00:33,16416,1.15353667,103.82261833,1.08,103.55,Masuk
525022310,Jurong Island_Singapore,Indonesia,Tanker,2022-07-18 11:43:27,2022-07-17 20:00:33,56574,1.12716833,103.90631,1.08,103.55,Masuk
525023245,Jurong Island_Singapore,Indonesia,Cargo,2022-07-27 21:17:36,2022-07-12 01:07:53,1368583,1.255,103.65166667,1.17,103.535,Masuk
525023245,Jurong Island_Singapore,Indonesia,Cargo,2022-07-31 02:31:39,2022-07-12 01:07:53,1646626,1.27936667,103.66312,1.17,103.535,Masuk
525023246,Pulau Sebarok_Singapore,Indonesia,Cargo,2022-04-13 00:58:05,2022-04-12 18:17:15,24050,1.27952833,103.65857,1.22346167,103.99875667,Masuk
525024397,Port Dickson_Malaysia,Indonesia,Cargo,2022-12-28 12:59:45,2022-10-14 11:09:18,6486627,2.34340167,101.69382,2.49037333,101.57754,Masuk
525024397,Port Dickson_Malaysia,Indonesia,Cargo,2022-12-28 13:07:04,2022-10-14 11:09:18,6487066,2.37341,101.6905,2.49037333,101.57754,Masuk
525025085,Melaka_Malaysia,Indonesia,Cargo,2022-08-02 19:31:19,2022-07-25 01:03:28,757671,2.02647167,102.09004333,1.99504,102.22658667,Masuk
525025085,Melaka_Malaysia,Indonesia,Cargo,2022-12-03 04:42:44,2022-07-25 01:03:28,11331556,2.02285167,102.09678333,1.99504,102.22658667,Masuk
525100459,Phu My_Vietnam,Indonesia,Cargo,2022-06-15 07:21:45,2022-06-15 06:03:35,4690,10.52836167,107.00692833,10.37860667,107.04211333,Masuk
525100459,Phu My_Vietnam,Indonesia,Cargo,2022-06-15 18:48:08,2022-06-15 06:03:35,45873,10.56095833,106.98275167,10.37860667,107.04211333,Masuk
525101107,Tawa_Malaysia,Indonesia,Cargo,2022-02-01 20:24:43,2022-02-01 11:12:40,33123,4.14590833,117.682415,4.14635333,117.68150333,Masuk
525101107,Tawa_Malaysia,Indonesia,Cargo,2022-02-02 05:36:42,2022-02-01 11:12:40,66242,4.14574167,117.68375333,4.14635333,117.68150333,Masuk
525119166,Johor_Malaysia,Indonesia,Tanker,2022-07-10 18:11:43,2022-07-10 15:41:44,8999,1.39166667,103.955,1.33333333,104.1,Masuk
525121019,Serangoon Harbor_Singapore,Indonesia,Tanker,2022-06-07 06:19:41,2022-06-06 00:06:10,108811,1.25344667,103.99519833,1.20091167,103.89752833,Masuk
525121019,Serangoon Harbor_Singapore,Indonesia,Tanker,2022-06-21 09:04:32,2022-06-06 00:06:10,1328302,1.27082667,104.10163167,1.20091167,103.89752833,Masuk
525125021,Dai Hang_Vietnam,Indonesia,Cargo,2022-12-14 07:22:23,2022-12-01 15:35:39,1093604,8.59833333,108.50166667,8.44166667,108.47666667,Masuk
525200295,Johor_Malaysia,Indonesia,Cargo,2022-05-31 13:08:46,2022-05-31 01:25:59,42167,1.245,104.07166667,1.229245,103.89458167,Masuk
525200421,Keppel - (East Singapore)_Singapore,Indonesia,Passenger,2022-07-11 03:16:50,2022-04-30 02:13:20,6224610,1.459865,103.85944833,1.36060667,104.04986333,Masuk
525200748,Johor_Malaysia,Indonesia,Tanker,2022-04-02 18:48:07,2022-04-01 12:39:08,108539,1.44,104.00833333,1.33333333,104.10166667,Masuk
525200748,Johor_Malaysia,Indonesia,Tanker,2022-04-02 18:48:07,2022-04-01 04:48:06,136801,1.44,104.00833333,1.335,104.10166667,Masuk
525300321,Pulau Sebarok_Singapore,Indonesia,Dredging,2022-06-04 05:15:20,2022-06-04 02:02:55,11545,1.38398,103.96735333,1.27166667,104.00666667,Masuk
525301388,Tanjung Pelepas_Malaysia,Indonesia,Cargo,2022-08-02 21:31:07,2022-06-26 04:05:10,3259557,1.20118333,103.36984167,1.14347833,103.45349833,Masuk
525301388,Tanjung Pelepas_Malaysia,Indonesia,Cargo,2022-10-06 03:51:11,2022-06-26 04:05:10,8811961,1.15833333,103.425,1.14347833,103.45349833,Masuk
525500842,Pulau Bukom_Singapore,Indonesia,Passenger,2022-02-27 08:09:37,2022-02-23 01:26:52,369765,1.13711333,103.91139333,1.03593833,103.56434,Masuk
525500842,Pulau Bukom_Singapore,Indonesia,Passenger,2022-02-28 00:58:02,2022-02-23 01:26:52,430270,1.13497833,103.78639333,1.03593833,103.56434,Masuk
525002039,Jurong Island_Singapore,Indonesia,Cargo,2022-06-22 15:52:56,2022-06-10 18:32:17,1027239,1.12821333,103.54812,1.108545,103.537285,Masuk
525003391,Johor_Malaysia,Indonesia,Tanker,2022-01-31 03:17:09,2022-01-08 09:51:51,1963518,1.291915,103.70376333,1.325575,104.10258833,Masuk
525003391,Johor_Malaysia,Indonesia,Tanker,2022-01-31 03:17:09,2022-01-08 02:54:51,1988538,1.291915,103.70376333,1.32562333,104.10153667,Masuk
525006247,Serangoon Harbor_Singapore,Indonesia,Tanker,2022-08-07 04:13:36,2022-03-16 02:45:42,12446874,1.21911167,104.1133,1.19914333,104.124565,Masuk
525008093,New Mangalore_India,Indonesia,Tanker,2022-06-20 12:55:59,2022-06-20 05:55:59,25200,12.950195,74.61112833,12.95206667,74.60982833,Masuk
525012370,Pulau Bukom_Singapore,Indonesia,Cargo,2022-02-07 15:57:05,2022-02-07 00:07:21,56984,1.30262,103.71930167,1.19570167,103.56366833,Masuk
525016669,Calapan_Philippines,Indonesia,Cargo,2022-03-22 17:08:06,2022-03-22 08:46:21,30105,13.47833333,121.33,13.345,121.39333333,Masuk
525018275,Keppel - (East Singapore)_Singapore,Indonesia,Other,2022-09-12 13:14:40,2022-09-11 08:38:27,102973,1.21876833,103.89771,1.35333333,104.055,Masuk
525019449,Jurong Island_Singapore,Indonesia,Passenger,2022-06-13 08:40:31,2022-06-11 19:46:53,132818,1.18503167,103.86846167,1.08018,103.72772333,Masuk
525020239,Serangoon Harbor_Singapore,Indonesia,Cargo,2022-11-30 15:03:51,2022-11-30 14:29:10,2081,1.22496333,104.09580667,1.22516,104.14614667,Masuk
525020239,Serangoon Harbor_Singapore,Indonesia,Cargo,2022-11-30 15:03:51,2022-11-20 17:06:03,856668,1.22496333,104.09580667,1.20149333,104.00254,Masuk
525100545,Tokuyama_Japan,Indonesia,Tanker,2022-08-25 19:31:18,2022-06-22 16:21:31,5540987,34.01491667,131.78938333,33.8704,131.56621667,Masuk
525108017,Pulau Sebarok_Singapore,Indonesia,Tanker,2022-10-10 21:19:25,2022-10-10 10:14:35,39890,1.29381167,103.93013667,1.26442,104.00377,Masuk
525108017,Pulau Sebarok_Singapore,Indonesia,Tanker,2022-10-10 22:10:28,2022-10-10 10:14:35,42953,1.29375833,103.93010333,1.26442,104.00377,Masuk
525108023,Keppel - (East Singapore)_Singapore,Indonesia,Tanker,2022-10-01 01:02:25,2022-09-30 20:59:37,14568,1.21402833,103.92670167,1.19587667,103.648175,Masuk
525109002,Jurong Island_Singapore,Indonesia,Cargo,2022-01-27 22:51:12,2022-01-27 21:14:05,5827,1.21666667,103.88833333,1.08590167,103.72311667,Masuk
525109002,Jurong Island_Singapore,Indonesia,Cargo,2022-01-27 23:06:11,2022-01-27 21:14:05,6726,1.23,103.88833333,1.08590167,103.72311667,Masuk
525111005,Johor_Malaysia,Indonesia,Tanker,2022-12-02 12:13:10,2022-12-02 02:51:31,33699,1.28916667,103.72883333,1.22983333,103.8075,Masuk
525111005,Johor_Malaysia,Indonesia,Tanker,2022-07-01 13:07:38,2022-07-01 03:03:58,36220,1.29716667,103.71383333,1.22905667,103.805585,Masuk
525114059,Johor_Malaysia,Indonesia,Other,2022-06-27 17:19:48,2022-06-27 03:59:33,48015,1.29897333,103.75781833,1.22905,103.70237833,Masuk
525114059,Johor_Malaysia,Indonesia,Other,2022-06-28 11:22:49,2022-06-27 03:59:33,112996,1.29893833,103.75784667,1.22905,103.70237833,Masuk
525119158,Keppel - (East Singapore)_Singapore,Indonesia,Tanker,2022-11-30 09:56:48,2022-11-29 14:02:59,71629,1.289215,103.921,1.27066667,104.050805,Masuk
525119158,Keppel - (East Singapore)_Singapore,Indonesia,Tanker,2022-11-30 20:02:48,2022-11-29 14:02:59,107989,1.28912833,103.91939333,1.27066667,104.050805,Masuk
525119170,Douala_Cameroon,Indonesia,Cargo,2022-12-30 13:18:29,2022-12-30 08:25:24,17585,3.86836667,9.49661833,3.86,9.47833333,Masuk
525119170,Douala_Cameroon,Indonesia,Cargo,2022-12-30 18:26:53,2022-12-30 08:25:24,36089,3.87,9.5,3.86,9.47833333,Masuk
525119170,Europa Point_Gibraltar,Indonesia,Cargo,2022-07-31 22:44:19,2022-07-31 13:55:06,31753,36.065,-5.19833333,36.10432,-5.099075,Masuk
525119170,Rufisque_Senegal,Indonesia,Cargo,2022-09-14 11:08:29,2022-09-14 11:01:13,436,14.55717167,-17.46478167,14.55912,-17.49068333,Masuk
525119170,Rufisque_Senegal,Indonesia,Cargo,2022-09-14 20:53:23,2022-09-14 11:01:13,35530,14.57029,-17.35803167,14.55912,-17.49068333,Masuk
525125034,Pulau Bukom_Singapore,Indonesia,Cargo,2022-02-03 22:35:26,2022-02-03 14:27:08,29298,1.26833333,103.87833333,1.19,103.96566667,Masuk
525125034,Pulau Bukom_Singapore,Indonesia,Cargo,2022-02-03 22:35:26,2022-02-03 00:44:27,78659,1.26833333,103.87833333,1.19,103.965,Masuk
525300146,Keppel - (East Singapore)_Singapore,Indonesia,Cargo,2022-02-27 12:57:34,2022-02-27 00:31:42,44752,1.08275,103.88403333,1.0811,103.89555,Masuk
525300146,Keppel - (East Singapore)_Singapore,Indonesia,Cargo,2022-02-27 15:46:24,2022-02-27 00:31:42,54882,1.08286667,103.88296667,1.0811,103.89555,Masuk
525301553,Keppel - (East Singapore)_Singapore,Indonesia,Tanker,2022-08-22 03:49:47,2022-08-07 21:56:30,1230797,1.17555,103.78936667,1.24625,104.05311667,Masuk
525400301,Pulau Bukom_Singapore,Indonesia,Tanker,2022-10-13 23:33:08,2022-10-13 21:07:26,8742,1.19916667,103.58833333,1.24621667,103.96705,Masuk
525400301,Pulau Bukom_Singapore,Indonesia,Tanker,2022-10-17 21:47:44,2022-10-13 21:07:26,348018,1.18333333,103.70833333,1.24621667,103.96705,Masuk
525003211,Jurong Island_Singapore,Indonesia,Cargo,2022-11-28 20:14:29,2022-11-28 13:22:59,24690,1.27801833,103.66613,1.165,103.53333333,Masuk
525003211,Jurong Island_Singapore,Indonesia,Cargo,2022-11-28 20:53:29,2022-11-28 13:22:59,27030,1.27798667,103.66613167,1.165,103.53333333,Masuk
525015706,Port Klang_Malaysia,Indonesia,Cargo,2022-10-12 21:39:21,2022-10-12 14:15:44,26617,3.038635,101.35665,3.207155,101.21809333,Masuk
525015706,Port Klang_Malaysia,Indonesia,Cargo,2022-10-12 23:49:21,2022-10-12 14:15:44,34417,3.03868167,101.35670333,3.207155,101.21809333,Masuk
525023055,Serangoon Harbor_Singapore,Indonesia,Passenger,2022-11-22 10:03:49,2022-11-20 09:54:17,173372,1.26223833,103.81782,1.198175,104.09433667,Masuk
525100545,Choshi_Japan,Indonesia,Tanker,2022-07-11 20:25:46,2022-01-04 21:25:19,16239627,35.63871667,140.8664,35.93705,140.70781667,Masuk
525100764,Jurong Island_Singapore,Indonesia,Tanker,2022-03-24 21:08:09,2022-03-20 21:45:06,343383,1.29175,103.70370167,1.19090333,103.93730167,Masuk
525119111,Keppel - (East Singapore)_Singapore,Indonesia,Tanker,2022-06-20 07:47:38,2022-06-19 10:13:36,77642,1.185,103.69,1.278065,103.64395167,Masuk
525119111,Keppel - (East Singapore)_Singapore,Indonesia,Tanker,2022-06-20 08:14:41,2022-06-19 10:13:36,79265,1.185,103.69,1.278065,103.64395167,Masuk
525119111,Port Klang_Malaysia,Indonesia,Tanker,2022-08-22 19:13:40,2022-08-22 03:35:37,56283,2.97333333,101.31833333,2.79562667,101.28030333,Masuk
525119111,Port Klang_Malaysia,Indonesia,Tanker,2022-08-22 19:49:42,2022-08-22 03:35:37,58445,2.97333333,101.31833333,2.79562667,101.28030333,Masuk
525119139,Tanjung Pelepas_Malaysia,Indonesia,Tanker,2022-04-09 04:52:21,2022-04-09 03:12:35,5986,1.23347167,103.404845,1.14149333,103.73928167,Masuk
525119184,Ju Aymah Lpg Terminal_Saudi Arabia,Indonesia,Tanker,2022-09-25 12:38:23,2022-01-25 01:32:21,21035162,26.67143333,50.1837,26.66551667,50.23693333,Masuk
525121016,Pulau Sebarok_Singapore,Indonesia,Tanker,2022-11-03 21:16:10,2022-11-03 12:38:07,31083,1.193775,103.68999,1.21393,103.592355,Masuk
525121016,Pulau Sebarok_Singapore,Indonesia,Tanker,2022-09-27 17:25:04,2022-09-25 18:52:35,167549,1.23033167,103.81377167,1.273785,103.59938833,Masuk
525121029,Jurong Island_Singapore,Indonesia,Cargo,2022-12-14 07:43:09,2022-06-30 01:25:05,14451484,1.25666667,103.60666667,1.15666667,103.935,Masuk
525121029,Jurong Island_Singapore,Indonesia,Cargo,2022-12-14 07:43:09,2022-06-29 18:25:39,14476650,1.25666667,103.60666667,1.156545,103.93728,Masuk
525125021,Pulau Pinang_Malaysia,Indonesia,Cargo,2022-10-16 17:00:36,2022-10-16 15:24:20,5776,5.57333333,100.17666667,5.57333333,100.15166667,Masuk
525125021,Pulau Pinang_Malaysia,Indonesia,Cargo,2022-10-16 17:23:57,2022-10-16 15:24:20,7177,5.57454167,100.23722,5.57333333,100.15166667,Masuk
525200357,Jurong Island_Singapore,Indonesia,Passenger,2022-11-22 10:27:33,2022-11-22 05:27:13,18020,1.36019833,103.6381,1.13989833,103.52573333,Masuk
525300061,Jurong Island_Singapore,Indonesia,Tanker,2022-01-26 22:41:56,2022-01-16 20:31:29,871827,1.16,103.77333333,1.21965833,103.93148667,Masuk
525300061,Jurong Island_Singapore,Indonesia,Tanker,2022-01-26 22:41:56,2022-01-06 07:17:45,1783451,1.16,103.77333333,1.23333333,103.93166667,Masuk
525401281,Moji Ko_Japan,Indonesia,Tanker,2022-12-15 14:06:57,2022-12-14 23:39:58,52019,33.92,130.86333333,34.06833333,130.72,Masuk
525401281,Moji Ko_Japan,Indonesia,Tanker,2022-12-15 21:18:55,2022-12-14 23:39:58,77937,33.92,130.86333333,34.06833333,130.72,Masuk
525500381,Keppel - (East Singapore)_Singapore,Indonesia,Passenger,2022-12-21 01:03:09,2022-12-15 05:30:49,502340,1.39635167,104.010785,1.36135167,104.04620833,Masuk
525600798,Pulau Bukom_Singapore,Indonesia,Passenger,2022-04-20 09:07:37,2022-04-20 02:35:55,23502,1.144,103.74566667,1.164,103.96433333,Masuk
525600798,Pulau Bukom_Singapore,Indonesia,Passenger,2022-04-20 10:19:48,2022-04-20 02:35:55,27833,1.23283333,103.59166667,1.164,103.96433333,Masuk
525007242,Pulau Bukom_Singapore,Indonesia,Tanker,2022-03-10 10:21:12,2022-02-22 22:12:49,1339703,1.15479833,103.81623333,1.079015,103.55986667,Masuk
525012277,Jurong Island_Singapore,Indonesia,Other,2022-06-29 13:41:37,2022-06-29 06:38:37,25380,1.22833333,103.815,1.24166667,103.94,Masuk
525012277,Jurong Island_Singapore,Indonesia,Other,2022-06-29 17:16:22,2022-06-29 06:38:37,38265,1.22923333,103.81707833,1.24166667,103.94,Masuk
525013043,Keppel - (East Singapore)_Singapore,Indonesia,Cargo,2022-06-29 12:20:55,2022-01-18 03:36:09,14028286,1.16498,103.99899833,1.07728667,103.70866333,Masuk
525013043,Keppel - (East Singapore)_Singapore,Indonesia,Cargo,2022-06-30 02:00:21,2022-01-18 03:36:09,14077452,1.16499,103.999015,1.07728667,103.70866333,Masuk
525015706,Pulau Bukom_Singapore,Indonesia,Cargo,2022-12-14 14:49:56,2022-12-14 12:17:01,9175,1.41310167,103.92926667,1.43674667,103.88991167,Masuk
525015706,Pulau Bukom_Singapore,Indonesia,Cargo,2022-12-01 08:41:07,2022-12-01 05:54:23,10004,1.43055167,103.897395,1.43570667,103.89219667,Masuk
525015788,Takula Terminal_Angola,Indonesia,Other,2022-09-09 19:32:09,2022-09-09 18:58:32,2017,-5.02759,11.585135,-5.01666667,11.58666667,Masuk
525015788,Takula Terminal_Angola,Indonesia,Other,2022-11-26 17:49:34,2022-11-26 09:26:57,30157,-5.02666667,11.58333333,-5.02541,11.576545,Masuk
525018271,Pulau Bukom_Singapore,Indonesia,Other,2022-07-27 10:32:53,2022-07-27 07:56:25,9388,1.17833333,103.96333333,1.17833333,103.965,Masuk
525023251,Pulau Sebarok_Singapore,Indonesia,Cargo,2022-10-15 04:33:45,2022-10-15 03:09:33,5052,1.198625,103.92580167,1.21,104.00166667,Masuk
525023251,Pulau Sebarok_Singapore,Indonesia,Cargo,2022-10-16 12:29:59,2022-10-15 03:09:33,120026,1.27806833,103.66624167,1.21,104.00166667,Masuk
525024128,Qui Nhon_Vietnam,Indonesia,Tanker,2022-09-11 07:16:02,2022-07-10 23:26:06,5384996,13.57578667,109.41080833,13.972785,109.43372833,Masuk
525100545,Yokohama Ko_Japan,Indonesia,Tanker,2022-12-03 02:51:30,2022-05-10 11:42:59,17852911,35.34141667,139.71021667,35.44671667,139.8277,Masuk
525109003,Jurong Island_Singapore,Indonesia,Cargo,2022-06-06 05:15:50,2022-06-06 01:08:26,14844,1.24831167,103.812615,1.17211667,103.530305,Masuk
525109003,Jurong Island_Singapore,Indonesia,Cargo,2022-06-06 14:47:51,2022-06-06 01:08:26,49165,1.24666667,103.81166667,1.17211667,103.530305,Masuk
525114003,Johor_Malaysia,Indonesia,Tanker,2022-01-09 22:35:24,2022-01-08 02:32:42,158562,1.29733333,103.71381667,1.22833333,103.80166667,Masuk
525114003,Johor_Malaysia,Indonesia,Tanker,2022-01-09 22:37:56,2022-01-08 02:32:42,158714,1.29666667,103.71333333,1.22833333,103.80166667,Masuk
