day,average_time_in_port
9/11/2022,390.8157335
9/12/2022,408.0386218
9/13/2022,407.3038788
9/14/2022,410.9962934
9/15/2022,396.1808462
9/16/2022,449.1227703
9/17/2022,379.8561258
9/18/2022,390.6337781
9/19/2022,373.6861538
9/20/2022,404.5178671
9/21/2022,333.4195316
9/22/2022,408.3140867
9/23/2022,460.3409558
9/24/2022,477.5661927
9/25/2022,397.0514271
9/26/2022,469.7027475
9/27/2022,402.8767397
9/28/2022,364.4541245
9/29/2022,423.4259036
9/30/2022,456.7833892
10/1/2022,434.5986811
10/2/2022,407.7959266
10/3/2022,452.9805009
10/4/2022,514.8637101
10/5/2022,395.4625278
10/6/2022,387.8822151
10/7/2022,348.1428958
10/8/2022,439.987359
10/9/2022,386.2267241
10/10/2022,468.814025
10/11/2022,402.3850646
10/12/2022,334.0103979
10/13/2022,382.2001739
10/14/2022,391.7530581
10/15/2022,450.0530574
10/16/2022,397.9555381
10/17/2022,418.4132679
10/18/2022,423.4106763
10/19/2022,345.3374665
10/20/2022,438.4678462
10/21/2022,405.2210029
10/22/2022,472.4705696
10/23/2022,390.3116858
10/24/2022,470.9731909
10/25/2022,410.3610336
10/26/2022,369.7717784
10/27/2022,456.894238
10/28/2022,463.2154281
10/29/2022,395.9254682
10/30/2022,400.813143
10/31/2022,404.3013784
11/1/2022,377.5248634
11/2/2022,422.0947641
11/3/2022,448.1942193
11/4/2022,410.8034446
11/5/2022,395.2588415
11/6/2022,306.2887917
11/7/2022,210.7845875
11/8/2022,67.18668942
11/19/2022,617.525801
11/20/2022,442.8469388
11/21/2022,454.5290097
11/22/2022,356.1442219
11/23/2022,445.9589147
11/24/2022,413.1211427
11/25/2022,467.2305143
11/26/2022,407.8824227
11/27/2022,539.3047748
11/28/2022,498.1371995
11/29/2022,410.6374111
11/30/2022,400.4068204
12/1/2022,390.0772815
12/2/2022,400.1339479
12/3/2022,427.0229385
12/4/2022,437.47151
12/5/2022,402.557022
12/6/2022,460.9232942
12/7/2022,387.9302269
12/8/2022,430.7594767
12/9/2022,419.5404686
12/10/2022,462.4021877
12/11/2022,443.4923121
12/12/2022,441.4136845
12/13/2022,447.6411365
12/14/2022,450.302682
12/15/2022,400.1692525
12/16/2022,379.2647254
12/17/2022,385.1518141
12/18/2022,444.4682697
12/19/2022,464.5584409
12/20/2022,505.3755408
12/21/2022,373.3060854
12/22/2022,408.3482123
12/23/2022,465.2533105
12/24/2022,463.9274807
12/25/2022,420.1070091
12/26/2022,332.7612654
12/27/2022,321.4333333
12/28/2022,460.7646145
12/29/2022,370.5342424
12/30/2022,223.5018128
12/31/2022,65.0124121
