day,median_time_in_port
1/1/2022,63
1/2/2022,37.8
1/3/2022,35.01666667
1/4/2022,72.16666667
1/5/2022,70.65
1/6/2022,26.65
1/7/2022,48.01666667
1/8/2022,33.23333333
1/9/2022,64.7
1/10/2022,41.96666667
1/11/2022,59.96666667
1/12/2022,48.01666667
1/13/2022,69.06666667
1/14/2022,35.13333333
1/15/2022,30.63333333
1/16/2022,32.58333333
1/17/2022,31.81666667
1/18/2022,30.33333333
1/19/2022,36.05
1/20/2022,81.65
1/21/2022,80.91666667
1/22/2022,78.25
1/23/2022,73.26666667
1/24/2022,72
1/25/2022,77.95
1/26/2022,57.86666667
1/27/2022,71.33333333
1/28/2022,66.01666667
1/29/2022,80.51666667
1/30/2022,40.3
1/31/2022,39
2/1/2022,52.98333333
2/2/2022,30.31666667
2/3/2022,37.85
2/4/2022,67.16666667
2/5/2022,50.66666667
2/6/2022,39.51666667
2/7/2022,30.13333333
2/8/2022,77.96666667
2/9/2022,32.31666667
2/10/2022,35.35
2/11/2022,87.35
2/12/2022,43.31666667
2/13/2022,36
2/14/2022,33.01666667
2/15/2022,94.83333333
2/16/2022,32.96666667
2/17/2022,30.35
2/18/2022,52.01666667
2/19/2022,36.03333333
2/20/2022,32.93333333
2/21/2022,32.5
2/22/2022,24.06666667
2/23/2022,39.45
2/24/2022,62.81666667
2/25/2022,81
2/26/2022,82.55
2/27/2022,35.98333333
2/28/2022,40.31666667
3/1/2022,44.73333333
3/2/2022,47.88333333
3/3/2022,40.53333333
3/4/2022,84.38333333
3/5/2022,42.78333333
3/6/2022,41.16666667
3/7/2022,89.53333333
3/8/2022,89.96666667
3/9/2022,72.1
3/10/2022,78.01666667
3/11/2022,44.28333333
3/12/2022,27.36666667
3/13/2022,32
3/14/2022,59.96666667
3/15/2022,60.01666667
3/16/2022,42.46666667
3/17/2022,44.61666667
3/18/2022,36.5
3/19/2022,32
3/20/2022,30.51666667
3/21/2022,30.18333333
3/22/2022,29.01666667
3/23/2022,40.65
3/24/2022,40.65
3/25/2022,90.45
3/26/2022,46.5
3/27/2022,102.6666667
3/28/2022,82.88333333
3/29/2022,64.98333333
3/30/2022,83.93333333
3/31/2022,81.3
4/1/2022,60
4/2/2022,81
4/3/2022,77.98333333
4/4/2022,81.96666667
4/5/2022,88.31666667
4/6/2022,42
