mmsi,Port,dt_pos_utc,fc_vessel,sc_vessel,vessel_type,ns_vessel,draught,position,latitude,longitude,masuk_pelabuhan,keluar_pelabuhan
525015658,Pulau Bukom,2022-01-31 14:11:47,Indonesia,Indonesia,Cargo,Moored,6.0,in port,1.26711333,103.78310333,-,-
525015658,Pulau Sebarok,2022-01-31 14:11:47,Indonesia,Indonesia,Cargo,Moored,6.0,in port,1.26711333,103.78310333,-,-
525015658,Serangoon Harbor,2022-01-31 14:11:47,Indonesia,Indonesia,Cargo,Moored,6.0,in port,1.26711333,103.78310333,-,-
525015658,Johor,2022-01-31 14:12:50,Indonesia,Indonesia,Cargo,Moored,6.0,in port,1.26666667,103.78333333,-,-
525015658,Jurong Island,2022-01-31 14:12:50,Indonesia,Indonesia,Cargo,Moored,6.0,in port,1.26666667,103.78333333,-,-
525015658,Keppel - (East Singapore),2022-01-31 14:12:50,Indonesia,Indonesia,Cargo,Moored,6.0,in port,1.26666667,103.78333333,-,-
525015658,Pulau Bukom,2022-01-31 14:12:50,Indonesia,Indonesia,Cargo,Moored,6.0,in port,1.26666667,103.78333333,-,-
525015658,Pulau Sebarok,2022-01-31 14:12:50,Indonesia,Indonesia,Cargo,Moored,6.0,in port,1.26666667,103.78333333,-,-
525015658,Serangoon Harbor,2022-01-31 14:12:50,Indonesia,Indonesia,Cargo,Moored,6.0,in port,1.26666667,103.78333333,-,-
525015658,Johor,2022-01-31 14:15:47,Indonesia,Indonesia,Cargo,Moored,6.0,in port,1.26666667,103.78333333,-,-
525015658,Jurong Island,2022-01-31 14:15:47,Indonesia,Indonesia,Cargo,Moored,6.0,in port,1.26666667,103.78333333,-,-
525015658,Keppel - (East Singapore),2022-01-31 14:15:47,Indonesia,Indonesia,Cargo,Moored,6.0,in port,1.26666667,103.78333333,-,-
525015658,Pulau Bukom,2022-01-31 14:15:47,Indonesia,Indonesia,Cargo,Moored,6.0,in port,1.26666667,103.78333333,-,-
525015658,Pulau Sebarok,2022-01-31 14:15:47,Indonesia,Indonesia,Cargo,Moored,6.0,in port,1.26666667,103.78333333,-,-
525015658,Serangoon Harbor,2022-01-31 14:15:47,Indonesia,Indonesia,Cargo,Moored,6.0,in port,1.26666667,103.78333333,-,-
525015658,Johor,2022-01-31 14:22:45,Indonesia,Indonesia,Cargo,Moored,6.0,in port,1.26706333,103.78305833,-,-
525015658,Jurong Island,2022-01-31 14:22:45,Indonesia,Indonesia,Cargo,Moored,6.0,in port,1.26706333,103.78305833,-,-
525015658,Keppel - (East Singapore),2022-01-31 14:22:45,Indonesia,Indonesia,Cargo,Moored,6.0,in port,1.26706333,103.78305833,-,-
525015658,Pulau Bukom,2022-01-31 14:22:45,Indonesia,Indonesia,Cargo,Moored,6.0,in port,1.26706333,103.78305833,-,-
525015658,Pulau Sebarok,2022-01-31 14:22:45,Indonesia,Indonesia,Cargo,Moored,6.0,in port,1.26706333,103.78305833,-,-
