mmsi,Port,dt_pos_utc,fc_vessel,sc_vessel,vessel_type,ns_vessel,draught,position,latitude,longitude,masuk_pelabuhan,keluar_pelabuhan
525015658,Jurong Island,2022-04-08 18:59:48,Indonesia,Indonesia,Cargo,Moored,8.6,in port,1.27188667,103.785965,-,-
525015658,Keppel - (East Singapore),2022-04-08 18:59:48,Indonesia,Indonesia,Cargo,Moored,8.6,in port,1.27188667,103.785965,-,-
525015658,Pulau Bukom,2022-04-08 18:59:48,Indonesia,Indonesia,Cargo,Moored,8.6,in port,1.27188667,103.785965,-,-
525015658,Pulau Sebarok,2022-04-08 18:59:48,Indonesia,Indonesia,Cargo,Moored,8.6,in port,1.27188667,103.785965,-,-
525015658,Serangoon Harbor,2022-04-08 18:59:48,Indonesia,Indonesia,Cargo,Moored,8.6,in port,1.27188667,103.785965,-,-
525015658,Johor,2022-04-08 19:11:48,Indonesia,Indonesia,Cargo,Moored,8.6,in port,1.27188833,103.785965,-,-
525015658,Jurong Island,2022-04-08 19:11:48,Indonesia,Indonesia,Cargo,Moored,8.6,in port,1.27188833,103.785965,-,-
525015658,Keppel - (East Singapore),2022-04-08 19:11:48,Indonesia,Indonesia,Cargo,Moored,8.6,in port,1.27188833,103.785965,-,-
525015658,Pulau Bukom,2022-04-08 19:11:48,Indonesia,Indonesia,Cargo,Moored,8.6,in port,1.27188833,103.785965,-,-
525015658,Pulau Sebarok,2022-04-08 19:11:48,Indonesia,Indonesia,Cargo,Moored,8.6,in port,1.27188833,103.785965,-,-
525015658,Serangoon Harbor,2022-04-08 19:11:48,Indonesia,Indonesia,Cargo,Moored,8.6,in port,1.27188833,103.785965,-,-
525015658,Johor,2022-04-08 19:26:49,Indonesia,Indonesia,Cargo,Moored,8.6,in port,1.27189,103.785965,-,-
525015658,Jurong Island,2022-04-08 19:26:49,Indonesia,Indonesia,Cargo,Moored,8.6,in port,1.27189,103.785965,-,-
525015658,Keppel - (East Singapore),2022-04-08 19:26:49,Indonesia,Indonesia,Cargo,Moored,8.6,in port,1.27189,103.785965,-,-
525015658,Pulau Bukom,2022-04-08 19:26:49,Indonesia,Indonesia,Cargo,Moored,8.6,in port,1.27189,103.785965,-,-
525015658,Pulau Sebarok,2022-04-08 19:26:49,Indonesia,Indonesia,Cargo,Moored,8.6,in port,1.27189,103.785965,-,-
525015658,Serangoon Harbor,2022-04-08 19:26:49,Indonesia,Indonesia,Cargo,Moored,8.6,in port,1.27189,103.785965,-,-
525015658,Johor,2022-04-08 19:38:49,Indonesia,Indonesia,Cargo,Moored,8.6,in port,1.27189167,103.785965,-,-
525015658,Jurong Island,2022-04-08 19:38:49,Indonesia,Indonesia,Cargo,Moored,8.6,in port,1.27189167,103.785965,-,-
525015658,Keppel - (East Singapore),2022-04-08 19:38:49,Indonesia,Indonesia,Cargo,Moored,8.6,in port,1.27189167,103.785965,-,-
525015658,Pulau Bukom,2022-04-08 19:38:49,Indonesia,Indonesia,Cargo,Moored,8.6,in port,1.27189167,103.785965,-,-
525015658,Pulau Sebarok,2022-04-08 19:38:49,Indonesia,Indonesia,Cargo,Moored,8.6,in port,1.27189167,103.785965,-,-
525015658,Serangoon Harbor,2022-04-08 19:38:49,Indonesia,Indonesia,Cargo,Moored,8.6,in port,1.27189167,103.785965,-,-
525015658,Johor,2022-04-08 19:50:49,Indonesia,Indonesia,Cargo,Moored,8.6,in port,1.27189167,103.78597333,-,-
525015658,Jurong Island,2022-04-08 19:50:49,Indonesia,Indonesia,Cargo,Moored,8.6,in port,1.27189167,103.78597333,-,-
