mmsi,Port,dt_pos_utc,fc_vessel,sc_vessel,vessel_type,ns_vessel,draught,position,latitude,longitude,masuk_pelabuhan,keluar_pelabuhan
525005397,,2022-01-05 00:49:41,Indonesia,Indonesia,Cargo,Under Way Using Engine,8.7,out port,2.252405,101.78028667,masuk,-
525005397,Tanjung Pelepas,2022-01-05 08:56:29,Indonesia,Indonesia,Cargo,Under Way Using Engine,6.3,in port,1.15794667,103.44626667,masuk,keluar
525005397,,2022-01-05 09:01:20,Indonesia,Indonesia,Cargo,Under Way Using Engine,6.3,out port,1.14859167,103.46235833,-,keluar
525005397,,2022-01-05 09:13:31,Indonesia,Indonesia,Cargo,Under Way Using Engine,6.3,out port,1.12673333,103.50215,masuk,-
525005397,Pulau Bukom,2022-01-05 09:37:51,Indonesia,Indonesia,Cargo,Under Way Using Engine,6.3,in port,1.08179667,103.58069167,masuk,-
525005397,Pulau Bukom,2022-01-05 10:00:20,Indonesia,Indonesia,Cargo,Under Way Using Engine,6.3,in port,1.04400333,103.65494667,-,-
525005397,Pulau Sebarok,2022-01-05 10:00:20,Indonesia,Indonesia,Cargo,Under Way Using Engine,6.3,in port,1.04400333,103.65494667,-,-
525005397,Pulau Bukom,2022-01-05 10:11:14,Indonesia,Indonesia,Cargo,Under Way Using Engine,6.3,in port,1.06387,103.69384333,-,-
525005397,Pulau Sebarok,2022-01-05 10:11:14,Indonesia,Indonesia,Cargo,Under Way Using Engine,6.3,in port,1.06387,103.69384333,-,-
525005397,Pulau Bukom,2022-01-05 10:14:32,Indonesia,Indonesia,Cargo,Under Way Using Engine,6.3,in port,1.07196667,103.70608167,-,-
525005397,Pulau Sebarok,2022-01-05 10:14:32,Indonesia,Indonesia,Cargo,Under Way Using Engine,6.3,in port,1.07196667,103.70608167,-,-
525005397,Jurong Island,2022-01-05 10:21:38,Indonesia,Indonesia,Cargo,Under Way Using Engine,6.3,in port,1.09177167,103.73041833,-,-
525005397,Keppel - (East Singapore),2022-01-05 10:21:38,Indonesia,Indonesia,Cargo,Under Way Using Engine,6.3,in port,1.09177167,103.73041833,-,-
525005397,Pulau Bukom,2022-01-05 10:21:38,Indonesia,Indonesia,Cargo,Under Way Using Engine,6.3,in port,1.09177167,103.73041833,-,-
525005397,Pulau Sebarok,2022-01-05 10:21:38,Indonesia,Indonesia,Cargo,Under Way Using Engine,6.3,in port,1.09177167,103.73041833,-,-
525005397,Jurong Island,2022-01-05 10:26:56,Indonesia,Indonesia,Cargo,Under Way Using Engine,6.3,in port,1.110315,103.746535,-,-
525005397,Keppel - (East Singapore),2022-01-05 10:26:56,Indonesia,Indonesia,Cargo,Under Way Using Engine,6.3,in port,1.110315,103.746535,-,-
525005397,Pulau Bukom,2022-01-05 10:26:56,Indonesia,Indonesia,Cargo,Under Way Using Engine,6.3,in port,1.110315,103.746535,-,-
525005397,Pulau Sebarok,2022-01-05 10:26:56,Indonesia,Indonesia,Cargo,Under Way Using Engine,6.3,in port,1.110315,103.746535,-,-
525005397,Jurong Island,2022-01-05 10:31:43,Indonesia,Indonesia,Cargo,Under Way Using Engine,6.3,in port,1.12596167,103.762295,-,-
525005397,Keppel - (East Singapore),2022-01-05 10:31:43,Indonesia,Indonesia,Cargo,Under Way Using Engine,6.3,in port,1.12596167,103.762295,-,-
525005397,Pulau Bukom,2022-01-05 10:31:43,Indonesia,Indonesia,Cargo,Under Way Using Engine,6.3,in port,1.12596167,103.762295,-,-
525005397,Pulau Sebarok,2022-01-05 10:31:43,Indonesia,Indonesia,Cargo,Under Way Using Engine,6.3,in port,1.12596167,103.762295,-,-
525005397,Jurong Island,2022-01-05 10:42:19,Indonesia,Indonesia,Cargo,Under Way Using Engine,6.3,in port,1.15753667,103.80258333,-,-
525005397,Keppel - (East Singapore),2022-01-05 10:42:19,Indonesia,Indonesia,Cargo,Under Way Using Engine,6.3,in port,1.15753667,103.80258333,-,-
525005397,Pulau Bukom,2022-01-05 10:42:19,Indonesia,Indonesia,Cargo,Under Way Using Engine,6.3,in port,1.15753667,103.80258333,-,-
525005397,Pulau Sebarok,2022-01-05 10:42:19,Indonesia,Indonesia,Cargo,Under Way Using Engine,6.3,in port,1.15753667,103.80258333,-,-
525005397,Jurong Island,2022-01-05 10:52:31,Indonesia,Indonesia,Cargo,Under Way Using Engine,6.3,in port,1.17911667,103.848115,-,-
525005397,Keppel - (East Singapore),2022-01-05 10:52:31,Indonesia,Indonesia,Cargo,Under Way Using Engine,6.3,in port,1.17911667,103.848115,-,-
525005397,Pulau Bukom,2022-01-05 10:52:31,Indonesia,Indonesia,Cargo,Under Way Using Engine,6.3,in port,1.17911667,103.848115,-,-
525005397,Pulau Sebarok,2022-01-05 10:52:31,Indonesia,Indonesia,Cargo,Under Way Using Engine,6.3,in port,1.17911667,103.848115,-,-
525005397,Jurong Island,2022-01-05 10:59:01,Indonesia,Indonesia,Cargo,Under Way Using Engine,6.3,in port,1.19208167,103.87693833,-,-
525005397,Keppel - (East Singapore),2022-01-05 10:59:01,Indonesia,Indonesia,Cargo,Under Way Using Engine,6.3,in port,1.19208167,103.87693833,-,-
525005397,Pulau Bukom,2022-01-05 10:59:01,Indonesia,Indonesia,Cargo,Under Way Using Engine,6.3,in port,1.19208167,103.87693833,-,-
525005397,Pulau Sebarok,2022-01-05 10:59:01,Indonesia,Indonesia,Cargo,Under Way Using Engine,6.3,in port,1.19208167,103.87693833,-,-
525005397,Jurong Island,2022-01-05 11:02:38,Indonesia,Indonesia,Cargo,Under Way Using Engine,6.3,in port,1.19969167,103.89259833,-,-
525005397,Keppel - (East Singapore),2022-01-05 11:02:38,Indonesia,Indonesia,Cargo,Under Way Using Engine,6.3,in port,1.19969167,103.89259833,-,-
525005397,Pulau Bukom,2022-01-05 11:02:38,Indonesia,Indonesia,Cargo,Under Way Using Engine,6.3,in port,1.19969167,103.89259833,-,-
525005397,Pulau Sebarok,2022-01-05 11:02:38,Indonesia,Indonesia,Cargo,Under Way Using Engine,6.3,in port,1.19969167,103.89259833,-,-
525005397,Serangoon Harbor,2022-01-05 11:02:38,Indonesia,Indonesia,Cargo,Under Way Using Engine,6.3,in port,1.19969167,103.89259833,-,-
525005397,Keppel - (East Singapore),2022-01-05 11:12:42,Indonesia,Indonesia,Cargo,Under Way Using Engine,6.3,in port,1.21730333,103.934745,-,-
525005397,Pulau Bukom,2022-01-05 11:12:42,Indonesia,Indonesia,Cargo,Under Way Using Engine,6.3,in port,1.21730333,103.934745,-,-
525005397,Pulau Sebarok,2022-01-05 11:12:42,Indonesia,Indonesia,Cargo,Under Way Using Engine,6.3,in port,1.21730333,103.934745,-,-
