day,average_time_in_port
1/1/2022,996.7459905
1/2/2022,961.9653836
1/3/2022,1079.100381
1/4/2022,930.4760931
1/5/2022,843.3225155
1/6/2022,743.4981811
1/7/2022,771.4247292
1/8/2022,569.0426209
1/9/2022,680.3097233
1/10/2022,684.3300416
1/11/2022,919.770226
1/12/2022,864.7215195
1/13/2022,886.8494293
1/14/2022,1000.321859
1/15/2022,859.3952765
1/16/2022,856.8605593
1/17/2022,902.8995293
1/18/2022,690.6536761
1/19/2022,886.1221298
1/20/2022,901.4747869
1/21/2022,811.0862935
1/22/2022,978.4917039
1/23/2022,997.7703554
1/24/2022,624.3465371
1/25/2022,832.4404405
1/26/2022,692.0850274
1/27/2022,966.8108287
1/28/2022,859.9193078
1/29/2022,743.6541497
1/30/2022,575.1903765
1/31/2022,787.682936
2/1/2022,691.3018608
2/2/2022,1041.216498
2/3/2022,824.223269
2/4/2022,813.5436867
2/5/2022,724.3022246
2/6/2022,698.80625
2/7/2022,792.0620986
2/8/2022,618.8484311
2/9/2022,676.8771181
2/10/2022,801.5224339
2/11/2022,913.3571841
2/12/2022,828.4475238
2/13/2022,1021.065972
2/14/2022,857.9011369
2/15/2022,1352.982038
2/16/2022,964.9212756
2/17/2022,961.698401
2/18/2022,755.6246715
2/19/2022,969.121861
2/20/2022,761.9763569
2/21/2022,1059.680332
2/22/2022,742.0914206
2/23/2022,990.120591
2/24/2022,975.8444017
2/25/2022,718.002105
2/26/2022,732.4194674
2/27/2022,695.7780458
2/28/2022,761.8136578
3/1/2022,834.9141004
3/2/2022,1227.396589
3/3/2022,945.1896167
3/4/2022,777.7545752
3/5/2022,943.9957823
3/6/2022,893.0038356
3/7/2022,773.0391885
3/8/2022,986.9946997
3/9/2022,648.2388228
3/10/2022,1069.810819
3/11/2022,1034.268974
3/12/2022,828.1258642
3/13/2022,1052.222272
3/14/2022,897.2514126
3/15/2022,928.5154499
3/16/2022,917.645999
3/17/2022,884.6692013
3/18/2022,928.4545581
3/19/2022,719.6416914
3/20/2022,788.2672597
3/21/2022,757.5341812
3/22/2022,1079.76121
3/23/2022,974.7495781
3/24/2022,1030.841234
3/25/2022,1098.364749
3/26/2022,719.2806217
3/27/2022,1139.993251
3/28/2022,1303.310726
3/29/2022,1103.606325
3/30/2022,699.7420392
3/31/2022,795.2539659
4/1/2022,1029.940107
4/2/2022,850.1943089
4/3/2022,600.6001544
4/4/2022,890.6548301
4/5/2022,800.8821517
4/6/2022,1040.593797
4/7/2022,924.255881
4/8/2022,888.5504687
4/9/2022,919.187628
4/10/2022,815.7951026
4/11/2022,815.4336382
4/12/2022,1234.075495
4/13/2022,938.4487308
4/14/2022,1021.370348
4/15/2022,708.527008
4/16/2022,742.1186608
4/17/2022,878.1337893
4/18/2022,798.4158574
4/19/2022,709.3825837
4/20/2022,879.6655835
4/21/2022,888.1722303
4/22/2022,704.9452312
4/23/2022,861.7486247
4/24/2022,1172.332939
4/25/2022,1087.947183
4/26/2022,935.989386
4/27/2022,1110.277969
4/28/2022,949.3734148
4/29/2022,975.4776596
4/30/2022,1116.772912
5/1/2022,1188.152938
5/2/2022,834.6983927
5/3/2022,947.4099693
5/4/2022,820.4616765
5/5/2022,725.6662881
5/6/2022,633.2088302
5/7/2022,607.5428425
5/8/2022,1291.377688
5/9/2022,668.4660179
5/10/2022,722.7295863
5/11/2022,1170.840023
5/12/2022,1220.046997
5/13/2022,1162.106481
5/14/2022,841.5964504
5/15/2022,772.6603326
5/16/2022,1070.571254
5/17/2022,784.9085289
5/18/2022,865.4691781
5/19/2022,725.8850587
5/20/2022,835.8743956
5/21/2022,956.6952778
5/22/2022,760.2289177
5/23/2022,566.0700496
5/24/2022,914.8960686
5/25/2022,741.5533355
5/26/2022,796.9431973
5/27/2022,815.6550457
5/28/2022,940.9928468
5/29/2022,896.8901243
5/30/2022,702.0404454
5/31/2022,778.3830327
6/1/2022,823.0392376
6/2/2022,807.6104982
6/3/2022,826.0900666
6/4/2022,746.2388598
6/5/2022,717.1556538
6/6/2022,792.7213237
6/7/2022,696.3076379
6/8/2022,683.386121
6/9/2022,758.706064
6/10/2022,858.5817131
6/11/2022,644.8507329
6/12/2022,897.8885599
6/13/2022,789.715121
6/14/2022,829.4692879
6/15/2022,928.7993353
6/16/2022,833.1509036
6/17/2022,947.7653431
6/18/2022,844.1889071
6/19/2022,899.8287611
6/20/2022,758.9573301
6/21/2022,831.336927
6/22/2022,894.0180067
6/23/2022,654.1636109
6/24/2022,847.9626834
6/25/2022,791.2476594
6/26/2022,885.0786932
6/27/2022,835.6396568
6/28/2022,1103.056972
6/29/2022,790.4829144
6/30/2022,810.6145388
7/1/2022,743.8794726
7/2/2022,690.6489598
7/3/2022,829.9202347
7/4/2022,671.8626995
7/5/2022,774.5902082
7/6/2022,714.4518018
7/7/2022,1034.31607
7/8/2022,1233.162708
7/9/2022,1004.052065
7/10/2022,665.5364936
7/11/2022,779.4779465
7/12/2022,973.7843204
7/13/2022,1020.031939
7/14/2022,862.8140728
7/15/2022,684.4205655
7/16/2022,707.9448593
7/17/2022,746.5024767
7/18/2022,777.6638654
7/19/2022,826.417845
7/20/2022,817.6682377
7/21/2022,843.9671804
7/22/2022,732.9281316
7/23/2022,642.1474887
7/24/2022,718.3524004
7/25/2022,807.0184566
7/26/2022,896.8346342
7/27/2022,798.1465996
7/28/2022,904.9107883
7/29/2022,826.836127
7/30/2022,902.7154017
7/31/2022,943.6001346
8/1/2022,870.4997337
8/2/2022,983.4820264
8/3/2022,792.2649433
8/4/2022,708.6648343
8/5/2022,708.1913216
8/6/2022,834.2249478
8/7/2022,684.5457726
8/8/2022,678.6197559
8/9/2022,858.4737756
8/10/2022,825.5273964
8/11/2022,770.4460771
8/12/2022,906.9392053
8/13/2022,835.4824386
8/14/2022,948.3040675
8/15/2022,648.905489
8/16/2022,976.9299565
8/17/2022,727.3366171
8/18/2022,602.4092382
8/19/2022,665.93082
8/20/2022,814.5198907
8/21/2022,773.7692614
8/22/2022,805.2892566
8/23/2022,575.0241217
8/24/2022,749.9644293
8/25/2022,576.5753549
8/26/2022,832.5877976
8/27/2022,909.2060953
8/28/2022,865.4845845
8/29/2022,765.6739351
8/30/2022,782.2297297
8/31/2022,523.5633591
9/1/2022,719.556269
9/2/2022,553.6650794
9/3/2022,861.5219642
9/4/2022,658.147638
9/5/2022,559.4458656
9/6/2022,648.3476655
9/7/2022,624.2138207
9/8/2022,619.1152378
9/9/2022,705.5392652
9/10/2022,598.4495534
9/11/2022,775.369572
9/12/2022,867.6201369
9/13/2022,680.8543509
9/14/2022,815.9118648
9/15/2022,633.2525728
9/16/2022,679.4815366
9/17/2022,885.2112125
9/18/2022,756.5223419
9/19/2022,621.5087748
9/20/2022,617.504821
9/21/2022,701.0067576
9/22/2022,850.2488375
9/23/2022,799.0868421
9/24/2022,806.5637848
9/25/2022,781.7447819
9/26/2022,695.9106675
9/27/2022,1097.534275
9/28/2022,711.7008739
9/29/2022,760.9708471
9/30/2022,744.2146436
10/1/2022,674.5929764
10/2/2022,927.3368898
10/3/2022,551.8973713
10/4/2022,702.9244829
10/5/2022,835.5528224
