day,median_time_in_port,average_time_in_port
1/1/2022,248,1124.131153
1/2/2022,256,690.0487421
1/3/2022,256.3833333,1125.306871
1/4/2022,245.9666667,1236.689729
1/5/2022,247.55,1857.625292
1/6/2022,247.35,1365.087893
1/7/2022,266.4833333,1704.859673
1/8/2022,264.6833333,3392.749843
1/9/2022,265.65,1850.015351
1/10/2022,272.85,1334.137087
1/11/2022,257,1060.981404
1/12/2022,257.35,1145.137937
1/13/2022,267.0666667,1768.84736
1/14/2022,248.4166667,1382.697391
1/15/2022,263.6833333,3555.907212
1/16/2022,269.8833333,1618.549353
1/17/2022,269.7,1230.867871
1/18/2022,246.0666667,790.0577982
1/19/2022,258.9,769.0602201
1/20/2022,257.7,1532.163889
1/21/2022,257.3333333,2124.239193
1/22/2022,255.0333333,1027.024227
1/23/2022,260.9,1928.993827
1/24/2022,261.7166667,1408.450144
1/25/2022,248.05,1292.116208
1/26/2022,251.1666667,1520.097833
1/27/2022,270.0166667,841.2136667
1/28/2022,291.0333333,1378.753592
1/29/2022,261.1,832.9588589
1/30/2022,248.6166667,1478.842308
1/31/2022,247.1833333,4609.171078
2/1/2022,260.9833333,1874.170216
2/2/2022,267.2333333,1277.746903
2/3/2022,242.4833333,2002.098315
2/4/2022,263.9666667,1191.694818
2/5/2022,249.0333333,3789.280556
2/6/2022,302.8166667,2074.347193
2/7/2022,261.05,1575.513447
2/8/2022,260.9166667,2996.891667
2/9/2022,265.2166667,1946.9335
2/10/2022,291.4333333,1648.98617
2/11/2022,255.8833333,1357.611799
2/12/2022,262.55,1384.486161
2/13/2022,264.95,1889.187542
2/14/2022,257.8833333,1492.199
2/15/2022,272.15,1337.312105
2/16/2022,279.0166667,1740.420059
2/17/2022,256.0166667,2220.215881
2/18/2022,258.5,1818.307798
2/19/2022,242.1833333,1303.121855
2/20/2022,265.5166667,1876.122783
2/21/2022,249.0333333,1023.917845
2/22/2022,264.8166667,1900.459524
2/23/2022,259.1,1220.804167
2/24/2022,264.7833333,1500.500779
2/25/2022,257.2166667,1568.895575
2/26/2022,261,1746.994309
2/27/2022,274.6166667,1313.41619
2/28/2022,275.85,1367.42327
3/1/2022,263.5666667,1585.356269
3/2/2022,270.9833333,1250.405065
3/3/2022,283.9833333,1587.154505
3/4/2022,261.0166667,1720.357018
3/5/2022,262.2666667,1107.336933
3/6/2022,256.8,1696.770977
3/7/2022,260.9166667,2291.611823
3/8/2022,257.6,1274.361947
3/9/2022,249.0333333,951.7658654
3/10/2022,268.7166667,1200.185034
3/11/2022,252,1439.802358
3/12/2022,248.9333333,2767.358865
3/13/2022,254.8833333,1512.506667
3/14/2022,266.35,2879.233673
3/15/2022,306.3166667,2465.545238
3/16/2022,264.1666667,1686.637548
3/17/2022,276.55,1716.760997
3/18/2022,270.9333333,1917.051099
3/19/2022,255.85,2006.966842
3/20/2022,267.0833333,2023.65049
3/21/2022,317.8,1818.169472
3/22/2022,251.5166667,1296.757706
3/23/2022,290.8833333,1545.93625
3/24/2022,264.2166667,2595.907164
3/25/2022,234.4666667,1787.07233
3/26/2022,264.3,2401.612903
3/27/2022,265.5,2441.527619
3/28/2022,248.0166667,1167.767742
3/29/2022,256.1333333,849.3298165
3/30/2022,266.9333333,1948.074638
3/31/2022,269.7833333,2499.473742
4/1/2022,238.0166667,1343.554379
4/2/2022,255.85,1889.204167
4/3/2022,245.25,1157.642935
4/4/2022,257.55,3597.78415
4/5/2022,280.75,1454.736508
4/6/2022,263.9833333,1999.611616
4/7/2022,270.2833333,2172.412255
4/8/2022,266.7,1553.782372
4/9/2022,247.1666667,1605.876842
4/10/2022,259.4166667,1524.093805
4/11/2022,247.9333333,1645.812174
4/12/2022,243.35,1267.721782
4/13/2022,247.5833333,978.3965347
4/14/2022,258.0333333,1067.053175
4/15/2022,255.5333333,2833.567073
4/16/2022,239.5166667,1263.430122
4/17/2022,254.4166667,1354.825847
4/18/2022,252.0333333,1278.712162
4/19/2022,257.9333333,2730.179167
4/20/2022,285.05,1619.042355
4/21/2022,260.15,775.6005556
4/22/2022,339.7833333,3953.00546
4/23/2022,310.2666667,1355.586458
4/24/2022,365.9666667,1851.764035
4/25/2022,313.55,1699.957921
4/26/2022,438.45,1293.0015
4/27/2022,283.3166667,1425.28033
4/28/2022,371.25,1566.266667
4/29/2022,348.1666667,919.2319121
4/30/2022,315,1540.411511
5/1/2022,343.6666667,1788.216942
5/2/2022,260.2333333,2503.477414
5/3/2022,261.5166667,1240.870957
5/4/2022,257.9666667,1070.579808
5/5/2022,303.2333333,1726.281858
5/6/2022,296.7666667,812.503717
5/7/2022,325.5666667,1038.817664
5/8/2022,318.1666667,1293.698929
5/9/2022,301.8333333,1911.348406
5/10/2022,307.3333333,1468.485015
5/11/2022,346.9666667,3501.868824
5/12/2022,2316.766667,4080.651852
5/13/2022,363.2333333,3052.867018
5/14/2022,298.4666667,959.3958333
5/15/2022,271.35,3448.583333
5/16/2022,277.6833333,2312.673674
5/17/2022,264.1833333,1243.918429
5/18/2022,265.2666667,1273.514646
5/19/2022,256.8166667,992.0521242
5/20/2022,256.0166667,1493.049048
5/21/2022,284.8166667,2115.733513
5/22/2022,270,1007.617492
5/23/2022,266.7166667,2177.704085
5/24/2022,266.6166667,1415.150917
5/25/2022,279.4166667,1086.290236
5/26/2022,267.0333333,1423.84837
