day,median_time_in_port,average_time_in_port
1/1/2024,9.966666667,21.64381443
1/2/2024,10,20.69840426
1/3/2024,10.3,53.06272401
1/4/2024,10.18333333,10.17696078
1/5/2024,10.13333333,27.43190476
1/6/2024,10,56.4255848
1/7/2024,4.083333333,15.71149425
1/8/2024,10.11666667,19.13434343
1/9/2024,8.033333333,51.54432624
1/10/2024,13.66666667,206.9208333
1/11/2024,10.31666667,28.12689769
1/12/2024,10.16666667,15.04343434
1/13/2024,10.33333333,14.67087227
1/14/2024,9.266666667,35.43050314
1/15/2024,9.8,17.19873188
1/16/2024,10.18333333,14.41837121
1/17/2024,10.15,14.63119266
1/18/2024,10.15,42.51813725
1/19/2024,10.16666667,14.04230769
1/20/2024,10.31666667,13.42552083
1/21/2024,10,10.09329897
1/22/2024,10.18333333,20.99285714
1/23/2024,20.76666667,39.48822222
1/24/2024,11.83333333,32.63333333
1/25/2024,14.01666667,74.61244444
1/26/2024,10.4,18.48882353
1/27/2024,10.35,18.56245421
1/28/2024,10.18333333,19.68985507
1/29/2024,10.16666667,18.89175258
1/30/2024,10.2,16.40141844
1/31/2024,10.31666667,16.93455285
2/1/2024,10.96666667,30.50056818
2/2/2024,15.65,57.321875
2/3/2024,10.56666667,28.7
2/4/2024,13.36666667,30.32260536
2/5/2024,10.53333333,24.64450758
2/6/2024,13.98333333,36.94459459
2/7/2024,14.66666667,117.8804264
2/8/2024,9.983333333,69.57662602
2/9/2024,12,31.12282609
2/10/2024,11.18333333,26.89957265
2/11/2024,11.16666667,92.88571429
2/12/2024,11.35,35.17891566
2/13/2024,10.15,70.33080808
2/14/2024,10.16666667,511.4564394
2/15/2024,10,80.28902439
2/16/2024,10.01666667,14.34574074
2/17/2024,10.2,20.135625
2/18/2024,9.966666667,12.89496528
2/19/2024,10.18333333,26.88240741
2/20/2024,12.13333333,165.6620567
2/21/2024,10.85,104.643266
2/22/2024,20.5,45.50211268
2/23/2024,12.06666667,59.67822222
2/24/2024,15.48333333,38.98290043
2/25/2024,13.1,139.09375
2/26/2024,13.3,42.93511111
2/27/2024,10.5,23.19641577
2/28/2024,10.33333333,17.32062706
2/29/2024,11.01666667,251.5369919
3/1/2024,51.36666667,94.9827381
3/2/2024,29.4,75.15955882
3/3/2024,37.23333333,71.99179894
3/4/2024,38.35,187.5344262
3/5/2024,45.85,203.4845455
3/6/2024,73.23333333,122.0248538
3/7/2024,102.0166667,264.5644737
3/8/2024,38.26666667,224.6443333
3/9/2024,24.26666667,105.7444444
3/10/2024,21.05,71.06787879
3/11/2024,22.21666667,64.12139303
3/12/2024,19.03333333,119.1037879
3/13/2024,19.3,63.34615385
3/14/2024,26.45,62.31794872
3/15/2024,27.46666667,326.1521212
3/16/2024,26,449.8708333
3/17/2024,33.63333333,134.5076389
3/18/2024,18.66666667,97.47346939
3/19/2024,8.666666667,218.9272727
3/20/2024,25.01666667,71.71
3/21/2024,23.98333333,155.2132716
3/22/2024,21.11666667,80.19064327
3/23/2024,25.4,106.3935897
3/24/2024,17.91666667,137.4776667
3/25/2024,33.78333333,120.5825137
3/26/2024,17.83333333,150.2727891
3/27/2024,18.56666667,85.75324074
3/28/2024,17.01666667,99.83728814
3/29/2024,20.05,86.97962963
3/30/2024,114,248.6377451
3/31/2024,44.98333333,91.80543478
4/1/2024,16.95,81.19976852
4/2/2024,9.1,223.7837838
4/3/2024,8.983333333,76.54716312
4/4/2024,19.38333333,62.51980392
4/5/2024,11.83333333,118.4709571
4/6/2024,35.83333333,72.19044944
4/7/2024,42.11666667,123.0544326
4/8/2024,19.21666667,126.1484694
4/9/2024,17.98333333,113.541129
4/10/2024,43.7,247.4223333
4/11/2024,43.51666667,364.4263889
4/12/2024,12,53.45647059
4/13/2024,18.13333333,81.88333333
4/14/2024,12,72.93694158
4/15/2024,21,95.47453184
4/16/2024,19.36666667,64.10234375
4/17/2024,12.03333333,86.44772727
4/18/2024,21,197.9423611
4/19/2024,26.05,83.97116402
4/20/2024,36.73333333,79.89274194
4/21/2024,20.98333333,259.2079487
4/22/2024,49.28333333,204.6580128
4/23/2024,66.63333333,176.3651515
4/24/2024,28.23333333,213.3603448
4/25/2024,37.1,260.4116959
4/26/2024,25.91666667,118.7919192
4/27/2024,26.66666667,79.55307692
4/28/2024,16.45,72.9341954
4/29/2024,57.63333333,131.1199346
4/30/2024,35.96666667,78.10592593
5/1/2024,32.93333333,50.07424242
