day,median_time_in_port,average_time_in_port
1/1/2024,243.45,353.1964286
1/2/2024,242.3166667,466.6982558
1/3/2024,283.5,684.8217054
1/4/2024,265.5833333,657.9260726
1/5/2024,263.8166667,465.7694969
1/6/2024,255.05,537.9808411
1/7/2024,256.9666667,615.9624579
1/8/2024,263.6833333,609.6135417
1/9/2024,258.5,2508.840152
1/10/2024,299.1666667,912.8155797
1/11/2024,297.45,571.229288
1/12/2024,287.4333333,1451.208602
1/13/2024,266.35,549.0306667
1/14/2024,256.9833333,627.8607843
1/15/2024,256.25,323.2753704
1/16/2024,269.1333333,595.4817029
1/17/2024,256.8833333,393.7824916
1/18/2024,278.4333333,418.3577441
1/19/2024,267.8166667,590.8248016
1/20/2024,285.9833333,475.5644928
1/21/2024,269.2166667,465.7252577
1/22/2024,267.35,628.0693182
1/23/2024,278.7166667,693.0677632
1/24/2024,274.5,439.3102083
1/25/2024,289.4166667,931.8511416
1/26/2024,270.8333333,702.9194444
1/27/2024,260.3166667,570.7104869
1/28/2024,248.6333333,718.3251812
1/29/2024,243.4333333,416.1749141
1/30/2024,238.5333333,497.7156863
1/31/2024,237.1666667,1576.586214
2/1/2024,250.3,411.0073171
2/2/2024,281.9333333,499.7583333
2/3/2024,279,528.6481928
2/4/2024,289.55,1037.665891
2/5/2024,250.4,613.8062271
2/6/2024,285.55,642.4734649
2/7/2024,292.3166667,418.9799578
2/8/2024,285.25,726.0855263
2/9/2024,256.2166667,676.6218992
2/10/2024,270.5,547.2051111
2/11/2024,279.2666667,1655.90443
2/12/2024,255.05,389.0164683
2/13/2024,260.55,651.9052189
2/14/2024,232.6666667,445.4162393
2/15/2024,249,524.7047619
2/16/2024,254.3666667,597.0213483
2/17/2024,255.0166667,456.8872807
2/18/2024,255.8833333,1673.096048
2/19/2024,264.5333333,1030.468023
2/20/2024,280.5,437.3696078
2/21/2024,277.4333333,556.288447
2/22/2024,296.9333333,686.2087607
2/23/2024,272.3333333,1379.932394
2/24/2024,261.25,699.7194093
2/25/2024,253.3,940.9846296
2/26/2024,261.05,730.9214612
2/27/2024,269.6666667,355.3461111
2/28/2024,259.35,502.0592784
2/29/2024,284.9666667,1504.448068
3/1/2024,272.95,693.5359195
3/2/2024,279,818.2036111
3/3/2024,250.9666667,591.5098485
3/4/2024,290.6333333,2446.115789
3/5/2024,325.2166667,760.6981818
3/6/2024,325.7666667,898.6469136
3/7/2024,363.3333333,925.0581081
3/8/2024,430.1166667,637.0083333
3/9/2024,335.9833333,838.8827957
3/10/2024,302.9,1344.240104
3/11/2024,289.4833333,1260.737158
3/12/2024,267.0166667,877.9752874
3/13/2024,286.4,610.4548077
3/14/2024,290.9833333,985.25
3/15/2024,314.2666667,1360.766327
3/16/2024,351.2833333,992.8454545
3/17/2024,300.0166667,804.6756944
3/18/2024,267.0333333,471.0743902
3/19/2024,283.3833333,1017.740476
3/20/2024,267,663.4221212
3/21/2024,298.8166667,1004.369728
3/22/2024,266.1,919.9003086
3/23/2024,238.85,842.6802083
3/24/2024,260.8833333,846.9943262
3/25/2024,257.1666667,901.4717687
3/26/2024,278.9833333,859.6726415
3/27/2024,272.9333333,672.8548023
3/28/2024,265.4333333,986.3502688
3/29/2024,234.7333333,803.6502488
3/30/2024,516.0666667,1289.213542
3/31/2024,375.8166667,904.757197
4/1/2024,274.5166667,688.4930556
4/2/2024,296.8333333,505.7766667
4/3/2024,294.0833333,716.7192308
4/4/2024,275.1666667,419.0337302
4/5/2024,283.4333333,406.1011111
4/6/2024,336.0166667,755.7670213
4/7/2024,308.0666667,457.6811245
4/8/2024,291.0333333,632.975614
4/9/2024,292.45,1168.9425
4/10/2024,289.6166667,769.4743056
4/11/2024,251.7666667,702.6022388
4/12/2024,243,485.4626068
4/13/2024,247.6166667,289.8786942
4/14/2024,260.95,421.2438889
4/15/2024,283.1333333,503.2502058
4/16/2024,270.0166667,847.5755376
4/17/2024,269.9833333,594.9630802
4/18/2024,273.0333333,927.9146396
4/19/2024,269.5166667,588.3065104
4/20/2024,273.25,918.8865385
4/21/2024,289.3666667,695.3806011
4/22/2024,398.2666667,1042.961438
4/23/2024,285.0166667,880.4537415
4/24/2024,277.1,625.7666667
4/25/2024,270.5,770.3064103
4/26/2024,291.6833333,479.4266667
4/27/2024,284.9166667,671.7602778
4/28/2024,236.45,484.8519608
4/29/2024,276.7,447.0141026
4/30/2024,252.0166667,294.7129167
5/1/2024,72.68333333,98.91111111
