day,median_time_in_port
1/1/2024,9.966666667
1/2/2024,10
1/3/2024,10.3
1/4/2024,10.18333333
1/5/2024,10.13333333
1/6/2024,10
1/7/2024,4.083333333
1/8/2024,10.11666667
1/9/2024,8.033333333
1/10/2024,13.66666667
1/11/2024,10.31666667
1/12/2024,10.16666667
1/13/2024,10.33333333
1/14/2024,9.266666667
1/15/2024,9.8
1/16/2024,10.18333333
1/17/2024,10.15
1/18/2024,10.15
1/19/2024,10.16666667
1/20/2024,10.31666667
1/21/2024,10
1/22/2024,10.18333333
1/23/2024,20.76666667
1/24/2024,11.83333333
1/25/2024,14.01666667
1/26/2024,10.4
1/27/2024,10.35
1/28/2024,10.18333333
1/29/2024,10.16666667
1/30/2024,10.2
1/31/2024,10.31666667
2/1/2024,10.96666667
2/2/2024,15.65
2/3/2024,10.56666667
2/4/2024,13.36666667
2/5/2024,10.53333333
2/6/2024,13.98333333
2/7/2024,14.66666667
2/8/2024,9.983333333
2/9/2024,12
2/10/2024,11.18333333
2/11/2024,11.16666667
2/12/2024,11.35
2/13/2024,10.15
2/14/2024,10.16666667
2/15/2024,10
2/16/2024,10.01666667
2/17/2024,10.2
2/18/2024,9.966666667
2/19/2024,10.18333333
2/20/2024,12.13333333
2/21/2024,10.85
2/22/2024,20.5
2/23/2024,12.06666667
2/24/2024,15.48333333
2/25/2024,13.1
2/26/2024,13.3
2/27/2024,10.5
2/28/2024,10.33333333
2/29/2024,11.01666667
3/1/2024,51.36666667
3/2/2024,29.4
3/3/2024,37.23333333
3/4/2024,38.35
3/5/2024,45.85
3/6/2024,73.23333333
3/7/2024,102.0166667
3/8/2024,38.26666667
3/9/2024,24.26666667
3/10/2024,21.05
3/11/2024,22.21666667
3/12/2024,19.03333333
3/13/2024,19.3
3/14/2024,26.45
3/15/2024,27.46666667
3/16/2024,26
3/17/2024,33.63333333
3/18/2024,18.66666667
3/19/2024,8.666666667
3/20/2024,25.01666667
3/21/2024,23.98333333
3/22/2024,21.11666667
3/23/2024,25.4
3/24/2024,17.91666667
3/25/2024,33.78333333
3/26/2024,17.83333333
3/27/2024,18.56666667
3/28/2024,17.01666667
3/29/2024,20.05
3/30/2024,114
3/31/2024,44.98333333
4/1/2024,16.95
4/2/2024,9.1
4/3/2024,8.983333333
4/4/2024,19.38333333
4/5/2024,11.83333333
4/6/2024,35.83333333
4/7/2024,42.11666667
4/8/2024,19.21666667
4/9/2024,17.98333333
4/10/2024,43.7
4/11/2024,43.51666667
4/12/2024,12
4/13/2024,18.13333333
4/14/2024,12
4/15/2024,21
4/16/2024,19.36666667
4/17/2024,12.03333333
4/18/2024,21
4/19/2024,26.05
4/20/2024,36.73333333
4/21/2024,20.98333333
4/22/2024,49.28333333
4/23/2024,66.63333333
4/24/2024,28.23333333
4/25/2024,37.1
4/26/2024,25.91666667
4/27/2024,26.66666667
4/28/2024,16.45
4/29/2024,57.63333333
4/30/2024,35.96666667
5/1/2024,32.93333333
