day,median_time_in_port
1/1/2024,243.45
1/2/2024,242.3166667
1/3/2024,283.5
1/4/2024,265.5833333
1/5/2024,263.8166667
1/6/2024,255.05
1/7/2024,256.9666667
1/8/2024,263.6833333
1/9/2024,258.5
1/10/2024,299.1666667
1/11/2024,297.45
1/12/2024,287.4333333
1/13/2024,266.35
1/14/2024,256.9833333
1/15/2024,256.25
1/16/2024,269.1333333
1/17/2024,256.8833333
1/18/2024,278.4333333
1/19/2024,267.8166667
1/20/2024,285.9833333
1/21/2024,269.2166667
1/22/2024,267.35
1/23/2024,278.7166667
1/24/2024,274.5
1/25/2024,289.4166667
1/26/2024,270.8333333
1/27/2024,260.3166667
1/28/2024,248.6333333
1/29/2024,243.4333333
1/30/2024,238.5333333
1/31/2024,237.1666667
2/1/2024,250.3
2/2/2024,281.9333333
2/3/2024,279
2/4/2024,289.55
2/5/2024,250.4
2/6/2024,285.55
2/7/2024,292.3166667
2/8/2024,285.25
2/9/2024,256.2166667
2/10/2024,270.5
2/11/2024,279.2666667
2/12/2024,255.05
2/13/2024,260.55
2/14/2024,232.6666667
2/15/2024,249
2/16/2024,254.3666667
2/17/2024,255.0166667
2/18/2024,255.8833333
2/19/2024,264.5333333
2/20/2024,280.5
2/21/2024,277.4333333
2/22/2024,296.9333333
2/23/2024,272.3333333
2/24/2024,261.25
2/25/2024,253.3
2/26/2024,261.05
2/27/2024,269.6666667
2/28/2024,259.35
2/29/2024,284.9666667
3/1/2024,272.95
3/2/2024,279
3/3/2024,250.9666667
3/4/2024,290.6333333
3/5/2024,325.2166667
3/6/2024,325.7666667
3/7/2024,363.3333333
3/8/2024,430.1166667
3/9/2024,335.9833333
3/10/2024,302.9
3/11/2024,289.4833333
3/12/2024,267.0166667
3/13/2024,286.4
3/14/2024,290.9833333
3/15/2024,314.2666667
3/16/2024,351.2833333
3/17/2024,300.0166667
3/18/2024,267.0333333
3/19/2024,283.3833333
3/20/2024,267
3/21/2024,298.8166667
3/22/2024,266.1
3/23/2024,238.85
3/24/2024,260.8833333
3/25/2024,257.1666667
3/26/2024,278.9833333
3/27/2024,272.9333333
3/28/2024,265.4333333
3/29/2024,234.7333333
3/30/2024,516.0666667
3/31/2024,375.8166667
4/1/2024,274.5166667
4/2/2024,296.8333333
4/3/2024,294.0833333
4/4/2024,275.1666667
4/5/2024,283.4333333
4/6/2024,336.0166667
4/7/2024,308.0666667
4/8/2024,291.0333333
4/9/2024,292.45
4/10/2024,289.6166667
4/11/2024,251.7666667
4/12/2024,243
4/13/2024,247.6166667
4/14/2024,260.95
4/15/2024,283.1333333
4/16/2024,270.0166667
4/17/2024,269.9833333
4/18/2024,273.0333333
4/19/2024,269.5166667
4/20/2024,273.25
4/21/2024,289.3666667
4/22/2024,398.2666667
4/23/2024,285.0166667
4/24/2024,277.1
4/25/2024,270.5
4/26/2024,291.6833333
4/27/2024,284.9166667
4/28/2024,236.45
4/29/2024,276.7
4/30/2024,252.0166667
5/1/2024,72.68333333
