day,average_time_in_port
1/1/2024,353.1964286
1/2/2024,466.6982558
1/3/2024,684.8217054
1/4/2024,657.9260726
1/5/2024,465.7694969
1/6/2024,537.9808411
1/7/2024,615.9624579
1/8/2024,609.6135417
1/9/2024,2508.840152
1/10/2024,912.8155797
1/11/2024,571.229288
1/12/2024,1451.208602
1/13/2024,549.0306667
1/14/2024,627.8607843
1/15/2024,323.2753704
1/16/2024,595.4817029
1/17/2024,393.7824916
1/18/2024,418.3577441
1/19/2024,590.8248016
1/20/2024,475.5644928
1/21/2024,465.7252577
1/22/2024,628.0693182
1/23/2024,693.0677632
1/24/2024,439.3102083
1/25/2024,931.8511416
1/26/2024,702.9194444
1/27/2024,570.7104869
1/28/2024,718.3251812
1/29/2024,416.1749141
1/30/2024,497.7156863
1/31/2024,1576.586214
2/1/2024,411.0073171
2/2/2024,499.7583333
2/3/2024,528.6481928
2/4/2024,1037.665891
2/5/2024,613.8062271
2/6/2024,642.4734649
2/7/2024,418.9799578
2/8/2024,726.0855263
2/9/2024,676.6218992
2/10/2024,547.2051111
2/11/2024,1655.90443
2/12/2024,389.0164683
2/13/2024,651.9052189
2/14/2024,445.4162393
2/15/2024,524.7047619
2/16/2024,597.0213483
2/17/2024,456.8872807
2/18/2024,1673.096048
2/19/2024,1030.468023
2/20/2024,437.3696078
2/21/2024,556.288447
2/22/2024,686.2087607
2/23/2024,1379.932394
2/24/2024,699.7194093
2/25/2024,940.9846296
2/26/2024,730.9214612
2/27/2024,355.3461111
2/28/2024,502.0592784
2/29/2024,1504.448068
3/1/2024,693.5359195
3/2/2024,818.2036111
3/3/2024,591.5098485
3/4/2024,2446.115789
3/5/2024,760.6981818
3/6/2024,898.6469136
3/7/2024,925.0581081
3/8/2024,637.0083333
3/9/2024,838.8827957
3/10/2024,1344.240104
3/11/2024,1260.737158
3/12/2024,877.9752874
3/13/2024,610.4548077
3/14/2024,985.25
3/15/2024,1360.766327
3/16/2024,992.8454545
3/17/2024,804.6756944
3/18/2024,471.0743902
3/19/2024,1017.740476
3/20/2024,663.4221212
3/21/2024,1004.369728
3/22/2024,919.9003086
3/23/2024,842.6802083
3/24/2024,846.9943262
3/25/2024,901.4717687
3/26/2024,859.6726415
3/27/2024,672.8548023
3/28/2024,986.3502688
3/29/2024,803.6502488
3/30/2024,1289.213542
3/31/2024,904.757197
4/1/2024,688.4930556
4/2/2024,505.7766667
4/3/2024,716.7192308
4/4/2024,419.0337302
4/5/2024,406.1011111
4/6/2024,755.7670213
4/7/2024,457.6811245
4/8/2024,632.975614
4/9/2024,1168.9425
4/10/2024,769.4743056
4/11/2024,702.6022388
4/12/2024,485.4626068
4/13/2024,289.8786942
4/14/2024,421.2438889
4/15/2024,503.2502058
4/16/2024,847.5755376
4/17/2024,594.9630802
4/18/2024,927.9146396
4/19/2024,588.3065104
4/20/2024,918.8865385
4/21/2024,695.3806011
4/22/2024,1042.961438
4/23/2024,880.4537415
4/24/2024,625.7666667
4/25/2024,770.3064103
4/26/2024,479.4266667
4/27/2024,671.7602778
4/28/2024,484.8519608
4/29/2024,447.0141026
4/30/2024,294.7129167
5/1/2024,98.91111111
