mmsi,Port,dt_pos_utc,fc_vessel,sc_vessel,vessel_type,ns_vessel,draught,position,latitude,longitude,masuk_pelabuhan,keluar_pelabuhan
477749600,Vung Tau,2022-11-22 19:48:32,Hong Kong,Asing,Cargo,At Anchor,13.8,in port,10.19666667,107.05666667,-,-
477749600,Mui Vung Tau,2022-11-22 19:51:34,Hong Kong,Asing,Cargo,At Anchor,13.8,in port,10.19666667,107.05666667,-,-
477749600,Vung Tau,2022-11-22 19:51:34,Hong Kong,Asing,Cargo,At Anchor,13.8,in port,10.19666667,107.05666667,-,-
477749600,Mui Vung Tau,2022-11-22 19:55:27,Hong Kong,Asing,Cargo,At Anchor,13.8,in port,10.19667333,107.057545,-,-
477749600,Vung Tau,2022-11-22 19:55:27,Hong Kong,Asing,Cargo,At Anchor,13.8,in port,10.19667333,107.057545,-,-
477749600,Mui Vung Tau,2022-11-22 20:00:41,Hong Kong,Asing,Cargo,At Anchor,13.8,in port,10.19666667,107.05666667,-,-
477749600,Vung Tau,2022-11-22 20:00:41,Hong Kong,Asing,Cargo,At Anchor,13.8,in port,10.19666667,107.05666667,-,-
477749600,Mui Vung Tau,2022-11-22 20:03:34,Hong Kong,Asing,Cargo,At Anchor,13.8,in port,10.19666667,107.05666667,-,-
477749600,Vung Tau,2022-11-22 20:03:34,Hong Kong,Asing,Cargo,At Anchor,13.8,in port,10.19666667,107.05666667,-,-
477749600,Mui Vung Tau,2022-11-22 20:05:30,Hong Kong,Asing,Cargo,At Anchor,13.8,in port,10.19674333,107.05766,-,-
477749600,Vung Tau,2022-11-22 20:05:30,Hong Kong,Asing,Cargo,At Anchor,13.8,in port,10.19674333,107.05766,-,-
477749600,Mui Vung Tau,2022-11-22 20:12:36,Hong Kong,Asing,Cargo,At Anchor,13.8,in port,10.19666667,107.05666667,-,-
477749600,Vung Tau,2022-11-22 20:12:36,Hong Kong,Asing,Cargo,At Anchor,13.8,in port,10.19666667,107.05666667,-,-
477749600,Mui Vung Tau,2022-11-22 20:15:34,Hong Kong,Asing,Cargo,At Anchor,13.8,in port,10.19666667,107.05666667,-,-
477749600,Vung Tau,2022-11-22 20:15:34,Hong Kong,Asing,Cargo,At Anchor,13.8,in port,10.19666667,107.05666667,-,-
477749600,Mui Vung Tau,2022-11-22 20:21:36,Hong Kong,Asing,Cargo,At Anchor,13.8,in port,10.195,107.05666667,-,-
477749600,Vung Tau,2022-11-22 20:21:36,Hong Kong,Asing,Cargo,At Anchor,13.8,in port,10.195,107.05666667,-,-
477749600,Mui Vung Tau,2022-11-22 20:25:36,Hong Kong,Asing,Cargo,At Anchor,13.8,in port,10.196435,107.05752167,-,-
477749600,Vung Tau,2022-11-22 20:25:36,Hong Kong,Asing,Cargo,At Anchor,13.8,in port,10.196435,107.05752167,-,-
477749600,Mui Vung Tau,2022-11-22 20:27:34,Hong Kong,Asing,Cargo,At Anchor,13.8,in port,10.195,107.05666667,-,-
477749600,Vung Tau,2022-11-22 20:27:34,Hong Kong,Asing,Cargo,At Anchor,13.8,in port,10.195,107.05666667,-,-
477749600,Mui Vung Tau,2022-11-22 20:30:35,Hong Kong,Asing,Cargo,At Anchor,13.8,in port,10.195,107.05666667,-,-
477749600,Vung Tau,2022-11-22 20:30:35,Hong Kong,Asing,Cargo,At Anchor,13.8,in port,10.195,107.05666667,-,-
477749600,Mui Vung Tau,2022-11-22 20:32:57,Hong Kong,Asing,Cargo,At Anchor,13.8,in port,10.1964,107.05763167,-,-
477749600,Vung Tau,2022-11-22 20:32:57,Hong Kong,Asing,Cargo,At Anchor,13.8,in port,10.1964,107.05763167,-,-
477749600,Mui Vung Tau,2022-11-22 20:35:42,Hong Kong,Asing,Cargo,At Anchor,13.8,in port,10.19643333,107.05769167,-,-
477749600,Vung Tau,2022-11-22 20:35:42,Hong Kong,Asing,Cargo,At Anchor,13.8,in port,10.19643333,107.05769167,-,-
477749600,Mui Vung Tau,2022-11-22 20:39:35,Hong Kong,Asing,Cargo,At Anchor,13.8,in port,10.195,107.05666667,-,-
477749600,Vung Tau,2022-11-22 20:39:35,Hong Kong,Asing,Cargo,At Anchor,13.8,in port,10.195,107.05666667,-,-
477749600,Mui Vung Tau,2022-11-22 20:42:35,Hong Kong,Asing,Cargo,At Anchor,13.8,in port,10.195,107.05666667,-,-
477749600,Vung Tau,2022-11-22 20:42:35,Hong Kong,Asing,Cargo,At Anchor,13.8,in port,10.195,107.05666667,-,-
477749600,Mui Vung Tau,2022-11-22 20:45:45,Hong Kong,Asing,Cargo,At Anchor,13.8,in port,10.19646333,107.05765833,-,-
477749600,Vung Tau,2022-11-22 20:45:45,Hong Kong,Asing,Cargo,At Anchor,13.8,in port,10.19646333,107.05765833,-,-
477749600,Mui Vung Tau,2022-11-22 20:55:48,Hong Kong,Asing,Cargo,At Anchor,13.8,in port,10.1964,107.057645,-,-
477749600,Vung Tau,2022-11-22 20:55:48,Hong Kong,Asing,Cargo,At Anchor,13.8,in port,10.1964,107.057645,-,-
477749600,Mui Vung Tau,2022-11-22 20:57:36,Hong Kong,Asing,Cargo,At Anchor,13.8,in port,10.195,107.05666667,-,-
477749600,Vung Tau,2022-11-22 20:57:36,Hong Kong,Asing,Cargo,At Anchor,13.8,in port,10.195,107.05666667,-,-
477749600,Mui Vung Tau,2022-11-22 21:03:38,Hong Kong,Asing,Cargo,At Anchor,13.8,in port,10.195,107.05666667,-,-
477749600,Vung Tau,2022-11-22 21:03:38,Hong Kong,Asing,Cargo,At Anchor,13.8,in port,10.195,107.05666667,-,-
477749600,Mui Vung Tau,2022-11-22 21:06:08,Hong Kong,Asing,Cargo,At Anchor,13.8,in port,10.19643,107.05771,-,-
477749600,Vung Tau,2022-11-22 21:06:08,Hong Kong,Asing,Cargo,At Anchor,13.8,in port,10.19643,107.05771,-,-
477749600,Mui Vung Tau,2022-11-22 21:06:38,Hong Kong,Asing,Cargo,At Anchor,13.8,in port,10.195,107.05666667,-,-
