mmsi,Port,dt_pos_utc,fc_vessel,sc_vessel,vessel_type,ns_vessel,draught,position,latitude,longitude,masuk_pelabuhan,keluar_pelabuhan
477959200,Phu My,2022-05-23 20:18:44,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51035667,107.01037,-,-
477959200,Vung Tau,2022-05-23 20:18:44,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51035667,107.01037,-,-
477959200,Mui Vung Tau,2022-05-23 20:28:52,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51036167,107.010435,-,-
477959200,Phu My,2022-05-23 20:28:52,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51036167,107.010435,-,-
477959200,Vung Tau,2022-05-23 20:28:52,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51036167,107.010435,-,-
477959200,Mui Vung Tau,2022-05-23 20:34:29,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51035333,107.010415,-,-
477959200,Phu My,2022-05-23 20:34:29,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51035333,107.010415,-,-
477959200,Vung Tau,2022-05-23 20:34:29,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51035333,107.010415,-,-
477959200,Mui Vung Tau,2022-05-23 20:45:32,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51038167,107.010415,-,-
477959200,Phu My,2022-05-23 20:45:32,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51038167,107.010415,-,-
477959200,Vung Tau,2022-05-23 20:45:32,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51038167,107.010415,-,-
477959200,Mui Vung Tau,2022-05-23 21:15:30,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.510385,107.01043,-,-
477959200,Phu My,2022-05-23 21:15:30,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.510385,107.01043,-,-
477959200,Vung Tau,2022-05-23 21:15:30,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.510385,107.01043,-,-
477959200,Mui Vung Tau,2022-05-23 21:25:37,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51040167,107.010445,-,-
477959200,Phu My,2022-05-23 21:25:37,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51040167,107.010445,-,-
477959200,Vung Tau,2022-05-23 21:25:37,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51040167,107.010445,-,-
477959200,Mui Vung Tau,2022-05-23 21:43:31,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51037,107.01040333,-,-
477959200,Phu My,2022-05-23 21:43:31,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51037,107.01040333,-,-
477959200,Vung Tau,2022-05-23 21:43:31,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51037,107.01040333,-,-
477959200,Mui Vung Tau,2022-05-23 21:51:35,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.510385,107.01039667,-,-
477959200,Phu My,2022-05-23 21:51:35,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.510385,107.01039667,-,-
477959200,Vung Tau,2022-05-23 21:51:35,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.510385,107.01039667,-,-
477959200,Mui Vung Tau,2022-05-23 22:00:31,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51038833,107.010415,-,-
477959200,Phu My,2022-05-23 22:00:31,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51038833,107.010415,-,-
477959200,Vung Tau,2022-05-23 22:00:31,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51038833,107.010415,-,-
477959200,Mui Vung Tau,2022-05-23 22:03:31,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51039,107.01042,-,-
477959200,Phu My,2022-05-23 22:03:31,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51039,107.01042,-,-
477959200,Vung Tau,2022-05-23 22:03:31,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51039,107.01042,-,-
477959200,Mui Vung Tau,2022-05-23 22:10:32,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51040167,107.01040333,-,-
477959200,Phu My,2022-05-23 22:10:32,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51040167,107.01040333,-,-
477959200,Vung Tau,2022-05-23 22:10:32,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51040167,107.01040333,-,-
477959200,Mui Vung Tau,2022-05-23 22:13:57,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51039333,107.01037333,-,-
477959200,Phu My,2022-05-23 22:13:57,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51039333,107.01037333,-,-
477959200,Vung Tau,2022-05-23 22:13:57,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51039333,107.01037333,-,-
477959200,Mui Vung Tau,2022-05-23 22:24:04,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51037167,107.010435,-,-
477959200,Phu My,2022-05-23 22:24:04,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51037167,107.010435,-,-
477959200,Vung Tau,2022-05-23 22:24:04,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51037167,107.010435,-,-
477959200,Mui Vung Tau,2022-05-23 22:26:26,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.510385,107.01043333,-,-
477959200,Phu My,2022-05-23 22:26:26,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.510385,107.01043333,-,-
477959200,Vung Tau,2022-05-23 22:26:26,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.510385,107.01043333,-,-
477959200,Mui Vung Tau,2022-05-23 22:34:20,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51041667,107.01043833,-,-
477959200,Phu My,2022-05-23 22:34:20,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51041667,107.01043833,-,-
477959200,Vung Tau,2022-05-23 22:34:20,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51041667,107.01043833,-,-
477959200,Mui Vung Tau,2022-05-23 22:37:27,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51039,107.01043833,-,-
477959200,Phu My,2022-05-23 22:37:27,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51039,107.01043833,-,-
477959200,Vung Tau,2022-05-23 22:37:27,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51039,107.01043833,-,-
477959200,Mui Vung Tau,2022-05-23 22:43:55,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51039667,107.01041167,-,-
477959200,Phu My,2022-05-23 22:43:55,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51039667,107.01041167,-,-
477959200,Vung Tau,2022-05-23 22:43:55,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51039667,107.01041167,-,-
477959200,Mui Vung Tau,2022-05-23 22:47:28,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51037167,107.01040167,-,-
477959200,Phu My,2022-05-23 22:47:28,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51037167,107.01040167,-,-
477959200,Vung Tau,2022-05-23 22:47:28,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51037167,107.01040167,-,-
477959200,Mui Vung Tau,2022-05-23 23:05:28,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51034333,107.01022667,-,-
477959200,Phu My,2022-05-23 23:05:28,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51034333,107.01022667,-,-
477959200,Vung Tau,2022-05-23 23:05:28,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51034333,107.01022667,-,-
477959200,Mui Vung Tau,2022-05-23 23:06:29,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51042833,107.01040667,-,-
477959200,Phu My,2022-05-23 23:06:29,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51042833,107.01040667,-,-
477959200,Vung Tau,2022-05-23 23:06:29,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51042833,107.01040667,-,-
477959200,Mui Vung Tau,2022-05-23 23:16:26,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51040667,107.01041667,-,-
477959200,Phu My,2022-05-23 23:16:26,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51040667,107.01041667,-,-
477959200,Vung Tau,2022-05-23 23:16:26,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51040667,107.01041667,-,-
477959200,Mui Vung Tau,2022-05-23 23:26:38,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51035333,107.01044,-,-
477959200,Phu My,2022-05-23 23:26:38,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51035333,107.01044,-,-
477959200,Vung Tau,2022-05-23 23:26:38,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51035333,107.01044,-,-
477959200,Mui Vung Tau,2022-05-23 23:29:10,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51041667,107.01042167,-,-
477959200,Phu My,2022-05-23 23:29:10,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51041667,107.01042167,-,-
477959200,Vung Tau,2022-05-23 23:29:10,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51041667,107.01042167,-,-
477959200,Mui Vung Tau,2022-05-23 23:39:12,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51041667,107.01039167,-,-
477959200,Phu My,2022-05-23 23:39:12,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51041667,107.01039167,-,-
477959200,Vung Tau,2022-05-23 23:39:12,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51041667,107.01039167,-,-
477959200,Mui Vung Tau,2022-05-23 23:42:19,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.510385,107.010395,-,-
477959200,Phu My,2022-05-23 23:42:19,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.510385,107.010395,-,-
477959200,Vung Tau,2022-05-23 23:42:19,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.510385,107.010395,-,-
477959200,Mui Vung Tau,2022-05-23 23:48:59,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51038,107.01041,-,-
477959200,Phu My,2022-05-23 23:48:59,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51038,107.01041,-,-
477959200,Vung Tau,2022-05-23 23:48:59,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51038,107.01041,-,-
477959200,Mui Vung Tau,2022-05-23 23:59:48,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51038333,107.01044167,-,-
477959200,Phu My,2022-05-23 23:59:48,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51038333,107.01044167,-,-
477959200,Vung Tau,2022-05-23 23:59:48,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51038333,107.01044167,-,-
477959200,Mui Vung Tau,2022-05-24 00:10:03,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51040833,107.01041667,-,-
477959200,Phu My,2022-05-24 00:10:03,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51040833,107.01041667,-,-
477959200,Vung Tau,2022-05-24 00:10:03,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51040833,107.01041667,-,-
477959200,Mui Vung Tau,2022-05-24 00:20:47,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51036,107.01043167,-,-
477959200,Phu My,2022-05-24 00:20:47,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51036,107.01043167,-,-
477959200,Vung Tau,2022-05-24 00:20:47,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.51036,107.01043167,-,-
477959200,Mui Vung Tau,2022-05-24 00:30:49,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.510385,107.01044833,-,-
477959200,Phu My,2022-05-24 00:30:49,Hong Kong,Asing,Cargo,Moored,12.0,in port,10.510385,107.01044833,-,-
