mmsi,Port,dt_pos_utc,fc_vessel,sc_vessel,vessel_type,ns_vessel,draught,position,latitude,longitude,masuk_pelabuhan,keluar_pelabuhan
564354000,Ko Si Chang Terminal,2022-10-14 01:49:04,Singapore,Asing,Cargo,At Anchor,6.5,in port,13.09707,100.74031167,-,-
564354000,Laem Chabang,2022-10-14 01:49:04,Singapore,Asing,Cargo,At Anchor,6.5,in port,13.09707,100.74031167,-,-
564354000,Si Racha,2022-10-14 01:49:04,Singapore,Asing,Cargo,At Anchor,6.5,in port,13.09707,100.74031167,-,-
564354000,Si Racha Terminal,2022-10-14 01:49:04,Singapore,Asing,Cargo,At Anchor,6.5,in port,13.09707,100.74031167,-,-
564354000,Siam Seaport,2022-10-14 01:49:04,Singapore,Asing,Cargo,At Anchor,6.5,in port,13.09707,100.74031167,-,-
564354000,Ko Si Chang Terminal,2022-10-14 02:01:06,Singapore,Asing,Cargo,At Anchor,6.5,in port,13.09691333,100.74036333,-,-
564354000,Laem Chabang,2022-10-14 02:01:06,Singapore,Asing,Cargo,At Anchor,6.5,in port,13.09691333,100.74036333,-,-
564354000,Si Racha,2022-10-14 02:01:06,Singapore,Asing,Cargo,At Anchor,6.5,in port,13.09691333,100.74036333,-,-
564354000,Si Racha Terminal,2022-10-14 02:01:06,Singapore,Asing,Cargo,At Anchor,6.5,in port,13.09691333,100.74036333,-,-
564354000,Siam Seaport,2022-10-14 02:01:06,Singapore,Asing,Cargo,At Anchor,6.5,in port,13.09691333,100.74036333,-,-
564354000,Ko Si Chang Terminal,2022-10-14 02:13:05,Singapore,Asing,Cargo,At Anchor,6.5,in port,13.09633167,100.740755,-,-
564354000,Laem Chabang,2022-10-14 02:13:05,Singapore,Asing,Cargo,At Anchor,6.5,in port,13.09633167,100.740755,-,-
564354000,Si Racha,2022-10-14 02:13:05,Singapore,Asing,Cargo,At Anchor,6.5,in port,13.09633167,100.740755,-,-
564354000,Si Racha Terminal,2022-10-14 02:13:05,Singapore,Asing,Cargo,At Anchor,6.5,in port,13.09633167,100.740755,-,-
564354000,Siam Seaport,2022-10-14 02:13:05,Singapore,Asing,Cargo,At Anchor,6.5,in port,13.09633167,100.740755,-,-
564354000,Ko Si Chang Terminal,2022-10-14 02:25:06,Singapore,Asing,Cargo,At Anchor,6.5,in port,13.09637833,100.740685,-,-
