mmsi,Port,dt_pos_utc,fc_vessel,sc_vessel,vessel_type,ns_vessel,draught,position,latitude,longitude,masuk_pelabuhan,keluar_pelabuhan
565390000,Pelabuhan Sungai Udang,2022-08-02 19:21:56,Singapore,Asing,Tanker,At Anchor,4.8,in port,2.22411,102.08280667,-,-
565390000,Melaka,2022-08-02 19:33:56,Singapore,Asing,Tanker,At Anchor,4.8,in port,2.22407333,102.08277833,-,-
565390000,Pelabuhan Sungai Udang,2022-08-02 19:33:56,Singapore,Asing,Tanker,At Anchor,4.8,in port,2.22407333,102.08277833,-,-
565390000,Melaka,2022-08-02 19:45:56,Singapore,Asing,Tanker,At Anchor,4.8,in port,2.22412667,102.08275167,-,-
565390000,Pelabuhan Sungai Udang,2022-08-02 19:45:56,Singapore,Asing,Tanker,At Anchor,4.8,in port,2.22412667,102.08275167,-,-
565390000,Melaka,2022-08-02 19:57:56,Singapore,Asing,Tanker,At Anchor,4.8,in port,2.22420833,102.08269167,-,-
565390000,Pelabuhan Sungai Udang,2022-08-02 19:57:56,Singapore,Asing,Tanker,At Anchor,4.8,in port,2.22420833,102.08269167,-,-
565390000,Melaka,2022-08-02 20:09:56,Singapore,Asing,Tanker,At Anchor,4.8,in port,2.224315,102.082655,-,-
565390000,Pelabuhan Sungai Udang,2022-08-02 20:09:56,Singapore,Asing,Tanker,At Anchor,4.8,in port,2.224315,102.082655,-,-
565390000,Melaka,2022-08-02 20:21:56,Singapore,Asing,Tanker,At Anchor,4.8,in port,2.22443,102.08271667,-,-
565390000,Pelabuhan Sungai Udang,2022-08-02 20:21:56,Singapore,Asing,Tanker,At Anchor,4.8,in port,2.22443,102.08271667,-,-
565390000,Melaka,2022-08-02 20:33:57,Singapore,Asing,Tanker,At Anchor,4.8,in port,2.22437667,102.08270333,-,-
565390000,Pelabuhan Sungai Udang,2022-08-02 20:33:57,Singapore,Asing,Tanker,At Anchor,4.8,in port,2.22437667,102.08270333,-,-
565390000,Melaka,2022-08-02 20:45:56,Singapore,Asing,Tanker,At Anchor,4.8,in port,2.22442667,102.08264833,-,-
565390000,Pelabuhan Sungai Udang,2022-08-02 20:45:56,Singapore,Asing,Tanker,At Anchor,4.8,in port,2.22442667,102.08264833,-,-
565390000,Melaka,2022-08-02 20:57:56,Singapore,Asing,Tanker,At Anchor,4.8,in port,2.22440167,102.082645,-,-
