mmsi,Port,dt_pos_utc,fc_vessel,sc_vessel,vessel_type,ns_vessel,draught,position,latitude,longitude,masuk_pelabuhan,keluar_pelabuhan
533060900,Pelabuhan Sungai Udang,2022-07-26 13:49:27,Malaysia,Asing,Tanker,At Anchor,6.2,in port,2.2242,102.0756,-,-
533060900,Melaka,2022-07-26 14:01:28,Malaysia,Asing,Tanker,At Anchor,6.2,in port,2.22411667,102.0755,-,-
533060900,Pelabuhan Sungai Udang,2022-07-26 14:01:28,Malaysia,Asing,Tanker,At Anchor,6.2,in port,2.22411667,102.0755,-,-
533060900,Melaka,2022-07-26 14:13:29,Malaysia,Asing,Tanker,At Anchor,6.2,in port,2.22415,102.07555,-,-
533060900,Pelabuhan Sungai Udang,2022-07-26 14:13:29,Malaysia,Asing,Tanker,At Anchor,6.2,in port,2.22415,102.07555,-,-
533060900,Melaka,2022-07-26 14:25:28,Malaysia,Asing,Tanker,At Anchor,6.2,in port,2.2242,102.07558333,-,-
533060900,Pelabuhan Sungai Udang,2022-07-26 14:25:28,Malaysia,Asing,Tanker,At Anchor,6.2,in port,2.2242,102.07558333,-,-
533060900,Melaka,2022-07-26 14:37:30,Malaysia,Asing,Tanker,At Anchor,6.2,in port,2.22415,102.07555,-,-
533060900,Pelabuhan Sungai Udang,2022-07-26 14:37:30,Malaysia,Asing,Tanker,At Anchor,6.2,in port,2.22415,102.07555,-,-
533060900,Melaka,2022-07-26 14:49:27,Malaysia,Asing,Tanker,At Anchor,6.2,in port,2.22418333,102.07551667,-,-
533060900,Pelabuhan Sungai Udang,2022-07-26 14:49:27,Malaysia,Asing,Tanker,At Anchor,6.2,in port,2.22418333,102.07551667,-,-
533060900,Melaka,2022-07-26 15:01:28,Malaysia,Asing,Tanker,At Anchor,6.2,in port,2.22416667,102.07555,-,-
533060900,Pelabuhan Sungai Udang,2022-07-26 15:01:28,Malaysia,Asing,Tanker,At Anchor,6.2,in port,2.22416667,102.07555,-,-
533060900,Melaka,2022-07-26 15:13:29,Malaysia,Asing,Tanker,At Anchor,6.2,in port,2.22425,102.07561667,-,-
533060900,Pelabuhan Sungai Udang,2022-07-26 15:13:29,Malaysia,Asing,Tanker,At Anchor,6.2,in port,2.22425,102.07561667,-,-
533060900,Melaka,2022-07-26 15:28:31,Malaysia,Asing,Tanker,At Anchor,6.2,in port,2.22441667,102.07558333,-,-
533060900,Pelabuhan Sungai Udang,2022-07-26 15:28:31,Malaysia,Asing,Tanker,At Anchor,6.2,in port,2.22441667,102.07558333,-,-
533060900,Melaka,2022-07-26 15:40:31,Malaysia,Asing,Tanker,At Anchor,6.2,in port,2.22445,102.07555,-,-
533060900,Pelabuhan Sungai Udang,2022-07-26 15:40:31,Malaysia,Asing,Tanker,At Anchor,6.2,in port,2.22445,102.07555,-,-
533060900,Melaka,2022-07-26 15:52:30,Malaysia,Asing,Tanker,At Anchor,6.2,in port,2.22445,102.07555,-,-
533060900,Pelabuhan Sungai Udang,2022-07-26 15:52:30,Malaysia,Asing,Tanker,At Anchor,6.2,in port,2.22445,102.07555,-,-
533060900,Melaka,2022-07-26 16:04:31,Malaysia,Asing,Tanker,At Anchor,6.2,in port,2.22446667,102.07556667,-,-
533060900,Pelabuhan Sungai Udang,2022-07-26 16:04:31,Malaysia,Asing,Tanker,At Anchor,6.2,in port,2.22446667,102.07556667,-,-
533060900,Melaka,2022-07-26 16:16:27,Malaysia,Asing,Tanker,At Anchor,6.2,in port,2.2245,102.07558333,-,-
533060900,Pelabuhan Sungai Udang,2022-07-26 16:16:27,Malaysia,Asing,Tanker,At Anchor,6.2,in port,2.2245,102.07558333,-,-
533060900,Melaka,2022-07-26 16:28:27,Malaysia,Asing,Tanker,At Anchor,6.2,in port,2.22453333,102.07555,-,-
533060900,Pelabuhan Sungai Udang,2022-07-26 16:28:27,Malaysia,Asing,Tanker,At Anchor,6.2,in port,2.22453333,102.07555,-,-
533060900,Melaka,2022-07-26 16:40:30,Malaysia,Asing,Tanker,At Anchor,6.2,in port,2.22453333,102.07558333,-,-
533060900,Pelabuhan Sungai Udang,2022-07-26 16:40:30,Malaysia,Asing,Tanker,At Anchor,6.2,in port,2.22453333,102.07558333,-,-
533060900,Melaka,2022-07-26 16:52:29,Malaysia,Asing,Tanker,At Anchor,6.2,in port,2.22453333,102.07558333,-,-
533060900,Pelabuhan Sungai Udang,2022-07-26 16:52:29,Malaysia,Asing,Tanker,At Anchor,6.2,in port,2.22453333,102.07558333,-,-
533060900,Melaka,2022-07-26 17:04:28,Malaysia,Asing,Tanker,At Anchor,6.2,in port,2.22456667,102.07563333,-,-
533060900,Pelabuhan Sungai Udang,2022-07-26 17:04:28,Malaysia,Asing,Tanker,At Anchor,6.2,in port,2.22456667,102.07563333,-,-
533060900,Melaka,2022-07-26 17:19:30,Malaysia,Asing,Tanker,At Anchor,6.2,in port,2.22455,102.07561667,-,-
533060900,Pelabuhan Sungai Udang,2022-07-26 17:19:30,Malaysia,Asing,Tanker,At Anchor,6.2,in port,2.22455,102.07561667,-,-
533060900,Melaka,2022-07-26 17:31:30,Malaysia,Asing,Tanker,At Anchor,6.2,in port,2.22456667,102.07561667,-,-
533060900,Pelabuhan Sungai Udang,2022-07-26 17:31:30,Malaysia,Asing,Tanker,At Anchor,6.2,in port,2.22456667,102.07561667,-,-
533060900,Melaka,2022-07-26 17:43:28,Malaysia,Asing,Tanker,At Anchor,6.2,in port,2.22456667,102.07563333,-,-
533060900,Pelabuhan Sungai Udang,2022-07-26 17:43:28,Malaysia,Asing,Tanker,At Anchor,6.2,in port,2.22456667,102.07563333,-,-
533060900,Melaka,2022-07-26 17:55:30,Malaysia,Asing,Tanker,At Anchor,6.2,in port,2.2246,102.07563333,-,-
533060900,Pelabuhan Sungai Udang,2022-07-26 17:55:30,Malaysia,Asing,Tanker,At Anchor,6.2,in port,2.2246,102.07563333,-,-
533060900,Melaka,2022-07-26 18:07:29,Malaysia,Asing,Tanker,At Anchor,6.2,in port,2.22456667,102.07561667,-,-
533060900,Pelabuhan Sungai Udang,2022-07-26 18:07:29,Malaysia,Asing,Tanker,At Anchor,6.2,in port,2.22456667,102.07561667,-,-
533060900,Melaka,2022-07-26 18:19:31,Malaysia,Asing,Tanker,At Anchor,6.2,in port,2.22458333,102.07563333,-,-
533060900,Pelabuhan Sungai Udang,2022-07-26 18:19:31,Malaysia,Asing,Tanker,At Anchor,6.2,in port,2.22458333,102.07563333,-,-
533060900,Melaka,2022-07-26 18:31:29,Malaysia,Asing,Tanker,At Anchor,6.2,in port,2.22456667,102.07558333,-,-
533060900,Pelabuhan Sungai Udang,2022-07-26 18:31:29,Malaysia,Asing,Tanker,At Anchor,6.2,in port,2.22456667,102.07558333,-,-
533060900,Melaka,2022-07-26 19:38:49,Malaysia,Asing,Tanker,Moored,6.2,in port,2.23895,102.12695,-,-
533060900,Pelabuhan Sungai Udang,2022-07-26 19:38:49,Malaysia,Asing,Tanker,Moored,6.2,in port,2.23895,102.12695,-,-
533060900,Melaka,2022-07-26 19:50:50,Malaysia,Asing,Tanker,Moored,6.2,in port,2.2391,102.12685,-,-
533060900,Pelabuhan Sungai Udang,2022-07-26 19:50:50,Malaysia,Asing,Tanker,Moored,6.2,in port,2.2391,102.12685,-,-
533060900,Melaka,2022-07-26 20:02:49,Malaysia,Asing,Tanker,Moored,6.2,in port,2.23908333,102.12686667,-,-
533060900,Pelabuhan Sungai Udang,2022-07-26 20:02:49,Malaysia,Asing,Tanker,Moored,6.2,in port,2.23908333,102.12686667,-,-
533060900,Melaka,2022-07-26 20:14:50,Malaysia,Asing,Tanker,Moored,6.2,in port,2.2391,102.12686667,-,-
533060900,Pelabuhan Sungai Udang,2022-07-26 20:14:50,Malaysia,Asing,Tanker,Moored,6.2,in port,2.2391,102.12686667,-,-
