day,average_time_in_port
10/30/2022,397.2307122
10/31/2022,398.8572474
11/1/2022,357.1114464
11/2/2022,421.0993696
11/3/2022,440.8201973
11/4/2022,404.4448757
11/5/2022,372.1934058
11/6/2022,312.7315377
11/7/2022,205.749846
11/8/2022,67.71956522
11/19/2022,601.8713857
11/20/2022,432.1674052
11/21/2022,451.4342917
11/22/2022,356.7739673
11/23/2022,441.2516412
11/24/2022,400.1085323
11/25/2022,464.3781997
11/26/2022,410.3424337
11/27/2022,512.3438436
11/28/2022,487.1315324
11/29/2022,406.0704019
11/30/2022,398.9477101
12/1/2022,390.2565566
12/2/2022,394.812882
12/3/2022,427.5094762
12/4/2022,420.5831162
12/5/2022,399.3248686
12/6/2022,462.3382817
12/7/2022,404.9646465
12/8/2022,424.4660091
12/9/2022,411.9029008
12/10/2022,452.1001608
12/11/2022,446.2475677
12/12/2022,451.537084
12/13/2022,439.3901763
12/14/2022,443.7562246
12/15/2022,400.6585811
12/16/2022,370.1560198
12/17/2022,378.2022407
12/18/2022,442.5944284
12/19/2022,457.9982416
12/20/2022,484.7556748
12/21/2022,369.3872396
12/22/2022,409.6162809
12/23/2022,454.2792937
12/24/2022,453.2107183
12/25/2022,408.0975318
12/26/2022,335.0477904
12/27/2022,325.7718514
12/28/2022,456.6706698
12/29/2022,371.4004299
12/30/2022,220.8948969
12/31/2022,67.73508418
