day,average_time_in_port
1/1/2022,506.1519608
1/2/2022,398.9747778
1/3/2022,404.2722479
1/4/2022,512.0643975
1/5/2022,557.1830997
1/6/2022,376.7368492
1/7/2022,459.4010022
1/8/2022,491.1548316
1/9/2022,468.6460494
1/10/2022,472.105352
1/11/2022,468.7340153
1/12/2022,438.4048106
1/13/2022,495.7903904
1/14/2022,410.5185266
1/15/2022,459.0574113
1/16/2022,422.0956084
1/17/2022,447.4389009
1/18/2022,470.4152655
1/19/2022,438.7282276
1/20/2022,556.6043446
1/21/2022,537.4472484
1/22/2022,554.8502564
1/23/2022,549.0872941
1/24/2022,550.9947804
1/25/2022,541.9600228
1/26/2022,588.2236546
1/27/2022,594.3684397
1/28/2022,521.5312851
1/29/2022,592.0714176
1/30/2022,406.5329474
1/31/2022,529.6441844
2/1/2022,480.5554893
2/2/2022,384.7852713
2/3/2022,499.8325926
2/4/2022,532.3860914
2/5/2022,536.6847412
2/6/2022,509.6288764
2/7/2022,404.3092593
2/8/2022,585.3642276
2/9/2022,421.747874
2/10/2022,484.6242519
2/11/2022,552.5411028
2/12/2022,454.0382401
2/13/2022,399.7003049
2/14/2022,416.6936966
2/15/2022,568.5989731
2/16/2022,433.7713208
2/17/2022,413.7356575
2/18/2022,463.128347
2/19/2022,509.1084189
2/20/2022,505.5034197
2/21/2022,424.5393624
2/22/2022,376.7497995
2/23/2022,448.5491853
2/24/2022,475.5489007
2/25/2022,550.1320913
2/26/2022,454.5986547
2/27/2022,536.1027915
2/28/2022,482.7618038
3/1/2022,462.3144875
3/2/2022,526.3775794
3/3/2022,467.8256125
3/4/2022,555.5903981
3/5/2022,457.9652525
3/6/2022,536.1846462
3/7/2022,567.8598936
3/8/2022,600.0296296
3/9/2022,508.1323311
3/10/2022,535.3451564
3/11/2022,495.5570908
3/12/2022,470.3500641
3/13/2022,418.6620183
3/14/2022,554.5859667
3/15/2022,519.8725216
3/16/2022,469.1647126
3/17/2022,569.9571429
3/18/2022,466.5304645
3/19/2022,443.8870729
3/20/2022,457.4876454
3/21/2022,415.6909121
3/22/2022,472.0183633
3/23/2022,542.4323179
3/24/2022,524.4209971
3/25/2022,562.0361446
3/26/2022,507.9793651
3/27/2022,568.0517182
3/28/2022,558.3734234
3/29/2022,474.1458158
3/30/2022,527.7374898
3/31/2022,499.6021024
4/1/2022,504.4076981
4/2/2022,578.3541478
4/3/2022,598.8677489
4/4/2022,576.0985149
4/5/2022,617.2874317
4/6/2022,484.8429019
4/7/2022,569.7134104
4/8/2022,595.3070498
4/9/2022,579.894898
4/10/2022,483.1998051
4/11/2022,558.6179138
4/12/2022,618.8272574
4/13/2022,612.3478135
4/14/2022,655.7466835
4/15/2022,582.5616915
4/16/2022,539.8079007
4/17/2022,548.6317895
4/18/2022,540.3201689
4/19/2022,581.6804131
4/20/2022,508.124622
4/21/2022,578.7436308
4/22/2022,546.6056296
4/23/2022,529.9515152
4/24/2022,735.4085835
4/25/2022,629.845045
4/26/2022,484.4845606
4/27/2022,555.3981918
4/28/2022,475.0975512
4/29/2022,466.0187842
4/30/2022,343.0111722
5/1/2022,487.8642793
5/2/2022,404.5809969
5/3/2022,413.9078549
5/4/2022,387.4931534
5/5/2022,393.1897826
5/6/2022,446.154893
5/7/2022,386.267504
5/8/2022,424.6083534
5/9/2022,368.7620576
5/10/2022,525.3096122
5/11/2022,616.8485667
5/12/2022,750.3896396
5/13/2022,560.7338824
5/14/2022,468.2921241
5/15/2022,481.3435702
5/16/2022,374.0595659
5/17/2022,394.2596908
5/18/2022,529.7355338
5/19/2022,513.4498271
5/20/2022,488.0969526
5/21/2022,523.2126423
5/22/2022,504.8610227
5/23/2022,501.6127525
5/24/2022,516.3043241
5/25/2022,474.7674084
5/26/2022,505.718514
5/27/2022,516.0561154
5/28/2022,482.6633907
5/29/2022,488.7881631
5/30/2022,455.2988357
5/31/2022,452.7842825
6/1/2022,456.4561977
6/2/2022,497.960393
6/3/2022,481.6710177
6/4/2022,531.8631783
6/5/2022,430.910466
6/6/2022,449.3529184
6/7/2022,502.2097572
6/8/2022,629.796633
6/9/2022,473.9989059
6/10/2022,513.1725795
6/11/2022,547.9709016
6/12/2022,505.9068219
6/13/2022,451.5689259
6/14/2022,457.9106996
6/15/2022,604.3392947
6/16/2022,548.5050725
6/17/2022,633.5805846
6/18/2022,599.9520039
6/19/2022,466.7053899
6/20/2022,576.2353994
6/21/2022,582.5114558
6/22/2022,453.0369802
6/23/2022,482.4172365
6/24/2022,474.9847687
6/25/2022,567.6894167
6/26/2022,665.6489859
6/27/2022,587.0871308
6/28/2022,519.9050192
6/29/2022,533.7306416
6/30/2022,449.507181
7/1/2022,563.6936434
7/2/2022,525.1828296
7/3/2022,575.096327
7/4/2022,508.0843874
7/5/2022,469.1246483
7/6/2022,514.8490685
7/7/2022,438.8386721
7/8/2022,436.6642322
7/9/2022,556.9057707
7/10/2022,510.6134118
7/11/2022,405.2340278
7/12/2022,479.0355028
7/13/2022,503.2667027
7/14/2022,453.4303483
7/15/2022,519.0335826
7/16/2022,543.634938
7/17/2022,508.0811364
7/18/2022,473.6773131
7/19/2022,409.5634146
7/20/2022,394.3017689
7/21/2022,491.8675799
7/22/2022,464.1404919
7/23/2022,581.5473441
7/24/2022,542.5146147
7/25/2022,460.012267
7/26/2022,501.0865642
7/27/2022,434.5989858
7/28/2022,541.7776612
7/29/2022,527.3634127
7/30/2022,565.6169713
7/31/2022,559.4921965
8/1/2022,543.3337758
8/2/2022,514.4414701
8/3/2022,490.0027349
8/4/2022,484.1398043
8/5/2022,420.5974245
8/6/2022,452.7312538
8/7/2022,426.5955455
8/8/2022,537.8869751
8/9/2022,444.2362654
8/10/2022,407.2871545
8/11/2022,414.7462887
8/12/2022,404.5223661
8/13/2022,456.1711174
8/14/2022,405.6475233
8/15/2022,460.2096803
8/16/2022,413.6519931
8/17/2022,441.4397948
8/18/2022,429.4552083
8/19/2022,437.5692427
8/20/2022,441.6094133
8/21/2022,459.4967638
8/22/2022,395.5393803
8/23/2022,511.759857
8/24/2022,409.1088953
8/25/2022,448.7368986
8/26/2022,407.7057301
8/27/2022,400.7898842
8/28/2022,465.0185294
8/29/2022,462.9459961
8/30/2022,444.1647899
8/31/2022,420.498662
9/1/2022,471.3703052
9/2/2022,429.7125371
9/3/2022,416.6057808
9/4/2022,432.5606421
9/5/2022,425.8149712
9/6/2022,429.8888798
9/7/2022,420.4935099
9/8/2022,451.7457527
9/9/2022,432.0918301
9/10/2022,361.0584238
9/11/2022,387.8458333
9/12/2022,398.1324002
9/13/2022,402.9300806
9/14/2022,416.2000763
9/15/2022,397.9739398
9/16/2022,441.5936937
9/17/2022,374.5458333
9/18/2022,388.1604451
9/19/2022,378.8347901
9/20/2022,396.4376267
9/21/2022,347.1357607
9/22/2022,404.9858974
9/23/2022,471.5588968
9/24/2022,466.2262012
9/25/2022,406.2104929
9/26/2022,475.0189822
9/27/2022,384.4154494
9/28/2022,361.0923314
9/29/2022,413.7861111
9/30/2022,457.4425474
10/1/2022,434.0894737
10/2/2022,406.0586066
10/3/2022,446.8439943
10/4/2022,516.4403879
10/5/2022,382.253196
10/6/2022,382.0232873
10/7/2022,358.983691
10/8/2022,432.2948718
10/9/2022,382.9472647
10/10/2022,468.7874599
10/11/2022,404.3045546
10/12/2022,340.0284808
10/13/2022,375.1173068
10/14/2022,388.9653808
10/15/2022,440.3591125
10/16/2022,396.4610857
10/17/2022,412.7774892
10/18/2022,422.3994574
10/19/2022,334.6086837
10/20/2022,449.4436914
10/21/2022,403.3448292
10/22/2022,468.2482821
10/23/2022,413.552881
10/24/2022,475.9747156
10/25/2022,402.7796898
10/26/2022,369.452964
10/27/2022,450.7992175
10/28/2022,458.7039306
10/29/2022,406.7761026
