day,median_time_in_port
1/1/2022,40.5
1/2/2022,35.98333333
1/3/2022,35.96666667
1/4/2022,68.96666667
1/5/2022,65.9
1/6/2022,26.65
1/7/2022,48.01666667
1/8/2022,41.95
1/9/2022,65.4
1/10/2022,44
1/11/2022,60.15
1/12/2022,44.05
1/13/2022,52.6
1/14/2022,34.56666667
1/15/2022,34.65
1/16/2022,32.56666667
1/17/2022,31.51666667
1/18/2022,30.31666667
1/19/2022,33.01666667
1/20/2022,82.38333333
1/21/2022,84.06666667
1/22/2022,77.55
1/23/2022,69.51666667
1/24/2022,70.1
1/25/2022,74.98333333
1/26/2022,57.08333333
1/27/2022,63.01666667
1/28/2022,77.98333333
1/29/2022,80.51666667
1/30/2022,36.16666667
1/31/2022,36.23333333
2/1/2022,64.9
2/2/2022,30.31666667
2/3/2022,39
2/4/2022,80.96666667
2/5/2022,51.81666667
2/6/2022,39.83333333
2/7/2022,30.1
2/8/2022,44.98333333
2/9/2022,31.5
2/10/2022,35.35
2/11/2022,91.41666667
2/12/2022,39.03333333
2/13/2022,31.66666667
2/14/2022,34.63333333
2/15/2022,92
2/16/2022,33.05
2/17/2022,33
2/18/2022,48
2/19/2022,36.01666667
2/20/2022,32.93333333
2/21/2022,32.51666667
2/22/2022,25.7
2/23/2022,37.68333333
2/24/2022,43.01666667
2/25/2022,76.85
2/26/2022,76.03333333
2/27/2022,41.68333333
2/28/2022,43.48333333
3/1/2022,40.31666667
3/2/2022,40.48333333
3/3/2022,44.85
3/4/2022,85.06666667
3/5/2022,42.05
3/6/2022,41.01666667
3/7/2022,86.96666667
3/8/2022,87.01666667
3/9/2022,72.1
3/10/2022,78.01666667
3/11/2022,40.25
3/12/2022,28.18333333
3/13/2022,32.45
3/14/2022,59.9
3/15/2022,50.95
3/16/2022,40.98333333
3/17/2022,50.66666667
3/18/2022,37.2
3/19/2022,33.66666667
3/20/2022,30.65
3/21/2022,30.16666667
3/22/2022,30.08333333
3/23/2022,36.01666667
3/24/2022,35.3
3/25/2022,89.96666667
3/26/2022,46.38333333
3/27/2022,96.05
3/28/2022,73.16666667
3/29/2022,55.46666667
3/30/2022,83.93333333
3/31/2022,75
4/1/2022,69.06666667
4/2/2022,74.98333333
4/3/2022,54.01666667
4/4/2022,69.1
4/5/2022,87.01666667
4/6/2022,40.4
4/7/2022,80.85
4/8/2022,57.81666667
4/9/2022,70.98333333
4/10/2022,31.46666667
4/11/2022,75.81666667
4/12/2022,93.13333333
4/13/2022,92.9
4/14/2022,91.8
4/15/2022,92.95
4/16/2022,77.91666667
4/17/2022,78.61666667
4/18/2022,83.85
4/19/2022,83.5
4/20/2022,42.6
4/21/2022,77.9
4/22/2022,52.28333333
4/23/2022,74.56666667
4/24/2022,91.3
4/25/2022,89.81666667
4/26/2022,41.5
4/27/2022,87.05
4/28/2022,84
4/29/2022,75.05
4/30/2022,36.1
5/1/2022,51
5/2/2022,41.01666667
5/3/2022,25.2
5/4/2022,31.21666667
5/5/2022,28.66666667
5/6/2022,60.66666667
5/7/2022,42.01666667
5/8/2022,57
5/9/2022,50.11666667
5/10/2022,59.83333333
5/11/2022,35.91666667
5/12/2022,29.13333333
5/13/2022,51.38333333
5/14/2022,41.95
5/15/2022,34.25
5/16/2022,29.78333333
5/17/2022,26.85
5/18/2022,51.05
5/19/2022,40.23333333
5/20/2022,40.31666667
5/21/2022,56.88333333
5/22/2022,40.33333333
5/23/2022,31.73333333
5/24/2022,36
5/25/2022,48.98333333
5/26/2022,41
5/27/2022,45.05
5/28/2022,47.86666667
5/29/2022,36.3
5/30/2022,29.46666667
5/31/2022,31.11666667
6/1/2022,46.93333333
6/2/2022,35.76666667
6/3/2022,45.03333333
6/4/2022,50.5
6/5/2022,35.88333333
6/6/2022,30.85
6/7/2022,74.95
6/8/2022,88.01666667
6/9/2022,30.5
6/10/2022,48.05
6/11/2022,72.03333333
6/12/2022,56.93333333
6/13/2022,31.91666667
6/14/2022,30.31666667
6/15/2022,68.98333333
6/16/2022,83.96666667
6/17/2022,76.01666667
6/18/2022,84.03333333
6/19/2022,49
6/20/2022,77.96666667
6/21/2022,82.5
6/22/2022,40.66666667
6/23/2022,38.38333333
6/24/2022,43.46666667
6/25/2022,60.03333333
6/26/2022,90.1
6/27/2022,55.23333333
6/28/2022,46.8
6/29/2022,60.98333333
6/30/2022,30.66666667
7/1/2022,86.21666667
7/2/2022,56
7/3/2022,83.98333333
7/4/2022,47.55
7/5/2022,49.83333333
7/6/2022,50.65
7/7/2022,36.5
7/8/2022,33.01666667
7/9/2022,33.1
7/10/2022,40.3
7/11/2022,25.53333333
7/12/2022,66.01666667
7/13/2022,77.91666667
7/14/2022,40.35
7/15/2022,73.98333333
7/16/2022,78
7/17/2022,80.81666667
7/18/2022,36.48333333
7/19/2022,31.36666667
7/20/2022,20.98333333
7/21/2022,30.43333333
7/22/2022,30.85
7/23/2022,83.9
7/24/2022,80.6
7/25/2022,34.53333333
7/26/2022,60.31666667
7/27/2022,37.31666667
7/28/2022,71.98333333
7/29/2022,66.5
7/30/2022,74.98333333
7/31/2022,95.41666667
8/1/2022,81.41666667
8/2/2022,80.98333333
8/3/2022,72
8/4/2022,72.85
8/5/2022,71.91666667
8/6/2022,74.98333333
8/7/2022,51
8/8/2022,84.21666667
8/9/2022,71.83333333
8/10/2022,32.83333333
8/11/2022,33.01666667
8/12/2022,54.1
8/13/2022,55.61666667
8/14/2022,40.3
8/15/2022,69.38333333
8/16/2022,47.88333333
8/17/2022,40.46666667
8/18/2022,54.18333333
8/19/2022,79.23333333
8/20/2022,79.4
8/21/2022,66.85
8/22/2022,38.95
8/23/2022,75.88333333
8/24/2022,65.35
8/25/2022,36.11666667
8/26/2022,56.48333333
